wlbName,wlbDstTestNumber,wlbDstFromDepth,wlbDstToDepth,wlbDstChokeSize,wlbDstFinShutInPress,wlbDstFinFlowPress,wlbDstBottomHolePress,wlbDstOilProd,wlbDstGasProd,wlbDstOilDensity,wlbDstGasDensity,wlbDstGasOilRelation,wlbNpdidWellbore,wlbDstDateUpdated,dateSyncNPD
35/9-2,2.0,2295,2310,25.4,11.200,0.000,0.000,206,881000,0.720,0.668,4276,1600,9999-12-31,2013-05-08
35/9-2,3.0,2187,2211,25.4,10.600,0.000,0.000,205,803000,0.732,0.664,3897,1600,9999-12-31,2013-05-08
35/9-2,4.0,2100,2130,25.4,11.900,0.000,0.000,202,954000,0.726,0.664,4717,1600,9999-12-31,2013-05-08
36/1-1,1.0,1550,1556,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,435,9999-12-31,2013-05-08
36/1-1,2.0,1489,1496,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,435,9999-12-31,2013-05-08
36/7-1,1.0,2363,2368,25.4,24.000,22.000,24.000,1025,171175,0.820,0.800,167,1794,2012-07-21,2013-05-08
6/3-1,1.0,3015,3023,19.5,0.000,0.000,0.000,765,121000,0.860,0.000,158,450,9999-12-31,2013-05-08
6/3-1,1.1,3015,3023,25.4,0.000,0.000,0.000,907,141000,0.860,0.000,155,450,9999-12-31,2013-05-08
6/3-1,2.0,2978,2993,25.4,36.000,12.000,35.000,409,889900,0.768,0.000,2176,450,9999-12-31,2013-05-08
6/3-1,3.0,2902,2921,0.0,0.000,0.000,39.000,0,0,0.000,0.000,0,450,9999-12-31,2013-05-08
6/3-2,1.0,3776,3772,31.8,0.000,0.000,0.000,0,0,0.000,0.000,0,862,9999-12-31,2013-05-08
6201/11-1,3.0,2713,2717,10.3,0.000,0.000,0.000,91,72000,0.835,0.630,798,1134,9999-12-31,2013-05-08
6205/3-1 R,1.0,4324,4344,12.7,0.000,0.000,36.080,0,0,0.000,0.000,0,1510,9999-12-31,2013-05-08
6305/4-1,1.0,2770,2797,31.7,0.000,15.300,0.000,145,1860000,0.000,0.000,12827,4441,9999-12-31,2013-05-08
6305/7-1,1.0,2915,2931,23.8,0.000,0.000,28.960,58,638000,0.770,0.610,11000,3535,9999-12-31,2013-05-08
6306/10-1,1.0,2967,3158,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,1551,9999-12-31,2013-05-08
6405/7-1,1.0,2758,2812,12.7,0.000,0.000,0.000,40,7000,0.000,0.000,175,4749,9999-12-31,2013-05-08
6406/11-1 S,1.0,4027,4060,6.4,1.000,0.000,51.000,0,0,0.000,0.000,0,1539,9999-12-31,2013-05-08
6406/11-1 S,2.0,3709,3723,31.8,2.000,0.000,35.000,19,0,0.000,0.000,0,1539,9999-12-31,2013-05-08
6406/11-1 S,3.0,3692,3723,16.7,2.300,0.000,37.000,0,0,0.000,0.000,0,1539,9999-12-31,2013-05-08
6406/2-1 R,1.0,5227,5201,6.4,51.000,45.000,51.000,0,0,0.000,0.000,0,2642,9999-12-31,2013-05-08
6406/2-1 R,2.0,5170,5099,20.6,51.000,49.000,51.000,0,0,0.000,0.000,0,2642,9999-12-31,2013-05-08
6406/2-1 R,3.0,5041,5021,12.7,48.000,13.000,53.000,22,88000,0.796,0.770,4000,2642,9999-12-31,2013-05-08
6406/2-1 R,4.0,4924,4910,12.7,48.000,28.000,52.000,69,289000,0.783,0.770,4200,2642,9999-12-31,2013-05-08
6406/2-1 R,5.0,4858,4816,28.6,50.000,26.000,52.000,273,788000,0.803,0.770,2700,2642,9999-12-31,2013-05-08
6406/2-1 R,6.0,4704,4645,28.6,38.000,22.000,51.000,247,716300,0.798,0.730,2900,2642,9999-12-31,2013-05-08
6406/2-1 R,7.0,4495,4427,25.4,38.000,19.000,0.000,4,0,0.800,0.730,0,2642,9999-12-31,2013-05-08
6406/2-2,1.0,4927,4868,19.1,51.000,10.000,52.000,91,223000,0.804,0.941,2450,2644,9999-12-31,2013-05-08
6406/2-2,2.0,4746,4715,27.0,41.000,32.000,51.000,575,1021000,0.784,1.030,1808,2644,9999-12-31,2013-05-08
6406/2-3,1.0,4832,4806,17.0,90.000,89.000,91.000,890,892000,0.791,0.720,1003,2849,9999-12-31,2013-05-08
6406/2-3,2.0,4654,4629,17.5,88.000,81.000,89.000,1048,777000,0.792,0.720,744,2849,9999-12-31,2013-05-08
6406/2-4 SR,1.0,4905,4874,9.5,44.000,31.000,52.000,93,237000,0.773,0.780,2925,3627,9999-12-31,2013-05-08
6406/2-4 SR,2.0,4704,4684,7.9,50.000,12.000,51.000,18,42855,0.789,0.743,2300,3627,9999-12-31,2013-05-08
6406/2-5 A,1.0,5304,5334,11.1,87.000,38.000,0.000,274,221500,0.795,0.745,821,3213,9999-12-31,2013-05-08
6406/2-7,1.0,4558,4573,0.0,50.000,78.000,0.000,678,496000,0.806,0.000,731,3878,9999-12-31,2013-05-08
6406/3-1,1.0,3783,3788,15.9,11.000,50.000,67.000,0,8000,0.000,0.000,6,108,9999-12-31,2013-05-08
6406/3-2,1.0,4302,4336,12.7,0.000,0.000,38.000,0,0,0.000,0.000,0,863,9999-12-31,2013-05-08
6406/3-2,2.0,3937,3995,11.0,2.000,0.000,24.000,645,129000,0.825,0.000,200,863,9999-12-31,2013-05-08
6406/3-4,1.0,4175,4198,25.4,0.000,0.000,43.000,0,0,0.000,0.000,0,1173,9999-12-31,2013-05-08
6406/3-4,2.0,4103,4117,7.9,0.000,0.000,41.000,0,0,0.000,0.000,0,1173,9999-12-31,2013-05-08
6406/3-4,3.0,4054,4082,4.0,0.000,0.000,40.000,0,0,0.000,0.000,0,1173,9999-12-31,2013-05-08
6406/8-1,1.0,4718,4711,6.3,71.000,48.000,0.000,0,0,0.000,0.000,0,1136,9999-12-31,2013-05-08
6406/8-1,2.0,4413,4453,9.5,0.000,0.000,0.000,0,0,0.000,0.000,0,1136,9999-12-31,2013-05-08
6406/9-1,1.0,4964,5004,22.0,0.000,0.000,23.000,0,1410000,0.000,0.000,0,4927,9999-12-31,2013-05-08
6406/9-1,2.0,4619,4634,19.0,0.000,0.000,28.000,0,1440000,0.000,0.000,0,4927,9999-12-31,2013-05-08
6407/1-2,1.0,3659,3669,19.0,0.000,0.000,0.000,454,394000,0.792,0.735,869,61,9999-12-31,2013-05-08
6407/1-3,1.0,3698,3703,19.1,0.000,0.000,0.000,137,867000,0.872,0.665,158,29,9999-12-31,2013-05-08
6407/1-3,2.0,3665,3670,25.4,0.000,0.000,0.000,253,875000,0.776,0.655,3458,29,9999-12-31,2013-05-08
6407/1-4,1.0,3693,3687,12.7,0.000,3.000,15.100,244,29505,0.860,0.690,121,2796,9999-12-31,2013-05-08
6407/2-2,1.0,2476,2484,23.8,0.000,0.000,0.000,119,994000,0.770,0.690,0,16,9999-12-31,2013-05-08
6407/2-3,1.0,2518,2509,38.1,9.000,17.000,0.000,271,1285000,0.766,0.705,4740,935,9999-12-31,2013-05-08
6407/2-3,2.0,2436,2428,38.1,9.000,17.000,0.000,213,1321000,0.768,0.705,6210,935,9999-12-31,2013-05-08
6407/4-1,2.0,3889,3919,17.5,0.000,0.000,0.000,20,32000,0.800,0.810,1625,490,9999-12-31,2013-05-08
6407/6-3,1.0,2570,2577,12.7,0.000,0.000,0.000,115,228000,0.818,0.770,1979,1024,9999-12-31,2013-05-08
6407/6-3,2.0,2546,2555,19.1,0.000,0.000,0.000,260,753000,0.752,0.755,2897,1024,9999-12-31,2013-05-08
6407/6-3,3.0,2479,2489,19.1,0.000,0.000,0.000,326,746000,0.741,0.720,2288,1024,9999-12-31,2013-05-08
6407/7-1 S,1.0,3100,3114,25.4,0.000,0.000,0.000,0,0,0.000,0.000,0,474,9999-12-31,2013-05-08
6407/7-1 S,2.0,3023,3034,25.4,0.000,0.000,0.000,85,19000,0.832,0.800,229,474,9999-12-31,2013-05-08
6407/7-1 S,3.0,2947,2973,12.7,0.000,0.000,0.000,210,147000,0.824,0.707,208,474,9999-12-31,2013-05-08
6407/7-1 S,4.0,2840,2886,12.7,0.000,0.000,0.000,204,148000,0.825,0.693,202,474,9999-12-31,2013-05-08
6407/7-1 S,5.0,2758,2781,25.4,0.000,0.000,0.000,221,170000,0.823,0.732,220,474,9999-12-31,2013-05-08
6407/7-2,1.0,2870,2879,12.7,0.000,0.000,0.000,125,24000,0.829,0.744,190,1017,9999-12-31,2013-05-08
6407/7-2,2.0,2802,2820,12.7,0.000,0.000,0.000,575,106000,0.825,0.685,184,1017,9999-12-31,2013-05-08
6407/7-3,1.0,3047,3068,25.4,0.000,0.000,0.000,16,0,0.831,0.000,0,1229,9999-12-31,2013-05-08
6407/7-3,2.0,2990,3014,50.8,0.000,0.000,0.000,527,119000,0.809,0.737,227,1229,9999-12-31,2013-05-08
6407/7-3,3.0,2852,2868,25.4,0.000,0.000,0.000,950,396000,0.808,0.745,417,1229,9999-12-31,2013-05-08
6407/7-4,1.0,3126,3139,11.1,0.000,0.000,0.000,0,424,0.000,0.690,0,1360,9999-12-31,2013-05-08
6407/7-4,2.0,2999,3008,7.9,0.000,0.000,0.000,242,46000,0.830,0.740,185,1360,9999-12-31,2013-05-08
6407/7-4,3.0,3028,3071,12.7,0.000,0.000,0.000,740,125000,0.840,0.720,169,1360,9999-12-31,2013-05-08
6407/7-6,1.0,3686,3770,16.0,0.000,52.450,0.000,220,155000,0.815,0.000,705,4172,9999-12-31,2013-05-08
6407/9-1,1.0,1632,1638,48.0,0.000,0.000,0.000,1351,51338,0.820,0.890,38,133,9999-12-31,2013-05-08
6407/9-2,1.0,1670,1676,15.8,0.000,0.000,0.000,0,0,0.000,0.000,0,449,9999-12-31,2013-05-08
6407/9-2,2.0,1651,1657,38.0,0.000,0.000,0.000,1177,43549,0.825,0.960,37,449,9999-12-31,2013-05-08
6407/9-3,1.0,1631,1643,50.8,0.000,0.000,0.000,2500,49000,0.825,0.810,21,469,9999-12-31,2013-05-08
6407/9-4,1.0,1708,1713,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,480,9999-12-31,2013-05-08
6407/9-4,2.0,1662,1668,25.4,0.000,0.000,0.000,962,0,0.820,0.820,36,480,9999-12-31,2013-05-08
6407/9-5,1.0,1654,1661,25.4,0.000,0.000,0.000,1203,23000,0.825,0.785,17,492,9999-12-31,2013-05-08
6506/11-1,1.0,3741,3745,9.5,30.000,0.000,20.000,0,690,0.000,0.645,0,1216,9999-12-31,2013-05-08
6506/11-2,1.0,4668,4704,31.0,0.000,10.500,48.900,554,770733,0.807,0.765,1392,1754,9999-12-31,2013-05-08
6506/11-2,2.0,4553,4597,31.0,0.000,6.800,48.000,481,440000,0.000,0.000,915,1754,9999-12-31,2013-05-08
6506/11-2,3.0,4486,4510,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,1754,9999-12-31,2013-05-08
6506/11-2,4.0,4371,4420,25.4,0.000,14.500,47.700,714,1028000,0.780,0.730,1440,1754,9999-12-31,2013-05-08
6506/11-2,5.0,4005,4048,14.3,0.000,3.500,66.400,136,69845,0.820,0.780,513,1754,9999-12-31,2013-05-08
6506/11-2,6.0,3374,3399,9.5,0.000,5.000,48.500,40,6825,0.826,0.775,170,1754,9999-12-31,2013-05-08
6506/11-3,1.0,3120,3142,12.7,0.000,3.000,34.000,0,1817,0.000,0.000,0,1973,9999-12-31,2013-05-08
6506/11-4 S,1.0,5039,5073,15.9,0.000,15.000,0.000,725,395000,0.800,0.738,545,2736,9999-12-31,2013-05-08
6506/11-6,1.0,4839,4849,14.3,0.000,0.000,0.000,557,568000,0.789,0.715,1019,3306,9999-12-31,2013-05-08
6506/11-6,2.0,4695,4736,4.7,0.000,0.000,0.000,105,78000,0.795,0.715,743,3306,9999-12-31,2013-05-08
6506/11-6,3.0,4649,4668,14.3,0.000,0.000,0.000,770,533000,0.795,0.715,692,3306,9999-12-31,2013-05-08
6506/11-7,1.0,4751,4818,12.0,0.000,0.000,0.000,0,0,0.000,0.000,0,3322,9999-12-31,2013-05-08
6506/11-7,2.0,4668,4700,11.0,0.000,0.000,49.000,680,253000,0.000,0.000,372,3322,9999-12-31,2013-05-08
6506/11-7,3.0,4590,4631,3.8,0.000,0.000,38.000,240,127000,0.000,0.000,529,3322,9999-12-31,2013-05-08
6506/12-1,1.0,4504,4509,31.8,67.000,44.000,71.000,0,0,0.000,0.000,0,1004,9999-12-31,2013-05-08
6506/12-1,2.0,4351,4373,25.4,33.000,12.000,43.000,517,692000,0.790,0.750,1352,1004,9999-12-31,2013-05-08
6506/12-1,3.0,4291,4304,3.2,0.000,0.000,47.000,0,0,0.000,0.000,0,1004,9999-12-31,2013-05-08
6506/12-1,4.1,4251,4261,25.4,0.000,19.000,47.000,700,547000,0.805,0.000,928,1004,9999-12-31,2013-05-08
6506/12-1,5.0,4218,4203,19.0,0.000,104.000,0.000,350,550000,0.790,0.000,1571,1004,9999-12-31,2013-05-08
6506/12-1,5.1,4218,4203,19.0,0.000,104.000,0.000,273,410000,0.790,0.000,1500,1004,9999-12-31,2013-05-08
6506/12-1,6.0,4095,4110,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,1004,9999-12-31,2013-05-08
6506/12-1,7.0,3993,4011,31.8,0.000,0.000,0.000,511,728000,0.790,0.750,1424,1004,9999-12-31,2013-05-08
6506/12-10 A,1.0,5707,5686,19.0,0.000,22.000,0.000,450,168750,0.810,0.000,375,2610,9999-12-31,2013-05-08
6506/12-11 S,1.0,5236,5226,20.6,0.000,12.000,0.000,690,453000,0.840,0.000,656,2795,9999-12-31,2013-05-08
6506/12-11 S,2.0,5207,5198,19.0,0.000,73.000,0.000,470,173900,0.831,0.775,360,2795,9999-12-31,2013-05-08
6506/12-11 SR,2.0,5207,5198,22.2,0.000,0.000,0.000,740,0,0.834,0.772,386,2977,9999-12-31,2013-05-08
6506/12-3,1.0,4222,4241,25.4,0.000,83.000,0.000,820,372000,0.810,0.803,454,468,9999-12-31,2013-05-08
6506/12-3,2.0,4165,4170,25.4,0.000,10.000,0.000,54,68000,0.820,0.907,1264,468,9999-12-31,2013-05-08
6506/12-3,3.0,3960,3980,25.4,0.000,7.000,0.000,297,445000,0.795,0.755,1500,468,9999-12-31,2013-05-08
6506/12-3,4.0,3881,3890,28.6,0.000,9.000,0.000,790,416000,0.820,0.765,526,468,9999-12-31,2013-05-08
6506/12-3,5.0,3822,3836,9.5,7.000,0.000,23.000,100,29000,0.830,0.797,290,468,9999-12-31,2013-05-08
6506/12-3,6.0,3162,3173,32.0,0.000,14.000,40.000,92,28000,0.785,0.797,304,468,9999-12-31,2013-05-08
6506/12-3,6.1,3162,3173,15.8,0.000,128.000,0.000,329,57000,0.814,0.797,173,468,9999-12-31,2013-05-08
6506/12-4,1.0,3133,3150,12.7,17.000,0.000,0.000,0,0,0.000,0.000,0,475,9999-12-31,2013-05-08
6506/12-5,1.0,4040,4025,19.0,1.000,1.000,10.000,0,0,0.000,0.000,0,852,9999-12-31,2013-05-08
6506/12-5,1.1,4040,4025,19.0,0.000,0.000,0.000,0,0,0.000,0.000,0,852,9999-12-31,2013-05-08
6506/12-5,2.0,4004,4010,19.0,0.000,0.000,41.000,208,55000,0.827,0.000,264,852,9999-12-31,2013-05-08
6506/12-5,2.1,4004,4010,19.0,40.000,16.000,41.000,208,55000,0.827,0.000,264,852,9999-12-31,2013-05-08
6506/12-5,4.0,3174,3178,15.9,45.000,8.000,24.000,590,116000,0.800,0.000,196,852,9999-12-31,2013-05-08
6506/12-6,1.0,4514,4525,9.5,18.000,10.000,0.000,128,41000,0.819,0.765,345,1342,9999-12-31,2013-05-08
6506/12-6,1.1,4549,4592,9.5,18.000,10.000,0.000,128,58000,0.819,0.000,410,1342,9999-12-31,2013-05-08
6506/12-6,1.2,4514,4525,9.5,18.000,10.000,0.000,128,44000,0.819,0.000,345,1342,9999-12-31,2013-05-08
6506/12-6,1.3,4549,4592,9.5,18.000,10.000,0.000,128,44000,0.819,0.000,345,1342,9999-12-31,2013-05-08
6506/12-6,1.4,4514,4525,0.0,18.000,0.000,0.000,0,0,0.000,0.000,0,1342,9999-12-31,2013-05-08
6506/12-6,1.5,4549,4592,0.0,18.000,0.000,0.000,0,0,0.000,0.000,0,1342,9999-12-31,2013-05-08
6506/12-6,1.6,4514,4525,9.5,0.000,6.000,0.000,100,15000,0.819,0.000,153,1342,9999-12-31,2013-05-08
6506/12-6,1.7,4549,4592,9.5,0.000,6.000,0.000,100,15000,0.819,0.000,153,1342,9999-12-31,2013-05-08
6506/12-6,1.8,4514,4525,12.7,18.000,6.000,26.000,155,70000,0.820,0.000,456,1342,9999-12-31,2013-05-08
6506/12-6,1.9,4549,4592,12.7,18.000,6.000,26.000,155,70000,0.820,0.000,456,1342,9999-12-31,2013-05-08
6506/12-6,2.0,4464,4493,6.4,0.000,0.000,0.000,0,0,0.000,0.000,0,1342,9999-12-31,2013-05-08
6506/12-6,2.1,4464,4493,6.4,44.000,36.000,0.000,0,0,0.000,0.000,0,1342,9999-12-31,2013-05-08
6506/12-6,3.0,4312,4352,20.6,0.000,13.000,40.000,376,610000,0.783,0.000,1622,1342,9999-12-31,2013-05-08
6506/12-7,1.0,4741,4748,12.7,0.000,0.000,0.000,520,145000,0.820,0.770,442,300,9999-12-31,2013-05-08
6506/12-7,2.0,4702,4707,7.9,0.000,0.000,0.000,200,145000,0.818,0.785,725,300,9999-12-31,2013-05-08
6506/12-7,3.0,4474,4514,15.9,0.000,0.000,0.000,70,110000,0.790,0.745,1571,300,9999-12-31,2013-05-08
6506/12-7,4.0,4414,4439,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,300,9999-12-31,2013-05-08
6506/12-8,1.0,4237,4277,22.2,0.000,0.000,0.000,1100,300000,0.810,0.827,273,1068,9999-12-31,2013-05-08
6506/12-8,1.2,4205,4221,11.1,0.000,0.000,0.000,460,115000,0.820,0.820,250,1068,9999-12-31,2013-05-08
6506/12-8,2.0,3915,3955,12.7,0.000,0.000,0.000,610,180000,0.829,0.756,295,1068,9999-12-31,2013-05-08
6506/12-9 S,1.0,4846,4876,17.5,0.000,0.000,0.000,840,444000,0.815,0.832,749,2128,9999-12-31,2013-05-08
6506/12-9 S,2.0,4805,4834,22.2,0.000,0.000,0.000,900,249000,0.850,0.830,390,2128,9999-12-31,2013-05-08
6506/12-9 S,3.0,4742,4751,17.5,0.000,0.000,0.000,567,138000,0.825,0.794,292,2128,9999-12-31,2013-05-08
6506/12-9 S,4.0,4730,4712,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,2128,9999-12-31,2013-05-08
6506/12-9 S,5.0,4477,4510,43.6,0.000,0.000,0.000,17,33000,0.807,0.781,1379,2128,9999-12-31,2013-05-08
6506/9-1,1.0,5431,5515,6.3,27.000,0.000,40.000,0,180000,0.000,0.000,0,5980,9999-12-31,2013-05-08
6507/11-1,1.0,2396,2402,16.0,14.000,0.000,0.000,0,765000,0.000,0.000,0,68,9999-12-31,2013-05-08
6507/11-3,1.0,2519,2521,25.4,23.000,8.000,23.000,1490,29500,0.847,0.720,198,470,9999-12-31,2013-05-08
6507/11-3,2.0,2496,2509,31.8,24.000,12.000,20.000,0,1480000,0.000,0.690,0,470,9999-12-31,2013-05-08
6507/11-3,3.0,2413,2420,38.1,25.000,10.000,24.000,0,1740000,0.000,0.670,0,470,9999-12-31,2013-05-08
6507/2-2,1.0,3285,3294,25.4,0.000,0.000,0.000,107,676000,0.790,0.630,6317,1840,9999-12-31,2013-05-08
6507/2-2,2.0,2820,2831,25.4,0.000,0.000,0.000,80,865000,0.780,0.640,1081,1840,9999-12-31,2013-05-08
6507/3-1,1.0,3783,3798,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,1533,9999-12-31,2013-05-08
6507/3-1,2.0,3690,3724,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,1533,9999-12-31,2013-05-08
6507/3-1,3.0,3611,3636,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,1533,9999-12-31,2013-05-08
6507/3-1,3.1,3611,3636,25.4,0.000,15.000,0.000,290,905000,0.800,0.710,3121,1533,9999-12-31,2013-05-08
6507/5-1,1.0,3607,3653,15.9,8.000,0.000,37.000,628,109000,0.857,0.700,175,3683,9999-12-31,2013-05-08
6507/5-1,2.1,3430,3442,15.9,19.000,0.000,36.000,178,741000,0.759,0.670,4164,3683,9999-12-31,2013-05-08
6507/5-1,2.2,3430,3514,12.7,22.000,0.000,0.000,148,580000,0.767,0.675,3926,3683,9999-12-31,2013-05-08
6507/5-1,3.0,2993,3001,14.3,18.000,0.000,42.000,925,222000,0.829,0.670,240,3683,9999-12-31,2013-05-08
6507/5-5,1.0,3561,3706,25.0,7.400,0.000,0.000,940,164256,0.855,0.735,176,4428,9999-12-31,2013-05-08
6507/7-1,1.0,4338,4374,12.7,0.000,5.000,64.000,0,30000,0.000,0.650,0,138,9999-12-31,2013-05-08
6507/7-14 S,1.0,4219,4289,14.3,44.000,0.000,0.000,0,1200000,0.000,0.647,22600,6367,9999-12-31,2013-05-08
6507/7-2,1.0,2521,2529,6.1,0.000,1.000,26.000,0,0,0.000,0.000,0,464,9999-12-31,2013-05-08
6507/7-2,2.0,2417,2439,25.4,0.000,0.000,0.000,704,34000,0.922,0.617,48,464,9999-12-31,2013-05-08
6507/7-2,2.1,2417,2439,9.5,0.000,5.000,0.000,208,12000,0.910,0.000,57,464,9999-12-31,2013-05-08
6507/7-2,2.2,2417,2439,9.5,0.000,5.000,0.000,208,12000,0.910,0.000,57,464,9999-12-31,2013-05-08
6507/7-2,2.3,2417,2439,25.4,6.000,3.000,25.000,704,34000,0.920,0.000,49,464,9999-12-31,2013-05-08
6507/7-2,3.0,2357,2376,25.4,0.000,40.000,0.000,489,32000,0.982,0.668,65,464,9999-12-31,2013-05-08
6507/7-2,4.0,2330,2340,22.2,0.000,4.000,25.000,902,68000,0.876,0.660,75,464,9999-12-31,2013-05-08
6507/7-2,5.0,2290,2310,19.1,0.000,12.000,0.000,73,724000,0.754,0.650,9965,464,9999-12-31,2013-05-08
6507/7-2,6.0,2232,2245,19.1,0.000,5.000,0.000,17,45000,0.755,0.650,2632,464,9999-12-31,2013-05-08
6507/7-2,7.0,2203,2222,20.2,0.000,9.000,0.000,96,900000,0.755,0.000,9360,464,9999-12-31,2013-05-08
6507/7-3,1.0,2413,2430,21.0,6.000,5.000,25.000,772,86027,0.870,0.680,112,482,9999-12-31,2013-05-08
6507/7-3,2.0,2385,2400,24.0,6.000,4.000,25.000,870,93021,0.909,0.737,227,482,9999-12-31,2013-05-08
6507/7-3,3.0,2368,2380,25.4,6.000,5.000,25.000,823,89510,0.808,0.745,417,482,9999-12-31,2013-05-08
6507/7-4,1.0,2494,2499,19.1,19.000,5.000,26.000,646,51000,0.897,0.685,80,853,9999-12-31,2013-05-08
6507/7-4,2.0,2470,2477,35.8,6.000,5.000,26.000,875,732000,0.879,0.000,84,853,9999-12-31,2013-05-08
6507/7-4,3.0,2449,2465,60.3,0.000,4.000,25.000,1034,91000,0.897,0.000,88,853,9999-12-31,2013-05-08
6507/7-5,1.0,2417,2424,35.9,4.000,4.000,25.000,774,52000,0.890,0.000,67,879,9999-12-31,2013-05-08
6507/7-5,2.0,2355,2375,35.9,4.000,5.000,25.000,953,85000,0.868,0.000,89,879,9999-12-31,2013-05-08
6507/7-6,1.0,2424,2412,35.9,0.000,4.000,24.000,781,41000,0.918,0.617,59,922,9999-12-31,2013-05-08
6507/7-6,2.0,2349,2365,52.4,0.000,2.000,22.000,628,610000,0.895,0.617,971,922,9999-12-31,2013-05-08
6507/7-8,1.0,2473,2480,7.9,0.000,8.000,0.000,175,0,0.882,0.670,80,1071,9999-12-31,2013-05-08
6507/7-8,2.0,2441,2438,20.6,0.000,8.000,0.000,1145,99000,0.882,0.670,86,1071,9999-12-31,2013-05-08
6507/7-8,2.1,2441,2438,20.6,0.000,8.000,0.000,1145,0,0.887,0.700,86,1071,9999-12-31,2013-05-08
6507/7-8,2.2,2441,2438,20.6,0.000,8.000,0.000,1137,0,0.887,0.700,87,1071,9999-12-31,2013-05-08
6507/8-1,1.0,2444,2463,38.1,3.000,2.000,17.000,715,31460,0.932,0.600,44,933,2012-08-31,2013-05-08
6507/8-1,2.0,2386,2406,19.1,6.000,5.000,0.000,906,50080,0.925,0.000,55,933,2012-08-31,2013-05-08
6507/8-4,1.0,2250,2254,12.7,0.000,0.000,0.000,0,0,0.000,0.000,0,1340,9999-12-31,2013-05-08
6507/8-4,1.1,2250,2254,6.3,0.000,0.000,0.000,0,0,0.000,0.000,0,1340,9999-12-31,2013-05-08
6507/8-4,2.0,2200,2221,12.7,0.000,0.000,0.000,1024,58700,0.900,0.685,59,1340,9999-12-31,2013-05-08
6507/8-4,3.0,2150,2168,19.1,0.000,0.000,0.000,986,45300,0.908,0.635,55,1340,9999-12-31,2013-05-08
6507/8-4,3.1,2163,2168,22.2,0.000,0.000,0.000,1480,70100,0.908,0.634,61,1340,9999-12-31,2013-05-08
6507/8-4,4.0,2126,2135,15.9,0.000,56.000,0.000,16,756777,0.780,0.648,47078,1340,9999-12-31,2013-05-08
6605/8-1,1.0,4184,4211,25.4,0.000,0.000,0.000,2,100000,0.000,0.000,230000,4984,9999-12-31,2013-05-08
6608/10-2,1.0,2715,2720,50.8,0.000,0.000,0.000,0,0,0.000,0.680,0,1782,9999-12-31,2013-05-08
6608/10-2,3.1,2673,2696,72.0,0.000,30.000,0.000,1165,0,0.847,0.660,93,1782,9999-12-31,2013-05-08
6608/10-2,3.2,2605,2610,19.0,0.000,0.000,0.000,0,582600,0.000,0.640,0,1782,9999-12-31,2013-05-08
6608/10-2,3.3,2590,2610,28.0,0.000,0.000,0.000,0,945000,0.000,0.640,0,1782,9999-12-31,2013-05-08
6608/10-3,1.0,2617,2648,23.4,0.000,0.000,0.000,1250,102500,0.860,0.650,82,1732,9999-12-31,2013-05-08
6608/10-3 R,1.0,1810,1842,46.0,0.000,0.000,0.000,0,0,0.000,0.000,0,2645,9999-12-31,2013-05-08
6608/10-4,1.0,2640,2635,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,2256,9999-12-31,2013-05-08
6608/10-4,2.0,2582,2466,31.7,0.000,40.000,0.000,900,75000,0.858,0.648,83,2256,9999-12-31,2013-05-08
6608/10-4,3.1,2485,2514,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,2256,9999-12-31,2013-05-08
6608/10-4,3.2,2524,2531,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,2256,9999-12-31,2013-05-08
6608/10-6 R2,1.0,1810,1842,0.0,0.000,0.000,0.000,42,0,0.000,0.000,0,4386,9999-12-31,2013-05-08
7/11-1,1.0,3124,3162,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,149,9999-12-31,2013-05-08
7/11-1,2.0,3102,3109,6.3,0.000,0.000,0.000,0,0,0.000,0.000,0,149,9999-12-31,2013-05-08
7/11-1,3.0,2979,2988,15.8,0.000,0.000,0.000,106,167000,0.000,0.000,1575,149,9999-12-31,2013-05-08
7/11-1,4.0,2904,2956,19.0,0.000,0.000,0.000,135,714000,0.000,0.000,5280,149,9999-12-31,2013-05-08
7/11-1,5.0,2877,2882,10.3,0.000,0.000,0.000,76,184000,0.000,0.000,2412,149,9999-12-31,2013-05-08
7/11-2,1.0,3167,3193,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,156,9999-12-31,2013-05-08
7/11-2,2.0,3028,3107,19.0,0.000,0.000,0.000,221,469000,0.000,0.000,2121,156,9999-12-31,2013-05-08
7/11-2,3.0,2980,2999,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,156,9999-12-31,2013-05-08
7/11-3,1.0,3241,3247,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,159,9999-12-31,2013-05-08
