seaSurveyName,seaFactMapUrl,seaFactPageUrl,seaStatus,seaMarketAvailable,seaSurveyTypeMain,seaSurveyTypePart,seaCompanyReported,seaSourceType,seaSourceNumber,seaSourceSize,seaSourcePressure,seaSensorType,seaSensorNumbers,seaSensorLength,seaPlanFromDate,seaDateStarting,seaPlanToDate,seaDateFinalized,seaPlanCdpKm,seaCdpTotalKm,seaPlanBoatKm,seaBoatTotalKm,seaMultilineGeometryWKT
"MCG1101","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7419","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7419","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","MultiClient Geophysical AS","Seismisk kilde",1,4000inch3,"2000psi","Kabler",1,10000,2011-06-23,2011-07-10,2011-11-30,2011-11-01,8500,8649,8500,8649,"MULTILINESTRING((15.775369 72.112981,16.5632 71.944611),(16.77835 71.941461,15.77765 72.155919),(16.864061 71.959389,16.606111 72.015761,16.415789 72.056911,16.261339 72.097181,15.77995 72.198861),(17.0004 71.98055,15.782261 72.2418),(17.460389 71.922231,15.784581 72.284731),(17.54655 71.947131,15.786911 72.327669),(17.632939 71.972,15.78925 72.370611),(20.038281 73.272369,18.841139 73.538089),(19.6674 73.310639,18.631019 73.538131),(19.590739 73.282369,18.42155 73.53795),(19.514319 73.254081,18.2121 73.537569),(19.438169 73.225769,18.002661 73.536981),(19.36225 73.197411,17.793219 73.536181),(19.286589 73.169031,17.5838 73.535181),(19.211211 73.140631,17.374411 73.533961),(19.13605 73.1122,17.16505 73.532539),(19.256 73.040139,17.133881 73.49485,17.090569 73.502581,16.833231 73.554581,16.703961 73.580469),(19.180961 73.011781,16.466611 73.5849),(19.203861 72.961419,16.232231 73.587431),(19.129481 72.932981,16.889611 73.412431,16.691289 73.468461,16.43325 73.519969,16.142381 73.577289),(19.055369 72.904519,16.033361 73.539181),(18.981461 72.876019,15.958139 73.510339),(18.9078 72.8475,15.883181 73.481481),(18.834369 72.81895,17.73305 73.060111,17.520331 73.097069,17.270289 73.149589,17.018739 73.201811,16.885539 73.23735,15.808469 73.452589),(18.761189 72.790381,15.734011 73.423681),(18.784631 72.740161,15.659889 73.394769),(18.865169 72.653081,15.5469 73.35045),(18.622681 72.742811,15.604369 73.373031),(18.5109 72.699669,15.49245 73.329),(18.457119 72.678869,15.438711 73.30775),(18.383889 72.650411,15.365461 73.278689),(18.311511 72.621831,15.346069 73.239261),(18.238181 72.593481,15.340419 73.197169),(18.166019 72.564839,15.334789 73.155031),(18.093811 72.536281,15.329189 73.112931),(18.021861 72.507669,15.323619 73.070819),(17.950111 72.479089,15.318081 73.02875),(17.878581 72.450431,15.312561 72.986631),(17.807281 72.421739,15.307061 72.9445),(17.737361 72.393631,15.3017 72.9032),(17.6661 72.364989,15.296261 72.861089),(17.595669 72.3362,15.29085 72.818989),(17.525339 72.307411,15.285461 72.776881),(17.391169 72.2927,15.8036 72.629211),(17.275761 72.27385,15.801189 72.586281),(17.2762 72.229569,15.798781 72.543339),(17.27725 72.185161,15.7964 72.5004),(17.277689 72.140881,15.794019 72.457469),(17.278869 72.096439,15.791661 72.414531),(19.716681 73.37175,16.201789 71.950061),(19.6192 73.394269,16.065381 71.951939),(19.521461 73.416739,15.928939 71.953731),(19.460931 73.452919,15.792469 71.955419),(19.457811 73.510189,15.769869 72.008769),(19.371439 73.537069,15.7733 72.073931),(19.212881 73.537519,15.776761 72.139089),(19.054311 73.537839,15.780239 72.20425),(18.895739 73.53805,15.78375 72.269411),(18.737161 73.538139,15.787281 72.334569),(18.578569 73.538111,15.790839 72.399731),(18.419989 73.53795,15.794431 72.464889),(15.798039 72.53005,17.0112 73.044561,17.090481 73.076769,17.270289 73.149589,17.451619 73.22225,17.609839 73.285169,18.261411 73.537681),(18.102831 73.537289,15.801681 72.595211),(17.944261 73.536781,15.7883 72.652919),(17.7857 73.53615,15.690981 72.674011),(17.627139 73.5354,15.593419 72.69505),(17.468611 73.534531,15.495639 72.71605),(17.310081 73.533539,15.397619 72.736989),(17.151581 73.532439,15.299369 72.757889),(17.017889 73.541069,15.290781 72.818461),(16.918789 73.56345,15.299561 72.886669),(16.806869 73.580769,15.308419 72.954881),(15.317331 73.023089,16.057661 73.338039,16.253111 73.446431,16.43325 73.519969,16.5867 73.581989),(16.50585 73.58445,15.326331 73.0913),(16.3553 73.586131,15.335381 73.159511),(16.204711 73.587711,15.344519 73.227719),(19.141639 73.099111,19.122881 73.092,19.10425 73.085419,16.337969 71.948089),(16.449831 71.946761,16.606111 72.015761,16.773639 72.089019,17.005411 72.177731,19.239439 73.077789),(19.186561 72.999231,16.610139 71.94385),(17.272589 72.167131,16.750731 71.941511))"
"NSR11 WOS","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7422","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7422","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","TGS Nopec Geophysical Company  ASA","Seismisk kilde",1,4100 cu.inch,"2000 psi","Kabler",1,8000,2011-05-01,2011-05-25,2011-08-15,2011-07-28,3000,361,3000,361,"MULTILINESTRING((0.328417 63.164003,1.839789 64.016836),(0.524122 62.984947,0.649219 63.057978,1.405481 63.489556),(0.620658 62.895694,0.7177 62.952464,0.848722 63.028661,1.657764 63.487939),(0.650397 62.868075,0.674236 62.864556),(0.529356 62.980122,0.7177 62.952464,0.800994 62.940133),(0.406083 63.093244,0.649219 63.057978,0.848722 63.028661,1.022561 63.002839),(0.377922 63.118947,1.935911 63.996808),(0.426822 63.441683,1.496022 64.044186),(-0.019489 63.476211,1.086147 64.106844),(-0.120297 63.565244,0.880772 64.137872),(-0.323833 63.743089,0.349761 64.13185),(-0.426572 63.831894,0.126397 64.152125),(-0.247497 63.676686,0.531447 64.1253),(-0.164389 63.266244,1.144422 63.078883,1.224186 63.066819),(-0.033667 63.344244,1.269294 63.153969,1.349194 63.1418),(0.106292 63.418528,1.328208 63.239819,1.406961 63.227911),(0.234108 63.494506,1.548303 63.300858,1.628525 63.288608),(0.359686 63.569878,1.596978 63.388292,1.675533 63.376294),(0.489461 63.644889,2.574022 63.328603),(0.630594 63.719061,2.717128 63.4013))"
"NPD-MB-11","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7451","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7451","Ferdig",Nei,"Ordinær seismisk undersøkelse","2D","Oljedirektoratet","Seismisk kilde",1,3111  cu. in,"2000psi","Kabler",1,8100 meter,2011-06-01,2011-06-01,2011-06-07,2011-06-07,225,265,225,265,"MULTILINESTRING((2.885672 64.714697,3.114033 64.844047),(2.768419 64.733189,3.001375 64.85895),(2.605747 64.734872,3.58135 64.745853),(2.598467 64.762719,3.227892 64.768183),(2.597842 64.772428,3.548908 64.780358),(2.598361 64.791278,3.5302 64.798836),(2.598483 64.801239,3.180444 64.806797))"
"LN11002","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7455","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7455","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","Lundin Norway AS","Seismisk kilde",1,4100 cu. inch,"2000 psi","Kabler",1,8100,2011-07-15,2011-08-18,2011-09-15,2011-08-20,116,115,116,115,"MULTILINESTRING((5.665736 64.113636,6.017956 64.317006),(5.665508 64.273075,6.166603 64.126036))"
"NPD-BA-11","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7464","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7464","Ferdig",Nei,"Ordinær seismisk undersøkelse","2D","Oljedirektoratet","Seismisk kilde",1,4135 cu. in.,"2000 psi","Kabler",1,8100 meter,2011-07-07,2011-07-08,2011-10-15,2011-09-13,12700,11543,12700,11543,"MULTILINESTRING((31.867269 70.350003,31.86875 74.124358),(32 70.35,32 74.125025),(32.131156 70.35,32.131258 74.12525),(32.262233 70.433511,32.262531 74.125628),(32.395958 70.544175,32.415097 74.125817),(32.527442 70.651725,32.546378 74.125808),(32.658919 70.758039,32.677658 74.125911),(32.790403 70.863147,32.808936 74.125706),(32.921889 70.967067,32.940208 74.125658),(33.053375 71.069814,33.071481 74.125336),(33.184867 71.171408,33.202758 74.125208),(33.316364 71.271867,33.334031 74.125286),(33.447869 71.371211,33.465297 74.124928),(33.579381 71.469456,33.596567 74.125258),(33.710894 71.566619,33.727831 74.125406),(33.842425 71.662722,33.859097 74.125614),(33.973964 71.757775,33.990367 74.125669),(34.105408 71.851725,34.121367 74.125744),(34.23685 71.94465,34.252361 74.125692),(34.368297 72.036569,34.383356 74.125306),(34.499744 72.127503,34.514347 74.125053),(34.631194 72.217456,34.645336 74.124944),(34.762642 72.306447,34.776308 74.124322),(34.894231 72.394583,34.907547 74.124189),(35.025694 72.481703,35.042119 74.502256),(35.157169 72.567906,35.173142 74.502208),(35.28865 72.653206,35.304167 74.502153),(35.420136 72.737614,35.435183 74.501881),(35.551631 72.821144,35.566197 74.501625),(35.683128 72.903811,35.697206 74.501181),(35.814628 72.985619,35.828194 74.500772),(35.946142 73.066594,35.959194 74.500206),(36.077667 73.146739,36.090197 74.500378),(36.2092 73.226069,36.221192 74.500631),(36.340769 73.304614,36.352211 74.500544),(36.472342 73.382358,36.483233 74.500558),(36.604181 73.459472,36.614097 74.500611),(36.735614 73.535572,36.743547 74.500325),(36.866683 73.6107,36.871958 74.500189),(37 73.686347,36.99975 74.4999),(32.162356 70.350003,36.99995 73.686319),(31.867506 70.611519,36.999611 74.10835),(31.867911 71.124308,36.943058 74.500083),(31.868247 71.637069,36.160011 74.500308),(31.868514 72.149803,35.384144 74.501864),(31.868697 72.662511,34.610322 74.501958),(31.868797 73.175192,33.837614 74.499989),(31.868811 73.687847,33.072661 74.500097),(31.865942 73.500039,36.680283 73.503783),(31.359397 74.028039,37.0002 74.034633))"
"CGGV11001",NULL,NULL,"Avlyst",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services (UK) Limited","Seismisk kilde",1,4450,"2000","Kabler",1,8000,2011-07-14,9999-12-31,2011-07-31,9999-12-31,40,NULL,40,NULL,"MULTILINESTRING((1.710922 58.182689,1.914897 58.236372),(1.725411 58.166439,2.0536 58.272606))"
"SH1102",NULL,NULL,"Avlyst",Ja,"Ordinær seismisk undersøkelse","2D","A/S Norske Shell","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-17,9999-12-31,2011-09-15,9999-12-31,60,NULL,60,NULL,"MULTILINESTRING((7.603044 64.387375,7.930256 64.316994),(7.781317 64.471694,7.823017 64.181644))"
"CGGV1104","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7491","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7491","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,2011-08-14,2011-09-30,2011-08-16,60,60,60,60,"MULTILINESTRING((7.603044 64.387375,7.930256 64.316994),(7.781317 64.471694,7.823017 64.181644))"
"CGGV1107",NULL,NULL,"Avlyst",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,9999-12-31,2011-09-30,9999-12-31,58,NULL,58,NULL,"MULTILINESTRING((5.665736 64.113636,6.017956 64.317006),(5.665508 64.273075,6.166603 64.126036))"
"LN11006",NULL,NULL,"Avlyst",Ja,"Ordinær seismisk undersøkelse","2D","Lundin Norway AS","Seismisk kilde",1,4480 cuinch,"2000 psi","Kabler",1,6000 m,2011-10-15,9999-12-31,2011-12-15,2011-12-14,133,NULL,133,NULL,"MULTILINESTRING((7.865833 66.969722,9.071944 66.973611),(7.903611 66.967222,8.772222 66.843056),(7.921389 66.927778,8.971111 66.930278))"
"CGGV1111",NULL,NULL,"Avlyst",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",2,4980 cu.in.,"2000 psi","Kabler",1,6000,2011-11-01,9999-12-31,2011-12-15,9999-12-31,84,NULL,84,NULL,"MULTILINESTRING((6.100711 64.678786,7.846944 64.7027))"
"CGGV1112",NULL,NULL,"Avlyst",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",2,4980 cu.in.,"2000 psi","Kabler",1,6000,2011-11-01,9999-12-31,2011-12-15,9999-12-31,105,NULL,105,NULL,"MULTILINESTRING((6.681864 67.642122,6.7549 66.970033),(7.117975 67.291956,7.05435 67.025681))"
"CGGV1113",NULL,NULL,"Avlyst",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",2,4980 cu.in.,"2000 psi","Kabler",1,6000,2011-11-01,9999-12-31,2011-12-15,9999-12-31,34,NULL,34,NULL,"MULTILINESTRING((3.140942 61.097353,3.741928 61.175311))"
"CGGV1114",NULL,NULL,"Avlyst",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",2,4980 cu.in.,"2000 psi","Kabler",1,6000,2011-11-01,9999-12-31,2011-12-15,9999-12-31,43,NULL,43,NULL,"MULTILINESTRING((2.657708 60.341958,2.504819 60.326244,2.230886 60.284294,2.203908 60.119478))"
"NBR12","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7579","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2012&nav3=7579","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","Fugro Multi Client Services AS","Seismisk kilde",1,max 4500 cu.in.,"2000 psi","Kabler",1,12000,2012-03-15,2012-03-26,2012-09-30,2012-09-30,12000,14643,12000,14643,"MULTILINESTRING((21.658911 73.150514,31.999983 71.580892),(16.000186 71.893806,18.041139 73.833617),(16.822817 71.742744,19.051533 73.763672),(16.000544 70.29475,19.691089 73.785769),(16.866947 72.279461,18.516469 73.774042),(18.471583 70.557481,23.522664 74.500008),(27.308236 71.463497,29.727069 71.694203),(28.075864 71.431911,31.279883 71.716481),(15.809803 72.000486,17.755906 73.869336),(15.029775 72.597011,24.968703 71.471478),(21.041647 74.068206,31.999964 72.500006),(27.236772 72.960467,31.998967 72.1595),(20.923264 74.003931,31.999967 72.42735),(15.000842 73.211611,21.50175 72.577003),(22.640278 73.514386,31.998767 72.096422),(16.000564 70.552403,24.151292 71.769928),(17.978503 71.749331,20.550603 73.908881),(20.689886 73.942178,31.999989 72.321939),(15.000358 73.081786,21.835469 72.399242),(21.184044 74.139581,31.999964 72.601547),(15.000336 72.158464,17.760478 71.903375,17.760478 71.903375,20.2279 71.634833),(21.885936 73.148564,23.928608 74.5),(21.280097 73.225186,23.148981 74.500028),(19.433778 72.120981,20.360086 72.886606),(19.061056 72.086539,19.7516 72.675975),(19.019081 72.380967,21.410025 74.240678),(20.068078 72.275156,20.538133 72.656411),(25.770503 72.003889,31.972433 70.933083),(28.618858 71.382058,31.999989 73.172644),(25.481564 71.907478,31.972442 70.786078),(27.630614 71.635244,31.977433 70.848078),(26.39195 71.982547,31.971678 71.008839),(27.130061 72.101883,31.961631 71.25485),(15.029308 73.650989,31.977469 71.440778),(21.888561 73.317019,31.970242 71.7967),(21.600908 73.282397,31.968872 71.723442),(24.101633 73.164322,31.972636 71.922286),(15.038428 74.030472,15.378092 74.004778,17.589986 73.822058,19.218864 73.669892),(26.447461 74.062775,31.334364 74.453453),(26.356039 74.010661,31.399636 74.415342),(15.028511 72.536286,17.111031 72.871894,17.170531 72.880992,17.291778 72.899447),(15.034425 72.822264,17.8533 73.261656),(15.0355 72.874842,16.976597 73.182961),(15.036847 72.940822,17.670447 73.350464),(17.367961 71.751928,15.029469 73.053294),(17.337447 72.230128,15.026239 73.481997),(16.083169 71.988692,15.929439 72.075397,15.032194 72.563064),(16.554406 71.887608,15.031397 72.726208),(16.691828 71.965122,15.030569 72.87635),(17.800928 71.623103,17.027539 72.089217,15.028603 73.179394),(17.191417 72.106894,15.027814 73.286419),(17.15815 72.224831,17.085828 72.266972,15.027092 73.378706),(16.022744 70.429056,16.158558 70.453778,24.108719 71.644828),(16.021497 70.301461,16.316947 70.355358,23.004711 71.386511,24.235258 71.540153,31.985239 72.284853),(27.927542 71.444508,31.988208 73.595108),(28.276117 71.424669,31.999964 73.395264),(31.999994 72.967208,28.898044 71.321303),(29.192458 71.251478,31.981714 72.735675,31.999997 72.744522),(31.999992 72.539047,31.982611 72.530536,29.467411 71.189556),(29.767931 71.124636,31.999981 72.316372),(31.999975 72.110847,31.982292 72.101981,30.057614 71.072353),(31.999778 71.887967,30.367322 71.013794),(31.999983 71.682433,30.654303 70.960831),(27.233433 71.466119,31.996947 73.992931),(27.596925 71.455872,31.995153 73.786667),(26.053883 71.497397,31.4376 74.415075),(25.423747 71.494539,30.84305 74.497672))"
"MCG1201","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7580","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2012&nav3=7580","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","MultiClient Geophysical AS","Seismisk kilde",1,4000,"2000","Kabler",1,9000,2012-03-15,2012-03-21,2012-06-30,2012-06-29,6392,5847,6392,5847,"MULTILINESTRING((21.466011 74.054289,21.938839 73.945111),(21.263731 74.053769,22.037439 73.875039),(21.061461 74.053061,22.1352 73.804939),(20.989261 74.022989,22.182811 73.746561),(20.932639 73.98945,22.185611 73.698811),(20.84 73.96405,22.188389 73.651061),(20.747639 73.938611,22.191169 73.603319),(20.7114 73.923669,22.169531 73.584981),(20.655561 73.913131,22.193919 73.555569),(20.629469 73.895931,22.09965 73.554739),(20.563769 73.887611,22.196661 73.507819),(20.547819 73.868161,22.019789 73.526931),(20.471539 73.862211,22.199381 73.460069),(20.46645 73.840361,21.9402 73.499081),(20.352789 73.842739,22.2021 73.412319),(20.385339 73.812531,21.860881 73.471211),(20.234319 73.823211,22.2048 73.364581),(20.304511 73.784669,21.781811 73.443311),(20.116119 73.803611,22.204139 73.317639),(20.223939 73.756781,21.676169 73.421781),(19.972689 73.789569,22.123711 73.290239),(20.14365 73.72885,21.492069 73.418931),(19.825711 73.776269,22.043539 73.2628),(20.063619 73.7009,21.308039 73.415911),(19.678961 73.762869,22.093881 73.203481),(19.983861 73.672919,21.124069 73.412731,21.368931 73.348461,21.392619 73.342619),(19.53245 73.749369,22.096781 73.155761),(19.372519 73.738731,22.099631 73.108031),(19.502761 73.66505,22.096619 73.06175),(19.425639 73.636519,20.8413 73.316861,20.889689 73.30555,20.91385 73.299881),(19.348781 73.607969,20.665789 73.311581,20.714319 73.300319,20.738539 73.294681),(19.272189 73.579389,20.490389 73.30615,20.539061 73.294939,20.563331 73.289319),(19.195839 73.550781,20.315081 73.300569,20.363889 73.289419,20.3882 73.283819),(19.119761 73.522139,20.139919 73.29485,20.188861 73.28375,20.213219 73.278169),(19.193619 73.530419,19.232161 73.544619,19.269931 73.559,19.88635 73.781781),(19.352131 73.529981,19.371461 73.537081,19.40925 73.55145,20.107739 73.802219),(19.438489 73.503111,19.457831 73.510189,19.495669 73.524539,20.419461 73.853689),(19.441669 73.44585,19.460939 73.452931,19.49885 73.467239,21.172811 74.053469),(19.502219 73.409669,19.521469 73.41675,19.559431 73.431031,21.343431 74.053989),(19.599939 73.3872,19.619211 73.394261,19.657211 73.408519,21.514069 74.054381),(19.6974 73.364689,19.716689 73.37175,19.75475 73.385981,21.684719 74.054639),(19.711211 73.312181,19.730439 73.319239,19.7695 73.333231,21.805889 74.038581),(19.80935 73.290069,19.8286 73.297119,19.867711 73.311089,21.860069 74.000619),(19.907239 73.267919,19.9265 73.274961,19.965669 73.2889,21.914011 73.96265),(20.082011 73.273831,20.10135 73.280861,20.140689 73.294761,21.967689 73.924669),(20.256939 73.2796,20.276361 73.2866,20.315881 73.300469,22.021131 73.886669),(20.431981 73.2852,20.451481 73.2922,20.491169 73.306019,22.074331 73.848669),(20.607111 73.290669,20.626681 73.29765,20.66655 73.311431,22.127281 73.810639),(20.782339 73.296,20.801989 73.30295,20.84205 73.3167,22.179989 73.772611),(20.957681 73.301161,20.977411 73.3081,21.01765 73.3218,22.184439 73.71875),(21.054139 73.278469,21.073881 73.2854,21.114181 73.299081,22.187611 73.664481),(21.53655 73.377769,21.5566 73.384661,21.737981 73.458189,22.190769 73.610211),(21.246219 73.232969,21.265989 73.239881,21.306439 73.253489,22.1939 73.555939),(21.341889 73.21015,21.361661 73.217061,21.402181 73.230639,22.197011 73.501669),(21.803861 73.309761,21.823939 73.316619,21.918411 73.352381,22.200111 73.4474),(21.532489 73.164381,21.552289 73.171269,21.59295 73.1848,22.203181 73.393131),(16.9249 73.1081,16.899761 73.113289,18.622669 72.742811),(15.492439 73.328989,18.5109 72.699669),(22.112631 72.477069,22.757019 72.7019),(21.932469 72.468419,22.730439 72.747531),(21.784969 72.471269,22.639281 72.771081),(21.716989 72.502669,22.547739 72.794539),(21.625661 72.525739,22.45595 72.817961),(21.5341 72.54875,22.423231 72.861761),(21.442311 72.571731,22.414161 72.913719),(21.350281 72.594669,22.258181 72.915269),(21.258011 72.617561,22.326281 72.993869),(21.165511 72.640411,22.274319 73.031289),(22.114611 73.031819,20.827569 72.5734),(22.092539 73.079661,20.734619 72.596),(22.088561 73.133711,20.641419 72.61855,20.470711 72.555061,20.3411 72.516669,20.152231 72.460281,20.047039 72.428639,19.953231 72.400219,19.848861 72.368439),(22.094561 73.191189,20.548 72.641069),(22.098561 73.247981,20.454339 72.663531),(22.207769 73.340281,20.360439 72.685961),(20.057539 72.787919,20.820061 72.605939,20.990789 72.553489,21.074 72.527769),(20.988731 72.611089,20.122189 72.818511),(21.064719 72.638839,20.187069 72.849089),(21.913139 72.473961,20.16875 72.899169),(22.088239 72.476311,20.222681 72.932369),(22.276939 72.475011,20.328619 72.95345),(22.470131 72.472369,20.351161 72.994069),(22.654269 72.471889,20.377839 73.033739),(22.7663 72.4901,20.464481 73.059439),(22.7718 72.536139,20.4005 73.120319),(22.766019 72.585119,20.401211 73.166089),(22.785131 72.627639,20.401731 73.211911),(20.501831 73.234681,22.672419 72.7042,22.930939 72.623631,23.013589 72.59765),(22.730239 72.73675,20.589361 73.260389),(22.168189 72.926531,20.628681 73.297331),(22.246619 72.954019,20.680289 73.331431),(22.04085 73.052219,20.91205 73.323611),(24.291439 73.056331,24.384061 73.534,24.758269 74.116869))"
"DA1201","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7614","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2012&nav3=7614","Ferdig",Nei,"Ordinær seismisk undersøkelse","2D","Dana Petroleum Norway AS","Seismisk kilde",1,160 cu in3,"2000 psi","Kabler",1,1200,2012-04-22,2012-05-23,2012-07-01,2012-06-28,3000,3469,5000,3485,"MULTILINESTRING((3.187203 62.299364,3.761058 62.334322),(3.190306 62.288689,3.763961 62.323636),(3.193408 62.278017,3.766864 62.312953),(3.196508 62.267342,3.769764 62.302267),(3.199606 62.256669,3.772664 62.291581),(3.202703 62.245994,3.775558 62.280894),(3.205794 62.235319,3.778453 62.270208),(3.208886 62.224647,3.781344 62.259522),(3.211978 62.213972,3.784236 62.248836),(3.215064 62.203297,3.787125 62.23815),(3.218147 62.192625,3.790011 62.227464),(3.221231 62.18195,3.792894 62.216778),(3.224311 62.171275,3.795778 62.206089),(3.227389 62.1606,3.798656 62.195403),(3.230467 62.149925,3.801536 62.184717),(3.233542 62.13925,3.804411 62.174031),(3.236611 62.128575,3.807286 62.163344),(3.239683 62.117903,3.810158 62.152656),(3.24275 62.107228,3.813028 62.141969),(3.245817 62.096553,3.815894 62.131283),(3.248878 62.085878,3.818761 62.120594),(3.251939 62.0752,3.821625 62.109908),(3.255 62.064525,3.824489 62.099222),(3.179431 62.326047,3.753789 62.361036),(3.158522 62.313856,3.756689 62.35035),(3.137961 62.301683,3.759611 62.339667),(3.117419 62.289508,3.762514 62.328981),(3.096892 62.277331,3.765414 62.318294),(3.076381 62.26515,3.768311 62.307608),(3.055886 62.252964,3.771208 62.296922),(3.035408 62.240778,3.774119 62.286239),(3.014947 62.228586,3.777011 62.27555),(2.994503 62.216392,3.779903 62.264864),(2.974075 62.204197,3.782789 62.254178),(2.953664 62.191997,3.785675 62.243492),(2.933269 62.179794,3.788558 62.232806),(2.915297 62.167747,3.791453 62.222119),(2.918483 62.157078,3.794336 62.211433),(2.921669 62.146411,3.797217 62.200747),(2.92485 62.135742,3.800097 62.190061),(2.928031 62.125075,3.802972 62.179375),(2.931208 62.114408,3.805847 62.168686),(2.934386 62.103739,3.808722 62.158),(2.937558 62.093072,3.811592 62.147314),(2.940731 62.082403,3.814461 62.136625),(2.963456 62.073011,3.817325 62.125939),(2.987419 62.063697,3.820186 62.115253),(3.011367 62.054378,3.823067 62.104567),(3.0353 62.045056,3.825922 62.093878),(3.059219 62.035728,3.828778 62.083192),(3.083122 62.026397,3.831633 62.072503),(3.107011 62.017061,3.834483 62.061817),(3.130886 62.007722,3.837353 62.051128),(3.154747 61.998381,3.8402 62.040442),(3.178592 61.989031,3.843044 62.029753),(3.202236 61.979667,3.845892 62.019064),(3.205303 61.968994,3.848736 62.008378),(3.208367 61.958319,3.851581 61.997689),(3.211431 61.947644,3.854422 61.987003),(3.214492 61.936969,3.857261 61.976314),(3.21755 61.926294,3.860097 61.965625),(3.753789 62.361036,3.860097 61.965625),(3.715456 62.358778,3.822256 61.963394),(3.677131 62.356508,3.784419 61.961153),(3.638811 62.354228,3.746589 61.958903),(3.600497 62.351939,3.708764 61.956642),(3.562189 62.349636,3.670944 61.954369),(3.523886 62.347325,3.633131 61.952086),(3.485589 62.345003,3.595322 61.949794),(3.447297 62.342669,3.557519 61.947492),(3.409014 62.340328,3.519722 61.945178),(3.370736 62.337972,3.481931 61.942853),(3.332461 62.335608,3.444144 61.940519),(3.294194 62.333233,3.406364 61.938175),(3.255933 62.330847,3.389825 61.860181),(3.217681 62.328453,3.35215 61.857822),(3.179431 62.326047,3.314478 61.855453),(3.146183 62.306553,3.2553 61.928692),(3.113025 62.286903,3.21755 61.926297),(3.079908 62.267244,3.159067 61.995814),(3.046836 62.247578,3.115308 62.013814),(3.013806 62.227906,3.071783 62.030822),(2.980817 62.208222,3.028211 62.047814),(2.947872 62.188533,2.984592 62.064794),(2.914981 62.168808,2.941017 62.081436),(3.409114 61.858931,3.550447 62.348925),(3.3079 61.897811,3.449206 61.869744))"
"PPT12",NULL,NULL,"Avlyst",Ja,"Ordinær seismisk undersøkelse","2D","TGS Nopec Geophysical Company  ASA","Seismisk kilde",2,3460 cui,"2000 psi","Kabler",10,6000,2012-05-02,9999-12-31,2012-05-09,9999-12-31,5000,NULL,250,NULL,"MULTILINESTRING((25.640833 71.694722,18.801078 70.712494))"
