wlbWellboreName,wlbDrillingOperator,wlbProductionLicence,wlbWellType,wlbPurposePlanned,wlbContent,wlbEntryDate,wlbCompletionDate,wlbField,wlbMainArea,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNpdidWellbore,dateSyncNPD
16/1-16,Wintershall Norge ASA,457,EXPLORATION,APPRAISAL,OIL,2012-10-23,2012-12-06,NULL,NORTH SEA,ED50,58,54,47.77,N,2,15,54.65,E,58.913269,2.265181,6530777.39,457675.24,31,6823,2013-05-08
16/1-16 A,Wintershall Norge AS,457,EXPLORATION,APPRAISAL,OIL,2012-12-07,2013-01-01,NULL,NORTH SEA,ED50,58,54,47.77,N,2,15,54.65,E,58.913269,2.265181,6530777.39,457675.24,31,7095,2013-05-08
16/1-17,Lundin Norway AS,338,EXPLORATION,WILDCAT,DRY,2013-02-11,2013-03-20,NULL,NORTH SEA,ED50,58,50,17.95,N,2,19,23.32,E,58.838319,2.323144,6522396.52,460929.42,31,7113,2013-05-08
16/1-U-1,Lundin Norway AS,338,SHALLOW,NULL,NULL,2011-06-10,2011-06-10,NULL,NORTH SEA,ED50,58,50,33.39,N,2,14,56.77,E,58.842608,2.249103,6522919.65,456660.93,31,6669,2013-05-08
16/1-U-2,Lundin Norway AS,338,SHALLOW,NULL,NULL,2011-06-10,2011-06-10,NULL,NORTH SEA,ED50,58,50,34.36,N,2,14,53.26,E,58.842878,2.248128,6522950.29,456604.99,31,6670,2013-05-08
16/1-U-3,Lundin Norway AS,338,SHALLOW,NULL,NULL,2011-06-10,2011-06-10,NULL,NORTH SEA,ED50,58,50,32.32,N,2,14,53.26,E,58.842311,2.248128,6522887.19,456604.28,31,6671,2013-05-08
16/1-U-4,Lundin Norway AS,338,SHALLOW,NULL,NULL,2011-06-10,2011-06-10,NULL,NORTH SEA,ED50,58,50,36.12,N,2,14,54.89,E,58.843367,2.248581,6523004.43,456631.73,31,6672,2013-05-08
16/1-U-5,Lundin Norway AS,338,SHALLOW,NULL,NULL,2011-06-10,2011-06-10,NULL,NORTH SEA,ED50,58,50,35.01,N,2,14,58.77,E,58.843058,2.249658,6522969.40,456693.55,31,6673,2013-05-08
16/1-U-6,Lundin Norway AS,338,SHALLOW,NULL,NULL,2010-09-24,2010-09-24,NULL,NORTH SEA,ED50,58,53,9.32,N,2,12,11.5,E,58.885922,2.203194,6527773.19,454068.75,31,6674,2013-05-08
16/1-U-7,Det norske oljeselskap ASA,001 B,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,58,55,20.17,N,2,11,53.25,E,58.922269,2.198125,6531823.89,453825.04,31,6788,2013-05-08
16/2-1,Esso Exploration and Production Norway A/S,001,EXPLORATION,WILDCAT,OIL SHOWS,1967-07-11,1967-08-09,NULL,NORTH SEA,ED50,58,53,35.19,N,2,21,25.77,E,58.893108,2.357158,6528477.90,462951.38,31,144,2013-05-08
16/2-2,Statoil ASA (old),265,EXPLORATION,WILDCAT,DRY,2001-09-17,2001-10-04,NULL,NORTH SEA,ED50,58,58,7.79,N,2,30,7.79,E,58.968831,2.502164,6536838.50,471371.06,31,4408,2013-05-08
16/2-3,Statoil ASA (old),265,EXPLORATION,WILDCAT,OIL/GAS,2007-08-01,2007-09-28,NULL,NORTH SEA,ED50,58,53,0.3,N,2,22,24.3,E,58.883417,2.373417,6527389.84,463878.26,31,5551,2013-05-08
16/2-4,StatoilHydro ASA,265,EXPLORATION,APPRAISAL,OIL/GAS,2007-10-08,2007-12-15,NULL,NORTH SEA,ED50,58,52,21.5,N,2,23,24.7,E,58.872639,2.390194,6526180.80,464834.53,31,5625,2013-05-08
16/2-5,StatoilHydro ASA,265,EXPLORATION,WILDCAT,OIL/GAS,2009-02-22,2009-05-13,NULL,NORTH SEA,ED50,58,48,50.91,N,2,22,11.02,E,58.814142,2.369728,6519678.10,463592.99,31,6042,2013-05-08
16/2-6,Lundin Norway AS,501,EXPLORATION,WILDCAT,OIL,2010-07-20,2010-09-20,NULL,NORTH SEA,ED50,58,49,25.26,N,2,36,54.76,E,58.823683,2.615211,6520633.12,477779.05,31,6374,2013-05-08
16/2-7,Lundin Norway AS,501,EXPLORATION,WILDCAT,OIL,2011-07-19,2011-09-01,NULL,NORTH SEA,ED50,58,46,47.77,N,2,39,16.28,E,58.779936,2.654522,6515749.45,480024.06,31,6561,2013-05-08
16/2-7 A,Lundin Norway AS,501,EXPLORATION,APPRAISAL,OIL,2011-09-02,2011-09-29,NULL,NORTH SEA,ED50,58,46,47.77,N,2,39,16.28,E,58.779936,2.654522,6515749.45,480024.06,31,6711,2013-05-08
16/2-8,Statoil Petroleum AS,265,EXPLORATION,WILDCAT,OIL,2011-07-18,2011-08-19,NULL,NORTH SEA,ED50,58,48,57,N,2,32,30.6,E,58.815833,2.541833,6519785.69,473535.66,31,6562,2013-05-08
16/2-9 S,Statoil Petroleum AS,265,EXPLORATION,WILDCAT,OIL,2011-08-22,2011-09-24,NULL,NORTH SEA,ED50,58,54,46.39,N,2,26,22.8,E,58.912886,2.439667,6530637.43,467724.91,31,6615,2013-05-08
16/2-10,Statoil Petroleum AS,265,EXPLORATION,APPRAISAL,OIL,2011-09-28,2011-10-28,NULL,NORTH SEA,ED50,58,51,16.1,N,2,32,37.45,E,58.854472,2.543736,6524087.40,473674.88,31,6715,2013-05-08
16/2-11,Lundin Norway AS,501,EXPLORATION,APPRAISAL,OIL,2012-02-05,2012-03-29,NULL,NORTH SEA,ED50,58,48,13.06,N,2,34,19.92,E,58.803628,2.572200,6518414.99,475280.98,31,6742,2013-05-08
16/2-11 A,Lundin Norway AS,501,EXPLORATION,APPRAISAL,OIL,2012-04-01,2012-05-05,NULL,NORTH SEA,ED50,58,48,13.06,N,2,34,19.92,E,58.803628,2.572200,6518414.99,475280.98,31,6849,2013-05-08
16/2-12,Statoil Petroleum AS,265,EXPLORATION,WILDCAT,OIL,2012-07-25,2012-09-07,NULL,NORTH SEA,ED50,58,53,4.25,N,2,29,18.06,E,58.884514,2.488350,6527455.67,470504.87,31,6952,2013-05-08
16/2-13 A,Lundin Norway AS,501,EXPLORATION,APPRAISAL,OIL,2012-08-30,2012-10-01,NULL,NORTH SEA,ED50,58,49,58.48,N,2,39,10.34,E,58.832911,2.652872,6521648.76,479959.23,31,7028,2013-05-08
16/2-13 S,Lundin Norway AS,501,EXPLORATION,APPRAISAL,OIL,2012-07-25,2012-08-29,NULL,NORTH SEA,ED50,58,49,58.48,N,2,39,10.34,E,58.832911,2.652872,6521648.76,479959.23,31,6888,2013-05-08
16/2-14,Statoil Petroleum AS,265,EXPLORATION,APPRAISAL,OIL,2012-09-14,2012-11-19,NULL,NORTH SEA,ED50,58,50,25.97,N,2,31,2.14,E,58.840547,2.517261,6522547.56,472136.18,31,6898,2013-05-08
16/2-15,Statoil Petroleum AS,265,EXPLORATION,APPRAISAL,OIL,2012-11-21,2013-01-10,NULL,NORTH SEA,ED50,58,47,0.09,N,2,33,34.49,E,58.783358,2.559581,6516162.71,474536.97,31,6979,2013-05-08
16/2-16,Lundin Norway AS,501,EXPLORATION,APPRAISAL,OIL,2012-11-11,2012-12-12,NULL,NORTH SEA,ED50,58,51,1.14,N,2,35,50.55,E,58.850317,2.597375,6523604.82,476766.88,31,7047,2013-05-08
16/2-16 A,Lundin Norway AS,501,EXPLORATION,APPRAISAL,OIL,2012-12-13,2013-02-07,NULL,NORTH SEA,ED50,58,51,1.14,N,2,35,50.55,E,58.850317,2.597375,6523604.82,476766.88,31,7107,2013-05-08
16/2-17 A,Statoil Petroleum AS,265,EXPLORATION,APPRAISAL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,58,48,15.92,N,2,31,46.03,E,58.804422,2.529453,6518520.01,472811.62,31,7140,2013-05-08
16/2-17 B,Statoil Petroleum AS,265,EXPLORATION,APPRAISAL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,58,48,15.92,N,2,31,46.03,E,58.804422,2.529453,6518520.01,472811.62,31,7175,2013-05-08
16/2-17 S,Statoil Petroleum AS,265,EXPLORATION,APPRAISAL,NULL,2013-03-25,9999-12-31,NULL,NORTH SEA,ED50,58,48,15.92,N,2,31,46.03,E,58.804422,2.529453,6518520.01,472811.62,31,7085,2013-05-08
16/2-20,Lundin Norway AS,501,EXPLORATION,WILDCAT,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,58,56,25.8,N,2,25,34.09,E,58.940500,2.426136,6533718.88,466971.95,31,7181,2013-05-08
16/2-21,Lundin Norway AS,501,EXPLORATION,APPRAISAL,NULL,2013-05-05,9999-12-31,NULL,NORTH SEA,ED50,58,46,40.81,N,2,36,38.77,E,58.778003,2.610769,6515548.04,477492.99,31,7169,2013-05-08
16/2-U-1,Statoil ASA (old),265,SHALLOW,NULL,NULL,2006-09-17,2006-09-18,NULL,NORTH SEA,ED50,58,52,58.42,N,2,22,27.03,E,58.882894,2.374175,6527331.28,463921.44,31,5460,2013-05-08
16/2-U-2,Statoil ASA (old),265,SHALLOW,NULL,NULL,2006-09-18,2006-09-19,NULL,NORTH SEA,ED50,58,52,19.39,N,2,23,27.49,E,58.872053,2.390969,6526115.13,464878.63,31,5461,2013-05-08
16/2-U-3,StatoilHydro ASA,265,SHALLOW,NULL,NULL,2008-09-26,2008-09-26,NULL,NORTH SEA,ED50,58,48,48.92,N,2,22,14.3,E,58.813589,2.370639,6519616.06,463645.04,31,5998,2013-05-08
16/2-U-4,StatoilHydro ASA,265,SHALLOW,NULL,NULL,2008-09-27,2008-09-27,NULL,NORTH SEA,ED50,58,48,49.56,N,2,22,10.53,E,58.813767,2.369592,6519636.42,463584.73,31,5999,2013-05-08
16/2-U-5,StatoilHydro ASA,265,SHALLOW,NULL,NULL,2008-09-27,2008-09-27,NULL,NORTH SEA,ED50,58,48,50.88,N,2,22,13.57,E,58.814133,2.370436,6519676.79,463633.89,31,6001,2013-05-08
16/2-U-6,Statoil Petroleum AS,265,SHALLOW,NULL,NULL,2011-09-26,2011-09-27,NULL,NORTH SEA,ED50,58,51,16.1,N,2,32,36.2,E,58.854472,2.543389,6524087.54,473654.85,31,6716,2013-05-08
16/2-U-13,Lundin Norway AS,501,SHALLOW,NULL,NULL,2012-07-23,2012-07-24,NULL,NORTH SEA,ED50,58,49,59.5,N,2,39,12.25,E,58.833194,2.653403,6521680.15,479990.03,31,7013,2013-05-08
16/2-U-14,Statoil Petroleum AS,265,SHALLOW,NULL,NULL,2012-09-10,2012-09-12,NULL,NORTH SEA,ED50,58,50,25,N,2,31,2.22,E,58.840278,2.517283,6522517.55,472137.25,31,6993,2013-05-08
16/2-U-17,Statoil Petroleum AS,265,SHALLOW,NULL,NULL,2013-03-22,2013-03-24,NULL,NORTH SEA,ED50,58,48,16,N,2,31,47.3,E,58.804444,2.529806,6518522.35,472832.02,31,7144,2013-05-08
16/3-1,Norsk Hydro Produksjon AS,007,EXPLORATION,WILDCAT,DRY,1976-01-31,1976-02-10,NULL,NORTH SEA,ED50,58,47,12.88,N,2,47,32.25,E,58.786911,2.792292,6516493.24,487992.44,31,451,2013-05-08
16/3-2,Norsk Hydro Produksjon AS,007,EXPLORATION,WILDCAT,DRY,1976-02-11,1976-03-08,NULL,NORTH SEA,ED50,58,47,12.8,N,2,47,34.7,E,58.786889,2.792972,6516490.64,488031.78,31,334,2013-05-08
16/3-3,Esso Exploration and Production Norway A/S,149,EXPLORATION,WILDCAT,DRY,1989-07-24,1989-08-06,NULL,NORTH SEA,ED50,58,49,44.79,N,2,58,21.84,E,58.829108,2.972733,6521173.68,498425.63,31,1415,2013-05-08
16/3-4,Lundin Norway AS,501,EXPLORATION,WILDCAT,OIL,2011-05-16,2011-06-28,NULL,NORTH SEA,ED50,58,48,11.36,N,2,43,8.3,E,58.803156,2.718972,6518317.53,483761.47,31,6553,2013-05-08
16/3-4 A,Lundin Norway AS,501,EXPLORATION,WILDCAT,OIL,2011-06-28,2011-07-18,NULL,NORTH SEA,ED50,58,48,14.5,N,2,43,8.5,E,58.804028,2.719028,6518414.64,483765.09,31,6629,2013-05-08
16/3-5,Lundin Norway AS,501,EXPLORATION,APPRAISAL,OIL,2013-01-04,2013-03-09,NULL,NORTH SEA,ED50,58,46,31.59,N,2,42,18.59,E,58.775442,2.705164,6515235.00,482950.01,31,7046,2013-05-08
16/3-6,Lundin Norway AS,501,EXPLORATION,APPRAISAL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,58,49,7.86,N,2,42,11.4,E,58.818850,2.703167,6520069.07,482855.93,31,7182,2013-05-08
16/4-1,Norsk Hydro Produksjon AS,087,EXPLORATION,WILDCAT,DRY,1984-09-08,1984-11-18,NULL,NORTH SEA,ED50,58,38,18.33,N,2,8,17.03,E,58.638425,2.138064,6500262.06,449959.99,31,229,2013-05-08
16/4-2,Norsk Hydro Produksjon AS,087,EXPLORATION,WILDCAT,DRY,1990-06-29,1990-07-29,NULL,NORTH SEA,ED50,58,35,47.03,N,2,1,48.03,E,58.596397,2.030008,6495668.28,443619.41,31,1560,2013-05-08
16/4-3,BP Amoco Norge AS,243,EXPLORATION,WILDCAT,OIL SHOWS,2000-12-05,2000-12-24,NULL,NORTH SEA,ED50,58,42,18.51,N,2,3,51.45,E,58.705142,2.064292,6507747.85,445780.92,31,4194,2013-05-08
16/4-4,Statoil ASA (old),339,EXPLORATION,WILDCAT,GAS/CONDENSATE,2006-12-28,2007-03-23,NULL,NORTH SEA,ED50,58,31,48,N,2,8,59.8,E,58.530000,2.149944,6488180.96,450496.83,31,5441,2013-05-08
16/4-5,Lundin Norway AS,359,EXPLORATION,WILDCAT,OIL SHOWS,2010-02-04,2010-03-07,NULL,NORTH SEA,ED50,58,43,44.13,N,2,17,32.29,E,58.728925,2.292303,6510234.13,459020.49,31,6216,2013-05-08
16/4-6 S,Lundin Norway AS,359,EXPLORATION,WILDCAT,OIL,2013-03-11,2013-05-04,NULL,NORTH SEA,ED50,58,41,33.84,N,2,13,52.02,E,58.692733,2.231117,6506243.36,455431.36,31,7098,2013-05-08
16/4-U-1,Statoil ASA (old),339,SHALLOW,NULL,NULL,2006-09-15,2006-09-16,NULL,NORTH SEA,ED50,58,31,46.15,N,2,9,2.55,E,58.529486,2.150708,6488123.18,450540.59,31,5458,2013-05-08
16/5-1,Elf Petroleum Norge AS,007,EXPLORATION,WILDCAT,DRY,1971-01-17,1971-02-08,NULL,NORTH SEA,ED50,58,38,53.66,N,2,29,39.69,E,58.648239,2.494358,6501144.01,470652.69,31,189,2013-05-08
16/5-2 S,Lundin Norway AS,501,EXPLORATION,APPRAISAL,DRY,2011-11-29,2012-02-01,NULL,NORTH SEA,ED50,58,44,43.55,N,2,37,58.2,E,58.745431,2.632833,6511913.92,478748.94,31,6720,2013-05-08
16/5-3,Statoil Petroleum AS,502,EXPLORATION,APPRAISAL,OIL,2013-02-20,2013-03-18,NULL,NORTH SEA,ED50,58,43,53.95,N,2,33,28.64,E,58.731653,2.557956,6510405.94,474405.05,31,7123,2013-05-08
16/5-U-1,Statoil Petroleum AS,502,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,58,43,53.95,N,2,33,27.19,E,58.731653,2.557553,6510406.09,474381.73,31,7130,2013-05-08
16/6-1,Elf Petroleum Norge AS,007,EXPLORATION,WILDCAT,DRY,1967-11-07,1968-01-19,NULL,NORTH SEA,ED50,58,42,6,N,2,54,44,E,58.701667,2.912222,6506985.91,494913.16,31,148,2013-05-08
16/7-1,Esso Exploration and Production Norway A/S,001,EXPLORATION,WILDCAT,DRY,1967-08-11,1967-09-24,NULL,NORTH SEA,ED50,58,20,22.38,N,2,18,49.96,E,58.339550,2.313878,6466866.76,459826.92,31,146,2013-05-08
16/7-2,Esso Exploration and Production Norway A/S,072,EXPLORATION,WILDCAT,GAS,1982-01-11,1982-03-30,NULL,NORTH SEA,ED50,58,28,26.5,N,2,2,3.12,E,58.474028,2.034200,6482040.15,443667.12,31,40,2013-05-08
16/7-3,Esso Exploration and Production Norway A/S,072,EXPLORATION,WILDCAT,DRY,1982-06-11,1982-07-27,NULL,NORTH SEA,ED50,58,24,21.96,N,2,8,8.06,E,58.406100,2.135572,6474396.59,449482.48,31,75,2013-05-08
16/7-4,Esso Exploration and Production Norway A/S,072,EXPLORATION,WILDCAT,GAS/CONDENSATE,1982-10-15,1982-12-06,SIGYN,NORTH SEA,ED50,58,17,9.75,N,2,1,30.07,E,58.286042,2.025019,6461118.04,442828.36,31,91,2013-05-08
16/7-5,Esso Exploration and Production Norway A/S,072,EXPLORATION,WILDCAT,DRY,1984-07-02,1984-08-03,NULL,NORTH SEA,ED50,58,21,6.3,N,2,4,56.16,E,58.351750,2.082267,6468386.64,446284.86,31,134,2013-05-08
16/7-6,Esso Exploration and Production Norway A/S,072,EXPLORATION,WILDCAT,DRY,1997-06-27,1997-07-24,NULL,NORTH SEA,ED50,58,15,39.23,N,2,2,36.04,E,58.260897,2.043344,6458303.16,443863.11,31,3067,2013-05-08
16/7-7 S,Esso Exploration and Production Norway A/S,072,EXPLORATION,WILDCAT,OIL,1997-10-20,1997-12-29,SIGYN,NORTH SEA,ED50,58,17,6.53,N,2,3,51.01,E,58.285147,2.064169,6460985.89,445122.59,31,3244,2013-05-08
16/7-8 S,Esso Exploration and Production Norway A/S,072 B,EXPLORATION,WILDCAT,DRY,2002-12-17,2003-01-19,NULL,NORTH SEA,ED50,58,20,22.06,N,2,0,35.15,E,58.339461,2.009764,6467078.59,442021.30,31,4612,2013-05-08
16/7-9,Lundin Norway AS,409,EXPLORATION,WILDCAT,DRY,2010-12-05,2011-01-03,NULL,NORTH SEA,ED50,58,15,17.49,N,2,17,25.01,E,58.254858,2.290281,6457451.59,458345.93,31,6382,2013-05-08
16/7-10,Statoil Petroleum AS,569,EXPLORATION,WILDCAT,GAS/CONDENSATE,2011-07-06,2011-09-14,NULL,NORTH SEA,ED50,58,29,56.56,N,2,1,31.42,E,58.499044,2.025394,6484832.90,443193.93,31,6607,2013-05-08
16/7-A-1 H,Esso Exploration and Production Norway A/S,072,DEVELOPMENT,PRODUCTION,GAS,2001-12-07,2002-04-15,SIGYN,NORTH SEA,ED50,58,17,5.7,N,2,2,37.27,E,58.284917,2.043686,6460977.10,443921.12,31,4449,2013-05-08
16/7-A-2 H,Esso Exploration and Production Norway A/S,072,DEVELOPMENT,PRODUCTION,GAS,2002-01-20,2002-03-14,SIGYN,NORTH SEA,ED50,58,17,5.97,N,2,2,37.54,E,58.284992,2.043761,6460985.38,443925.64,31,4461,2013-05-08
16/7-A-3 H,Esso Exploration and Production Norway A/S,072,DEVELOPMENT,PRODUCTION,OIL,2002-01-04,2002-03-28,SIGYN,NORTH SEA,ED50,58,17,5.91,N,2,2,37.74,E,58.284975,2.043817,6460983.48,443928.87,31,4460,2013-05-08
16/7-U-1,Statoil Petroleum AS,569,SHALLOW,NULL,NULL,2011-07-07,2011-07-09,SIGYN,NORTH SEA,ED50,58,29,56.75,N,2,1,32.27,E,58.499097,2.025631,6484838.57,443207.78,31,6605,2013-05-08
16/8-1,Conoco Norway Inc.,020,EXPLORATION,WILDCAT,DRY,1976-09-25,1976-10-29,NULL,NORTH SEA,ED50,58,27,24.8,N,2,25,56.8,E,58.456889,2.432444,6479866.89,466879.22,31,335,2013-05-08
16/8-2,BP Norway Limited  U.A.,020,EXPLORATION,WILDCAT,DRY,1980-04-03,1980-08-13,NULL,NORTH SEA,ED50,58,20,59.81,N,2,24,59.58,E,58.349947,2.416550,6467967.71,465848.41,31,234,2013-05-08
16/8-3 S,Statoil Petroleum AS,360,EXPLORATION,WILDCAT,DRY,2013-03-11,2013-04-30,NULL,NORTH SEA,ED50,58,17,43.4,N,2,34,54.5,E,58.295389,2.581806,6461821.09,475483.63,31,7115,2013-05-08
16/9-1,Esso Exploration and Production Norway A/S,002,EXPLORATION,WILDCAT,DRY,1968-05-08,1968-07-12,NULL,NORTH SEA,ED50,58,22,41.48,N,2,48,16.99,E,58.378189,2.804719,6470980.80,488578.52,31,151,2013-05-08
16/10-1,Norsk Agip  AS,101,EXPLORATION,WILDCAT,DRY,1986-05-25,1986-07-14,NULL,NORTH SEA,ED50,58,3,23.68,N,2,3,14.05,E,58.056578,2.053903,6435546.75,444163.52,31,901,2013-05-08
16/10-2,Norsk Agip  AS,101,EXPLORATION,WILDCAT,DRY,1991-06-20,1991-08-01,NULL,NORTH SEA,ED50,58,8,26.58,N,2,2,14.91,E,58.140717,2.037475,6444927.85,443327.64,31,1767,2013-05-08
16/10-3,Norsk Agip  AS,101,EXPLORATION,WILDCAT,DRY,1996-10-22,1996-12-01,NULL,NORTH SEA,ED50,58,13,18.54,N,2,19,34.3,E,58.221817,2.326194,6453751.14,460416.92,31,2703,2013-05-08
16/10-4,Norsk Agip  AS,101,EXPLORATION,WILDCAT,DRY,1998-07-11,1998-08-10,NULL,NORTH SEA,ED50,58,4,59.56,N,2,11,57.2,E,58.083211,2.199222,6438401.00,452774.85,31,3531,2013-05-08
16/10-5,Talisman Energy Norge AS,568,EXPLORATION,WILDCAT,DRY,2012-10-02,2012-11-27,NULL,NORTH SEA,ED50,58,0,1.37,N,2,7,59.99,E,58.000381,2.133331,6429227.24,448770.71,31,7021,2013-05-08
16/10-U-1,Talisman Energy Norge AS,568,SHALLOW,NULL,NULL,2012-03-27,2012-03-27,NULL,NORTH SEA,ED50,58,0,0.11,N,2,8,0.65,E,58.000031,2.133514,6429188.13,448781.05,31,6815,2013-05-08
16/10-U-2,Talisman Energy Norge AS,568,SHALLOW,NULL,NULL,2012-03-27,2012-03-27,NULL,NORTH SEA,ED50,58,0,1.46,N,2,7,57.53,E,58.000406,2.132647,6429230.54,448730.36,31,6816,2013-05-08
16/10-U-3,Talisman Energy Norge AS,568,SHALLOW,NULL,NULL,2012-05-04,2012-05-04,NULL,NORTH SEA,ED50,58,0,5.16,N,2,7,54.85,E,58.001433,2.131903,6429345.53,448687.83,31,6896,2013-05-08
16/10-U-4,Talisman Energy Norge AS,568,SHALLOW,NULL,NULL,2012-05-04,2012-05-04,NULL,NORTH SEA,ED50,58,0,3.4,N,2,7,52.61,E,58.000944,2.131281,6429291.57,448650.35,31,6897,2013-05-08
16/11-1 S,Phillips Petroleum Company Norway,016,EXPLORATION,WILDCAT,DRY,1967-07-14,1967-10-31,NULL,NORTH SEA,ED50,58,4,4,N,2,34,8,E,58.067778,2.568889,6436483.75,474564.38,31,112,2013-05-08
16/11-2,Phillips Petroleum Company Norway,016,EXPLORATION,WILDCAT,DRY,1973-06-16,1973-07-23,NULL,NORTH SEA,ED50,58,11,7.2,N,2,28,9.2,E,58.185333,2.469222,6449614.03,468787.06,31,336,2013-05-08
16/11-U-1,Den norske stats oljeselskap a.s,NULL,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,58,11,23.61,N,2,28,31.38,E,58.189892,2.475383,6450118.71,469153.32,31,1893,2013-05-08
16/11-U-2,Den norske stats oljeselskap a.s,NULL,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,58,11,23.61,N,2,28,31.38,E,58.189892,2.475383,6450118.71,469153.32,31,1894,2013-05-08
17/3-1,Elf Petroleum Norge AS,188,EXPLORATION,WILDCAT,GAS,1995-06-29,1995-08-20,NULL,NORTH SEA,ED50,58,55,2.5,N,3,48,21.33,E,58.917361,3.805925,6531280.15,546414.75,31,2576,2013-05-08
17/4-1,Elf Petroleum Norge AS,007,EXPLORATION,WILDCAT,DRY,1968-06-17,1968-08-26,NULL,NORTH SEA,ED50,58,35,54,N,3,16,5,E,58.598333,3.268056,6495507.61,515580.13,31,153,2013-05-08
17/6-1,Norwegian Energy Company ASA,545,EXPLORATION,WILDCAT,OIL,2011-01-05,2011-02-07,NULL,NORTH SEA,ED50,58,44,15.46,N,3,55,34.93,E,58.737628,3.926369,6511357.46,553627.98,31,6501,2013-05-08
17/9-1,Esso Exploration and Production Norway A/S,002,EXPLORATION,WILDCAT,DRY,1973-09-16,1973-10-23,NULL,NORTH SEA,ED50,58,28,27.26,N,3,50,16.18,E,58.474239,3.837828,6481963.51,548868.52,31,337,2013-05-08
17/9-1 R,Esso Exploration and Production Norway A/S,002,EXPLORATION,WILDCAT,DRY,1974-05-18,1974-06-11,NULL,NORTH SEA,ED50,58,28,27.26,N,3,50,16.18,E,58.474239,3.837828,6481963.51,548868.52,31,515,2013-05-08
17/10-1,A/S Norske Shell,010,EXPLORATION,WILDCAT,DRY,1968-12-30,1969-03-24,NULL,NORTH SEA,ED50,58,1,54,N,3,9,58,E,58.031667,3.166111,6432394.04,509810.51,31,161,2013-05-08
17/11-1,A/S Norske Shell,010,EXPLORATION,WILDCAT,DRY,1968-05-24,1968-06-30,NULL,NORTH SEA,ED50,58,12,36,N,3,20,34.9,E,58.210000,3.343028,6452288.88,520158.20,31,906,2013-05-08
17/11-2,A/S Norske Shell,010,EXPLORATION,WILDCAT,DRY,1976-04-12,1976-05-17,NULL,NORTH SEA,ED50,58,6,54.91,N,3,22,9.81,E,58.115253,3.369392,6441747.95,521765.26,31,338,2013-05-08
17/12-1,Phillips Petroleum Company Norway,016,EXPLORATION,WILDCAT,DRY,1971-10-27,1971-11-01,NULL,NORTH SEA,ED50,58,11,17.3,N,3,56,22.2,E,58.188139,3.939500,6450188.44,555243.17,31,339,2013-05-08
17/12-1 R,Phillips Petroleum Company Norway,016,EXPLORATION,WILDCAT,OIL,1972-03-14,1972-06-21,NULL,NORTH SEA,ED50,58,11,17.3,N,3,56,22.2,E,58.188139,3.939500,6450188.44,555243.17,31,514,2013-05-08
17/12-2,Phillips Petroleum Company Norway,016,EXPLORATION,WILDCAT,OIL,1973-08-31,1973-10-09,NULL,NORTH SEA,ED50,58,8,19.7,N,3,42,10.9,E,58.138806,3.703028,6444526.45,541396.08,31,340,2013-05-08
17/12-3,Phillips Petroleum Company Norway,016,EXPLORATION,APPRAISAL,DRY,1979-12-12,1980-02-03,NULL,NORTH SEA,ED50,58,11,32.84,N,3,51,44.06,E,58.192456,3.862239,6450608.34,550694.18,31,341,2013-05-08
17/12-4,BG Norge AS,407,EXPLORATION,APPRAISAL,OIL,2009-06-17,2009-07-10,NULL,NORTH SEA,ED50,58,10,37.58,N,3,55,11.05,E,58.177106,3.919736,6448944.03,554097.84,31,6137,2013-05-08
17/12-4 A,BG Norge AS,407,EXPLORATION,APPRAISAL,OIL,2009-07-10,2009-08-15,NULL,NORTH SEA,ED50,58,10,37.58,N,3,55,11.05,E,58.177106,3.919736,6448944.03,554097.84,31,6178,2013-05-08
17/12-4 B,BG Norge AS,407,EXPLORATION,APPRAISAL,OIL,2009-08-16,2009-08-26,NULL,NORTH SEA,ED50,58,10,37.58,N,3,55,11.05,E,58.177106,3.919736,6448944.03,554097.84,31,6211,2013-05-08
17/12-U-1,BG Norge AS,407,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,58,10,32.62,N,3,55,8.79,E,58.175728,3.919108,6448790.13,554063.01,31,5630,2013-05-08
17/12-U-2,BG Norge AS,407,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,58,10,31.55,N,3,55,7.8,E,58.175431,3.918833,6448756.82,554047.29,31,5646,2013-05-08
17/12-U-3,BG Norge AS,407,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,58,10,32.65,N,3,55,4.3,E,58.175736,3.917861,6448790.06,553989.64,31,5647,2013-05-08
