wlbName,wlbCasingType,wlbCasingDiameter,wlbCasingDepth,wlbHoleDiameter,wlbHoleDepth,wlbLotMudDencity,wlbNpdidWellbore,wlbCasingDateUpdated,dateSyncNPD
2/7-20,LINER,7,4278.0,8 1/2,4284.0,2.22,1062,2012-10-16,2013-05-08
2/7-20,OPEN HOLE,NULL,4512.0,5 7/8,4512.0,0.00,1062,2012-10-16,2013-05-08
2/7-20,CONDUCTOR,30,172.0,36,174.0,0.00,1062,2012-10-16,2013-05-08
2/7-20,SURF.COND.,20,1069.0,26,1074.0,2.03,1062,2012-10-16,2013-05-08
2/7-20,INTERM.,13 3/8,2439.0,17 1/2,2448.0,2.01,1062,2012-10-16,2013-05-08
2/7-20,INTERM.,9 5/8,3800.0,12 1/4,3819.0,2.16,1062,2012-10-16,2013-05-08
2/7-21 S,CONDUCTOR,30,171.0,36,173.0,0.00,1394,9999-12-31,2013-05-08
2/7-21 S,INTERM.,20,1056.0,26,1067.0,1.85,1394,9999-12-31,2013-05-08
2/7-21 S,INTERM.,13 3/8,2512.0,17 1/2,2523.0,2.08,1394,9999-12-31,2013-05-08
2/7-21 S,INTERM.,9 5/8,4221.0,12 1/4,4234.0,2.30,1394,9999-12-31,2013-05-08
2/7-21 S,LINER,7,4557.0,8 1/2,4563.0,2.22,1394,9999-12-31,2013-05-08
2/7-21 S,LINER,5,5039.0,5 7/8,5039.0,0.00,1394,9999-12-31,2013-05-08
2/7-22,CONDUCTOR,30,224.0,36,227.0,0.00,1495,9999-12-31,2013-05-08
2/7-22,INTERM.,20,1092.0,26,1100.0,1.95,1495,9999-12-31,2013-05-08
2/7-22,INTERM.,13 3/8,2970.0,17 1/2,2978.0,2.09,1495,9999-12-31,2013-05-08
2/7-22,INTERM.,9 5/8,4192.0,12 1/4,4200.0,2.14,1495,9999-12-31,2013-05-08
2/7-22,LINER,7,4292.0,8 1/2,4293.0,2.15,1495,9999-12-31,2013-05-08
2/7-22,LINER,4 1/2,4750.0,5 7/8,4750.0,0.00,1495,9999-12-31,2013-05-08
2/7-23 S,CONDUCTOR,30,173.0,36,174.0,0.00,1547,9999-12-31,2013-05-08
2/7-23 S,INTERM.,20,1066.0,26,1070.0,1.92,1547,9999-12-31,2013-05-08
2/7-23 S,INTERM.,13 3/8,2559.0,17 1/2,2600.0,2.02,1547,9999-12-31,2013-05-08
2/7-23 S,INTERM.,9 5/8,4224.0,12 1/4,4230.0,2.17,1547,9999-12-31,2013-05-08
2/7-23 S,LINER,6 5/8,4758.0,8 1/2,4760.0,0.00,1547,9999-12-31,2013-05-08
2/7-25 S,CONDUCTOR,30,207.0,36,210.0,0.00,1679,9999-12-31,2013-05-08
2/7-25 S,INTERM.,20,764.0,28,770.0,1.73,1679,9999-12-31,2013-05-08
2/7-25 S,INTERM.,13 3/8,2356.0,17 1/2,2360.0,1.94,1679,9999-12-31,2013-05-08
2/7-25 S,INTERM.,9 5/8,4549.0,12 1/4,4552.0,2.16,1679,9999-12-31,2013-05-08
2/7-26 S,CONDUCTOR,30,158.0,36,160.0,0.00,1756,9999-12-31,2013-05-08
2/7-26 S,INTERM.,20,571.0,26,573.0,0.00,1756,9999-12-31,2013-05-08
2/7-26 S,INTERM.,13 3/8,2130.0,17 1/2,2133.0,1.91,1756,9999-12-31,2013-05-08
2/7-26 S,INTERM.,9 5/8,4117.0,12 1/4,4120.0,2.16,1756,9999-12-31,2013-05-08
2/7-26 S,INTERM.,6 5/8,4847.0,8 1/8,4848.0,0.00,1756,9999-12-31,2013-05-08
2/7-27 S,CONDUCTOR,30,156.0,36,157.0,0.00,1878,9999-12-31,2013-05-08
2/7-27 S,INTERM.,20,570.0,26,572.0,1.92,1878,9999-12-31,2013-05-08
2/7-27 S,INTERM.,13 3/8,2139.0,17 1/2,2140.0,2.00,1878,9999-12-31,2013-05-08
2/7-27 S,INTERM.,9 7/8,4285.0,12 1/4,4286.0,1.80,1878,9999-12-31,2013-05-08
2/7-27 S,LINER,7,4797.0,8 1/2,4800.0,2.18,1878,9999-12-31,2013-05-08
2/7-29,CONDUCTOR,30,302.0,36,310.0,0.00,2124,9999-12-31,2013-05-08
2/7-29,SURF.COND.,20,1146.0,26,1155.0,0.00,2124,9999-12-31,2013-05-08
2/7-29,INTERM.,13 3/8,3124.0,17 1/2,3130.0,0.00,2124,9999-12-31,2013-05-08
2/7-29,INTERM.,9 7/8,4356.0,12 1/4,4366.0,0.00,2124,9999-12-31,2013-05-08
2/7-29,OPEN HOLE,NULL,4900.0,8 3/8,4900.0,0.00,2124,9999-12-31,2013-05-08
2/7-30,CONDUCTOR,30,209.0,36,210.0,0.00,2394,9999-12-31,2013-05-08
2/7-30,SURF.COND.,20,462.0,26,465.0,0.00,2394,9999-12-31,2013-05-08
2/7-30,INTERM.,13 3/8,1529.0,17 1/2,1530.0,0.00,2394,9999-12-31,2013-05-08
2/7-30,INTERM.,9 5/8,3136.0,12 1/4,3140.0,0.00,2394,9999-12-31,2013-05-08
2/7-30,OPEN HOLE,NULL,3477.0,8 1/2,3477.0,0.00,2394,9999-12-31,2013-05-08
2/7-31,LINER,7 3/4,4968.0,8 1/2,4968.0,2.15,3573,9999-12-31,2013-05-08
2/7-31,CONDUCTOR,30,222.5,36,225.0,0.00,3573,9999-12-31,2013-05-08
2/7-31,SURF.COND.,20,584.3,26,586.0,0.00,3573,9999-12-31,2013-05-08
2/7-31,INTERM.,13 3/8,1946.8,17 1/2,1950.0,1.67,3573,9999-12-31,2013-05-08
2/7-31,INTERM.,9 7/8,4253.8,12 1/4,4255.0,1.95,3573,9999-12-31,2013-05-08
2/7-4,CONDUCTOR,30,177.0,36,187.0,0.00,263,9999-12-31,2013-05-08
2/7-4,INTERM.,20,610.0,26,622.0,1.86,263,9999-12-31,2013-05-08
2/7-4,INTERM.,13 3/8,2093.0,17 1/2,2110.0,1.88,263,9999-12-31,2013-05-08
2/7-4,INTERM.,9 5/8,3383.0,12 1/4,3390.0,0.00,263,9999-12-31,2013-05-08
2/7-4,LINER,7,3710.0,8 1/2,3723.0,0.00,263,9999-12-31,2013-05-08
2/7-5,CONDUCTOR,30,134.0,36,136.0,0.00,264,9999-12-31,2013-05-08
2/7-5,SURF.COND.,20,480.0,26,494.0,0.00,264,9999-12-31,2013-05-08
2/7-5,INTERM.,13 3/8,1217.0,17 1/2,1217.0,0.00,264,9999-12-31,2013-05-08
2/7-5,INTERM.,9 5/8,2433.0,12 1/4,2443.0,0.00,264,9999-12-31,2013-05-08
2/7-5,INTERM.,7,3349.0,8 1/2,3353.0,0.00,264,9999-12-31,2013-05-08
2/7-8,CONDUCTOR,30,154.0,36,155.0,0.00,267,9999-12-31,2013-05-08
2/7-8,SURF.COND.,20,488.0,26,497.0,0.00,267,9999-12-31,2013-05-08
2/7-8,INTERM.,13 3/8,1220.0,17 1/2,1229.0,0.00,267,9999-12-31,2013-05-08
2/7-8,INTERM.,9 5/8,2449.0,12 1/4,2457.0,0.00,267,9999-12-31,2013-05-08
2/7-8,LINER,7,3311.0,8 1/2,3318.0,0.00,267,9999-12-31,2013-05-08
2/7-9,CONDUCTOR,30,145.0,36,146.0,0.00,268,9999-12-31,2013-05-08
2/7-9,SURF.COND.,20,501.0,26,511.0,0.00,268,9999-12-31,2013-05-08
2/7-9,INTERM.,13 3/8,1226.0,17 1/2,1228.0,0.00,268,9999-12-31,2013-05-08
2/7-9,INTERM.,9 5/8,2745.0,12 1/4,2752.0,0.00,268,9999-12-31,2013-05-08
2/7-9,LINER,7,4064.0,8 1/2,4075.0,0.00,268,9999-12-31,2013-05-08
2/7-9,OPEN HOLE,NULL,4448.0,5 7/8,4448.0,0.00,268,9999-12-31,2013-05-08
2/8-1,CONDUCTOR,30,144.0,36,159.0,0.00,124,9999-12-31,2013-05-08
2/8-1,SURF.COND.,20,327.0,26,351.0,0.00,124,9999-12-31,2013-05-08
2/8-1,INTERM.,13 3/8,1693.0,17 1/2,1701.0,0.00,124,9999-12-31,2013-05-08
2/8-1,OPEN HOLE,NULL,2596.0,12 1/4,2596.0,0.00,124,9999-12-31,2013-05-08
2/8-10,CONDUCTOR,30,174.0,36,174.0,0.00,280,9999-12-31,2013-05-08
2/8-10,SURF.COND.,20,368.0,26,375.0,0.00,280,9999-12-31,2013-05-08
2/8-10,INTERM.,13 3/8,1280.0,17 1/2,1286.0,0.00,280,9999-12-31,2013-05-08
2/8-10,INTERM.,9 5/8,2602.0,12 1/4,2682.0,0.00,280,9999-12-31,2013-05-08
2/8-11,CONDUCTOR,30,166.0,36,170.0,0.00,1224,9999-12-31,2013-05-08
2/8-11,SURF.COND.,20,377.0,26,381.0,0.00,1224,9999-12-31,2013-05-08
2/8-11,INTERM.,13 3/8,1283.0,17 1/2,1295.0,0.00,1224,9999-12-31,2013-05-08
2/8-11,INTERM.,9 5/8,2648.0,12 1/4,2655.0,0.00,1224,9999-12-31,2013-05-08
2/8-11,LINER,7,2582.0,8 1/2,2655.0,0.00,1224,9999-12-31,2013-05-08
2/8-12 S,OPEN HOLE,NULL,5300.0,8 1/2,5300.0,0.00,1351,9999-12-31,2013-05-08
2/8-12 S,CONDUCTOR,30,178.0,36,185.0,0.00,1351,9999-12-31,2013-05-08
2/8-12 S,INTERM.,20,904.0,26,935.0,1.81,1351,9999-12-31,2013-05-08
2/8-12 S,INTERM.,13 3/8,2286.0,18 1/2,2298.0,1.96,1351,9999-12-31,2013-05-08
2/8-12 S,INTERM.,11 3/4,3360.0,12 1/4,3360.0,1.98,1351,9999-12-31,2013-05-08
2/8-12 S,INTERM.,9 5/8,4024.0,10 5/8,4025.0,2.21,1351,9999-12-31,2013-05-08
2/8-13,INTERM.,20,374.0,26,380.0,1.60,1383,9999-12-31,2013-05-08
2/8-13,LINER,7,1757.0,8 1/2,1783.0,2.18,1383,9999-12-31,2013-05-08
2/8-13,CONDUCTOR,30,178.0,36,183.0,0.00,1383,9999-12-31,2013-05-08
2/8-13,INTERM.,13 3/8,1238.8,17 1/2,1255.0,1.85,1383,9999-12-31,2013-05-08
2/8-13,INTERM.,9 5/8,1449.0,12 1/4,1457.0,1.98,1383,9999-12-31,2013-05-08
2/8-13,OPEN HOLE,NULL,1940.0,5 7/8,1940.0,0.00,1383,9999-12-31,2013-05-08
2/8-14,CONDUCTOR,30,185.0,36,193.0,0.00,1552,9999-12-31,2013-05-08
2/8-14,INTERM.,20,945.0,26,952.0,1.74,1552,9999-12-31,2013-05-08
2/8-14,INTERM.,13 3/8,2549.0,17 1/2,2560.0,1.90,1552,9999-12-31,2013-05-08
2/8-14,LINER,11 3/4,3062.0,15,3068.0,2.05,1552,9999-12-31,2013-05-08
2/8-14,INTERM.,9 5/8,3234.0,10 5/8,3248.0,2.07,1552,9999-12-31,2013-05-08
2/8-14,LINER,7,4202.0,8 1/2,4274.0,2.23,1552,9999-12-31,2013-05-08
2/8-14,OPEN HOLE,5,4392.0,5 7/8,4392.0,0.00,1552,9999-12-31,2013-05-08
2/8-15,CONDUCTOR,30,251.0,36,252.0,0.00,2636,9999-12-31,2013-05-08
2/8-15,SURF.COND.,20,1088.0,26,1099.0,0.00,2636,9999-12-31,2013-05-08
2/8-15,INTERM.,13 3/8,2286.0,17 1/2,2300.0,0.00,2636,9999-12-31,2013-05-08
2/8-15,OPEN HOLE,NULL,2303.0,12 1/4,2303.0,0.00,2636,9999-12-31,2013-05-08
2/8-15,OPEN HOLE,NULL,3750.0,8 1/2,3750.0,0.00,2636,9999-12-31,2013-05-08
2/8-16 S,SURF.COND.,20,376.0,26,370.0,0.00,3008,9999-12-31,2013-05-08
2/8-16 S,INTERM.,16,1429.0,18,1430.0,0.00,3008,9999-12-31,2013-05-08
2/8-16 S,OPEN HOLE,NULL,3139.0,8 1/2,3139.0,0.00,3008,9999-12-31,2013-05-08
2/8-17 A,LINER,7,3145.0,8 1/2,3145.0,0.00,3328,9999-12-31,2013-05-08
2/8-17 A,CONDUCTOR,30,299.0,36,300.0,0.00,3328,9999-12-31,2013-05-08
2/8-17 A,SURF.COND.,13 3/8,959.0,17 1/2,960.0,0.00,3328,9999-12-31,2013-05-08
2/8-17 A,INTERM.,9 5/8,1690.0,12 1/4,1690.0,0.00,3328,9999-12-31,2013-05-08
2/8-17 A,OPEN HOLE,NULL,2838.0,6,2838.0,0.00,3328,9999-12-31,2013-05-08
2/8-17 S,CONDUCTOR,30,299.0,36,300.0,0.00,3210,9999-12-31,2013-05-08
2/8-17 S,SURF.COND.,13 3/8,959.0,17 1/2,960.0,0.00,3210,9999-12-31,2013-05-08
2/8-17 S,INTERM.,9 5/8,2000.0,12 1/4,2000.0,0.00,3210,9999-12-31,2013-05-08
2/8-17 S,OPEN HOLE,NULL,2685.0,8 1/2,2685.0,0.00,3210,9999-12-31,2013-05-08
2/8-2,OPEN HOLE,NULL,3246.0,12 1/4,3246.0,0.00,155,9999-12-31,2013-05-08
2/8-2,CONDUCTOR,30,129.0,36,136.0,0.00,155,9999-12-31,2013-05-08
2/8-2,INTERM.,20,418.0,26,427.0,0.00,155,9999-12-31,2013-05-08
2/8-2,INTERM.,13 3/8,1538.0,17 1/2,1549.0,0.00,155,9999-12-31,2013-05-08
2/8-3,CONDUCTOR,30,144.0,36,144.0,0.00,117,9999-12-31,2013-05-08
2/8-3,SURF.COND.,20,382.0,26,396.0,0.00,117,9999-12-31,2013-05-08
2/8-3,INTERM.,13 3/8,1841.0,17 172,1849.0,0.00,117,9999-12-31,2013-05-08
2/8-3,INTERM.,9 5/8,3223.0,12 1/4,3230.0,0.00,117,9999-12-31,2013-05-08
2/8-3,LINER,7,3700.0,8 1/2,3700.0,0.00,117,9999-12-31,2013-05-08
2/8-4,CONDUCTOR,30,147.0,36,147.0,0.00,273,9999-12-31,2013-05-08
2/8-4,SURF.COND.,20,373.0,26,384.0,0.00,273,9999-12-31,2013-05-08
2/8-4,INTERM.,13 3/8,1585.0,17 1/2,1601.0,0.00,273,9999-12-31,2013-05-08
2/8-4,INTERM.,9 5/8,2519.0,12 1/4,2551.0,0.00,273,9999-12-31,2013-05-08
2/8-4,LINER,7,2750.0,8 1/2,2852.0,0.00,273,9999-12-31,2013-05-08
2/8-5,CONDUCTOR,30,152.0,36,152.0,0.00,275,9999-12-31,2013-05-08
2/8-5,SURF.COND.,20,361.0,26,377.0,0.00,275,9999-12-31,2013-05-08
2/8-5,INTERM.,13 3/8,1219.0,17 1/2,1234.0,0.00,275,9999-12-31,2013-05-08
2/8-5,INTERM.,9 5/8,2698.0,12 1/4,2710.0,0.00,275,9999-12-31,2013-05-08
2/8-5,OPEN HOLE,NULL,3304.0,8 1/2,3304.0,0.00,275,9999-12-31,2013-05-08
2/8-6,CONDUCTOR,30,155.0,36,155.0,0.00,276,9999-12-31,2013-05-08
2/8-6,SURF.COND.,20,366.0,26,381.0,0.00,276,9999-12-31,2013-05-08
2/8-6,INTERM.,13 3/8,1284.0,17 1/2,1298.0,0.00,276,9999-12-31,2013-05-08
2/8-6,INTERM.,9 5/8,2444.0,12 1/4,2446.0,0.00,276,9999-12-31,2013-05-08
2/8-6,LINER,7,2668.0,8 1/2,2669.0,0.00,276,9999-12-31,2013-05-08
2/8-7,CONDUCTOR,30,146.0,36,146.0,0.00,277,9999-12-31,2013-05-08
2/8-7,SURF.COND.,20,371.0,26,375.0,0.00,277,9999-12-31,2013-05-08
2/8-7,INTERM.,13 3/8,1298.0,17 1/2,1303.0,0.00,277,9999-12-31,2013-05-08
2/8-7,INTERM.,9 5/8,2576.0,12 1/4,2576.0,0.00,277,9999-12-31,2013-05-08
2/8-7,OPEN HOLE,NULL,2868.0,8 1/2,2868.0,0.00,277,9999-12-31,2013-05-08
2/8-8,CONDUCTOR,30,169.0,36,169.0,0.00,278,9999-12-31,2013-05-08
2/8-8,SURF.COND.,20,380.0,26,388.0,1.31,278,9999-12-31,2013-05-08
2/8-8,INTERM.,13 3/8,1285.0,17 1/2,1295.0,2.11,278,9999-12-31,2013-05-08
2/8-8,INTERM.,9 5/8,2411.0,12 1/4,2419.0,1.97,278,9999-12-31,2013-05-08
2/8-8,LINER,7,2659.0,8 1/2,2667.0,0.00,278,9999-12-31,2013-05-08
2/8-9,CONDUCTOR,30,183.0,36,183.0,0.00,279,9999-12-31,2013-05-08
2/8-9,SURF.COND.,20,435.0,26,442.0,0.00,279,9999-12-31,2013-05-08
2/8-9,INTERM.,13 3/8,1285.0,17 1/2,1290.0,0.00,279,9999-12-31,2013-05-08
2/8-9,INTERM.,9 5/8,2510.0,12 1/2,2518.0,0.00,279,9999-12-31,2013-05-08
2/8-9,LINER,7,2701.0,8 1/2,2704.0,0.00,279,9999-12-31,2013-05-08
2/9-1,CONDUCTOR,30,148.0,36,148.0,0.00,282,9999-12-31,2013-05-08
2/9-1,SURF.COND.,20,375.0,26,387.0,0.00,282,9999-12-31,2013-05-08
2/9-1,INTERM.,13 3/8,1829.0,17 1/2,1844.0,0.00,282,9999-12-31,2013-05-08
2/9-1,OPEN HOLE,NULL,3551.0,12 1/4,3551.0,0.00,282,9999-12-31,2013-05-08
2/9-2,CONDUCTOR,30,153.0,36,155.0,0.00,283,9999-12-31,2013-05-08
2/9-2,SURF.COND.,20,357.0,26,365.0,1.38,283,9999-12-31,2013-05-08
2/9-2,INTERM.,13 3/8,1701.0,17 1/2,1718.0,1.70,283,9999-12-31,2013-05-08
2/9-2,INTERM.,9 5/8,3499.0,12 1/4,3510.0,2.09,283,9999-12-31,2013-05-08
2/9-2,OPEN HOLE,NULL,4367.0,8 3/8,4367.0,0.00,283,9999-12-31,2013-05-08
2/9-3,CONDUCTOR,30,299.0,36,313.0,0.00,1443,9999-12-31,2013-05-08
2/9-3,INTERM.,20,840.0,26,850.0,1.74,1443,9999-12-31,2013-05-08
2/9-3,INTERM.,13 3/8,2780.0,17 1/2,2800.0,1.87,1443,9999-12-31,2013-05-08
2/9-3,INTERM.,9 5/8,3865.0,12 1/4,3875.0,1.99,1443,9999-12-31,2013-05-08
2/9-3,OPEN HOLE,NULL,4859.0,8 1/2,4859.0,0.00,1443,9999-12-31,2013-05-08
2/9-4,CONDUCTOR,30,195.0,36,203.0,0.00,5801,9999-12-31,2013-05-08
2/9-4,SURF.COND.,20,1002.0,26,1007.0,1.74,5801,9999-12-31,2013-05-08
2/9-4,INTERM.,13 5/8,2499.0,17 1/2,2510.0,1.89,5801,9999-12-31,2013-05-08
2/9-4,INTERM.,9 7/8,4710.0,12 1/4,4715.0,2.19,5801,9999-12-31,2013-05-08
2/9-4,OPEN HOLE,NULL,5500.0,8 1/2,5500.0,0.00,5801,9999-12-31,2013-05-08
24/12-1,CONDUCTOR,30,186.0,36,187.0,0.00,347,9999-12-31,2013-05-08
24/12-1,SURF.COND.,20,755.0,26,771.0,0.00,347,9999-12-31,2013-05-08
24/12-1,INTERM.,13 3/8,2855.0,17 1/2,2876.0,0.00,347,9999-12-31,2013-05-08
24/12-1,INTERM.,9 1/2,3966.0,12 1/4,3966.0,0.00,347,9999-12-31,2013-05-08
24/12-1 R,OPEN HOLE,NULL,4825.0,8 1/2,4825.0,0.00,513,9999-12-31,2013-05-08
24/12-2,CONDUCTOR,30,199.5,36,202.5,0.00,348,9999-12-31,2013-05-08
24/12-2,SURF.COND.,20,992.0,26,1005.0,1.50,348,9999-12-31,2013-05-08
24/12-2,INTERM.,13 3/8,2873.0,17 1/2,2886.0,1.79,348,9999-12-31,2013-05-08
24/12-2,INTERM.,9 5/8,3966.0,12 1/4,3980.0,2.13,348,9999-12-31,2013-05-08
24/12-2,OPEN HOLE,NULL,5100.0,8 1/2,5100.0,0.00,348,9999-12-31,2013-05-08
24/12-3 S,CONDUCTOR,30,203.0,36,204.0,0.00,2823,9999-12-31,2013-05-08
24/12-3 S,INTERM.,13 3/8,1125.0,17 1/2,1126.0,1.73,2823,9999-12-31,2013-05-08
24/12-3 S,INTERM.,9 5/8,2362.0,12 1/4,2367.0,1.75,2823,9999-12-31,2013-05-08
24/12-3 S,OPEN HOLE,NULL,3058.0,8 1/2,3058.0,0.00,2823,9999-12-31,2013-05-08
24/12-4,CONDUCTOR,30,197.5,36,200.0,0.00,4383,9999-12-31,2013-05-08
24/12-4,SURF.COND.,13 3/8,1007.5,17 1/2,1010.0,1.65,4383,9999-12-31,2013-05-08
24/12-4,OPEN HOLE,NULL,2265.0,8 1/2,2265.0,0.00,4383,9999-12-31,2013-05-08
24/12-5 S,CONDUCTOR,30,207.0,36,212.0,0.00,5638,9999-12-31,2013-05-08
24/12-5 S,SURF.COND.,20,643.0,26,648.0,1.21,5638,9999-12-31,2013-05-08
24/12-5 S,INTERM.,13 3/8,1588.0,17 1/2,1592.0,2.03,5638,9999-12-31,2013-05-08
24/12-5 S,OPEN HOLE,NULL,2325.0,12 1/4,2325.0,0.00,5638,9999-12-31,2013-05-08
24/12-5 S,PILOT HOLE,NULL,657.0,9 7/8,657.0,0.00,5638,9999-12-31,2013-05-08
24/12-6 S,CONDUCTOR,30,225.0,36,229.0,0.00,6328,9999-12-31,2013-05-08
24/12-6 S,PILOT HOLE,NULL,1279.0,9 7/8,1279.0,0.00,6328,9999-12-31,2013-05-08
24/12-6 S,SURF.COND.,20,1273.0,26,1279.0,0.00,6328,9999-12-31,2013-05-08
24/12-6 S,INTERM.,13 5/8,2812.0,17 1/2,2828.0,2.20,6328,9999-12-31,2013-05-08
24/12-6 S,INTERM.,9 5/8,4321.0,12 1/4,4330.0,0.00,6328,9999-12-31,2013-05-08
24/12-6 S,OPEN HOLE,NULL,5207.0,8 1/2,5207.0,1.77,6328,9999-12-31,2013-05-08
24/6-1,CONDUCTOR,30,199.0,36,200.0,0.00,443,9999-12-31,2013-05-08
24/6-1,SURF.COND.,20,996.0,26,1010.0,0.00,443,9999-12-31,2013-05-08
24/6-1,INTERM.,13 3/8,2817.0,17 1/2,2830.0,1.75,443,9999-12-31,2013-05-08
24/6-1,INTERM.,9 5/8,4095.0,12 1/4,4110.0,2.08,443,9999-12-31,2013-05-08
24/6-1,LINER,7,4533.0,8 3/8,4537.0,0.00,443,9999-12-31,2013-05-08
24/6-1,OPEN HOLE,NULL,4937.0,6,4937.0,0.00,443,9999-12-31,2013-05-08
24/6-2,CONDUCTOR,30,221.0,36,221.0,0.00,3397,9999-12-31,2013-05-08
24/6-2,INTERM.,13 3/8,1326.0,17 1/2,1331.0,0.00,3397,9999-12-31,2013-05-08
24/6-2,INTERM.,9 5/8,1797.0,12 1/4,1802.0,1.81,3397,9999-12-31,2013-05-08
24/6-2,OPEN HOLE,NULL,2722.0,8 1/2,2722.0,0.00,3397,9999-12-31,2013-05-08
24/6-4,CONDUCTOR,30,205.0,36,207.0,0.00,4745,9999-12-31,2013-05-08
24/6-4,SURF.COND.,13 3/8,760.0,17 1/2,1329.0,0.00,4745,9999-12-31,2013-05-08
24/6-4,INTERM.,9 5/8,987.0,12 1/4,1344.0,0.00,4745,9999-12-31,2013-05-08
24/6-4,OPEN HOLE,NULL,2325.0,8 1/2,2325.0,0.00,4745,9999-12-31,2013-05-08
24/9-1,CONDUCTOR,30,256.0,36,257.0,0.00,344,9999-12-31,2013-05-08
24/9-1,INTERM.,20,758.0,26,760.0,0.00,344,9999-12-31,2013-05-08
24/9-1,INTERM.,13 3/8,2736.0,17 1/2,2739.0,0.00,344,9999-12-31,2013-05-08
24/9-1,INTERM.,9 5/8,3986.0,12 1/4,3986.0,0.00,344,9999-12-31,2013-05-08
24/9-1,OPEN HOLE,NULL,4907.0,8 1/2,4907.0,0.00,344,9999-12-31,2013-05-08
24/9-10 A,OPEN HOLE,NULL,2900.0,9 1/2,2900.0,1.55,6560,9999-12-31,2013-05-08
24/9-10 S,CONDUCTOR,30,193.0,36,196.0,0.00,6531,9999-12-31,2013-05-08
24/9-10 S,SURF.COND.,13 3/8,961.0,17 1/2,975.0,0.00,6531,9999-12-31,2013-05-08
24/9-10 S,INTERM.,9 5/8,2181.0,12 1/4,2187.0,1.55,6531,9999-12-31,2013-05-08
24/9-10 S,OPEN HOLE,NULL,2339.0,8 1/2,2339.0,0.00,6531,9999-12-31,2013-05-08
24/9-2,CONDUCTOR,30,206.0,36,207.0,0.00,345,9999-12-31,2013-05-08
24/9-2,SURF.COND.,20,503.0,26,520.0,0.00,345,9999-12-31,2013-05-08
24/9-2,INTERM.,13 3/8,1526.0,17 1/2,1554.0,0.00,345,9999-12-31,2013-05-08
24/9-2,OPEN HOLE,NULL,2743.0,12 1/2,2743.0,0.00,345,9999-12-31,2013-05-08
24/9-3,INTERM.,9 5/8,3051.0,12 1/4,3051.0,0.00,346,9999-12-31,2013-05-08
24/9-3,CONDUCTOR,30,207.6,36,207.6,0.00,346,9999-12-31,2013-05-08
24/9-3,SURF.COND.,20,503.2,26,518.2,1.38,346,9999-12-31,2013-05-08
24/9-3,INTERM.,13 3/8,1587.1,17 1/2,1600.2,1.64,346,9999-12-31,2013-05-08
24/9-4,CONDUCTOR,30,205.5,36,211.0,0.00,1714,9999-12-31,2013-05-08
24/9-4,INTERM.,20,750.0,26,756.0,1.21,1714,9999-12-31,2013-05-08
24/9-4,INTERM.,13 3/8,1179.0,17 1/2,1180.0,1.53,1714,9999-12-31,2013-05-08
24/9-4,INTERM.,9 5/8,1585.0,12 1/4,1654.0,1.68,1714,9999-12-31,2013-05-08
24/9-4,OPEN HOLE,NULL,2208.0,8 1/2,2208.0,0.00,1714,9999-12-31,2013-05-08
24/9-5,CONDUCTOR,30,235.0,36,240.0,0.00,2244,9999-12-31,2013-05-08
24/9-5,SURF.COND.,20,576.0,26,581.0,0.00,2244,9999-12-31,2013-05-08
24/9-5,INTERM.,13 3/8,1346.0,17 1/2,1377.0,0.00,2244,9999-12-31,2013-05-08
24/9-5,INTERM.,9 5/8,1935.0,12 1/2,1941.0,0.00,2244,9999-12-31,2013-05-08
24/9-5,OPEN HOLE,NULL,2860.0,8 1/2,2860.0,0.00,2244,9999-12-31,2013-05-08
24/9-6,CONDUCTOR,30,249.0,36,254.0,0.00,2288,9999-12-31,2013-05-08
24/9-6,SURF.COND.,13 3/8,1279.0,17 1/2,1286.0,0.00,2288,9999-12-31,2013-05-08
24/9-6,INTERM.,9 5/8,1957.0,12 1/4,1963.0,0.00,2288,9999-12-31,2013-05-08
24/9-6,OPEN HOLE,NULL,2255.0,8 1/2,2255.0,0.00,2288,9999-12-31,2013-05-08
24/9-7,CONDUCTOR,30,212.0,36,212.0,0.00,4910,9999-12-31,2013-05-08
24/9-7,SURF.COND.,13 3/8,947.0,17 1/2,953.0,0.00,4910,9999-12-31,2013-05-08
24/9-7,INTERM.,9 5/8,987.0,12 1/4,990.0,1.42,4910,9999-12-31,2013-05-08
24/9-7,OPEN HOLE,NULL,2280.0,8 1/2,2280.0,0.00,4910,9999-12-31,2013-05-08
24/9-7 A,OPEN HOLE,NULL,2277.0,8 1/2,2277.0,0.00,4919,9999-12-31,2013-05-08
24/9-7 B,OPEN HOLE,NULL,2230.0,8 1/2,2230.0,0.00,4926,9999-12-31,2013-05-08
24/9-7 C,OPEN HOLE,NULL,2363.0,8 1/2,2363.0,0.00,4930,9999-12-31,2013-05-08
24/9-8,CONDUCTOR,30,214.0,36,214.0,0.00,5563,9999-12-31,2013-05-08
24/9-8,SURF.COND.,20,769.0,26,775.0,1.21,5563,9999-12-31,2013-05-08
24/9-8,INTERM.,13 3/8,1441.0,17 1/2,1446.0,1.53,5563,9999-12-31,2013-05-08
24/9-8,OPEN HOLE,NULL,2190.0,8 1/2,2190.0,0.00,5563,9999-12-31,2013-05-08
24/9-9 A,CONDUCTOR,30,192.0,36,194.0,0.00,6239,9999-12-31,2013-05-08
24/9-9 A,SURF.COND.,13 3/8,1022.0,17 1/2,1033.0,1.55,6239,9999-12-31,2013-05-08
