wlbName,wlbCasingType,wlbCasingDiameter,wlbCasingDepth,wlbHoleDiameter,wlbHoleDepth,wlbLotMudDencity,wlbNpdidWellbore,wlbCasingDateUpdated,dateSyncNPD
6507/5-3,SURF.COND.,20,688.0,26,695.0,1.32,4059,9999-12-31,2013-05-08
6507/5-3,INTERM.,13 3/8,1670.0,17 1/2,1670.0,1.68,4059,9999-12-31,2013-05-08
6507/5-3,OPEN HOLE,NULL,3000.0,12 1/4,3000.0,0.00,4059,9999-12-31,2013-05-08
6507/5-4,CONDUCTOR,30,519.0,36,522.0,0.00,4209,9999-12-31,2013-05-08
6507/5-4,SURF.COND.,20,1461.0,26,1466.0,1.62,4209,9999-12-31,2013-05-08
6507/5-4,INTERM.,9 5/8,3494.0,12 1/4,3501.0,2.01,4209,9999-12-31,2013-05-08
6507/5-4,OPEN HOLE,NULL,3820.0,8 1/2,3820.0,0.00,4209,9999-12-31,2013-05-08
6507/5-4 A,CONDUCTOR,30,519.0,36,522.0,0.00,4306,9999-12-31,2013-05-08
6507/5-4 A,SURF.COND.,20,1460.0,26,1466.0,1.62,4306,9999-12-31,2013-05-08
6507/5-4 A,INTERM.,9 5/8,3683.0,12 1/4,3709.0,2.01,4306,9999-12-31,2013-05-08
6507/5-4 A,LINER,7,3882.0,8 1/2,3883.0,0.00,4306,9999-12-31,2013-05-08
6507/5-5,LINER,7,3948.0,8 1/2,3948.0,0.00,4428,9999-12-31,2013-05-08
6507/5-5,CONDUCTOR,30,466.0,36,471.0,0.00,4428,9999-12-31,2013-05-08
6507/5-5,INTERM.,20,1051.0,26,1060.0,1.56,4428,9999-12-31,2013-05-08
6507/5-5,INTERM.,13 3/8,2100.0,17 1/2,2106.0,1.90,4428,9999-12-31,2013-05-08
6507/5-5,LINER,9 5/8,3642.0,12 1/4,3643.0,0.00,4428,9999-12-31,2013-05-08
6507/5-6 S,CONDUCTOR,30,439.0,36,446.0,0.00,6321,9999-12-31,2013-05-08
6507/5-6 S,SURF.COND.,18 5/8,1136.0,24,1143.0,1.67,6321,9999-12-31,2013-05-08
6507/5-6 S,INTERM.,13 5/8,2538.0,17 1/2,2548.0,1.67,6321,9999-12-31,2013-05-08
6507/5-6 S,INTERM.,9 7/8,4679.0,12 1/4,4689.0,1.90,6321,9999-12-31,2013-05-08
6507/5-6 S,OPEN HOLE,NULL,4991.0,8 1/2,4881.0,0.00,6321,9999-12-31,2013-05-08
6507/6-1,OPEN HOLE,NULL,4040.0,8 1/2,4040.0,0.00,910,9999-12-31,2013-05-08
6507/6-1,CONDUCTOR,30,616.0,36,622.0,1.26,910,9999-12-31,2013-05-08
6507/6-1,SURF.COND.,20,959.0,26,975.0,1.61,910,9999-12-31,2013-05-08
6507/6-1,INTERM.,13 3/8,2214.0,17 1/2,2224.0,1.73,910,9999-12-31,2013-05-08
6507/6-1,INTERM.,9 5/8,3150.0,12 1/4,3165.0,2.04,910,9999-12-31,2013-05-08
6507/6-2,CONDUCTOR,30,405.0,36,406.0,0.00,1520,9999-12-31,2013-05-08
6507/6-2,INTERM.,20,1040.0,26,1042.0,1.69,1520,9999-12-31,2013-05-08
6507/6-2,INTERM.,13 3/8,2029.0,17 1/2,2030.0,1.67,1520,9999-12-31,2013-05-08
6507/6-2,INTERM.,9 5/8,3309.0,12 1/4,3310.0,1.99,1520,9999-12-31,2013-05-08
6507/6-2,OPEN HOLE,NULL,3325.0,8 1/2,3326.0,0.00,1520,9999-12-31,2013-05-08
6507/6-3,CONDUCTOR,30,474.0,36,479.0,0.00,5922,9999-12-31,2013-05-08
6507/6-3,SURF.COND.,13 3/8,996.0,17 1/2,1000.0,1.59,5922,9999-12-31,2013-05-08
6507/6-3,OPEN HOLE,NULL,1857.0,12 1/4,1857.0,0.00,5922,9999-12-31,2013-05-08
6507/6-4 A,INTERM.,13 3/8,2401.0,17 1/2,2410.0,0.00,6753,9999-12-31,2013-05-08
6507/6-4 A,INTERM.,9 5/8,4240.0,12 1/4,4245.0,0.00,6753,9999-12-31,2013-05-08
6507/6-4 A,OPEN HOLE,NULL,4957.0,8 1/2,4957.0,0.00,6753,9999-12-31,2013-05-08
6507/6-4 S,CONDUCTOR,30,30.0,36,0.0,0.00,6725,9999-12-31,2013-05-08
6507/6-4 S,CONDUCTOR,30,460.0,36,460.0,0.00,6725,9999-12-31,2013-05-08
6507/6-4 S,SURF.COND.,20,743.0,26,749.0,1.46,6725,9999-12-31,2013-05-08
6507/6-4 S,INTERM.,9 5/8,1198.0,12 1/4,1204.0,1.62,6725,9999-12-31,2013-05-08
6507/6-4 S,OPEN HOLE,NULL,1339.0,8 1/2,1339.0,0.00,6725,9999-12-31,2013-05-08
6507/7-1,LINER,7,4825.0,8 1/2,4825.0,0.00,138,9999-12-31,2013-05-08
6507/7-1,CONDUCTOR,30,489.0,36,495.0,1.20,138,9999-12-31,2013-05-08
6507/7-1,SURF.COND.,20,906.0,26,936.0,1.55,138,9999-12-31,2013-05-08
6507/7-1,INTERM.,13 3/8,2178.0,17 1/2,2225.0,1.85,138,9999-12-31,2013-05-08
6507/7-1,INTERM.,9 5/8,3802.5,12 1/2,3825.0,2.03,138,9999-12-31,2013-05-08
6507/7-10,CONDUCTOR,30,518.0,36,519.0,0.00,2182,9999-12-31,2013-05-08
6507/7-10,INTERM.,13 3/8,1150.0,17 1/2,1161.0,1.60,2182,9999-12-31,2013-05-08
6507/7-10,INTERM.,9 5/8,2407.0,12 1/4,2416.0,1.75,2182,9999-12-31,2013-05-08
6507/7-10,OPEN HOLE,NULL,3309.5,8 1/2,3309.5,0.00,2182,9999-12-31,2013-05-08
6507/7-11 S,CONDUCTOR,30,359.0,36,360.0,0.00,3131,9999-12-31,2013-05-08
6507/7-11 S,SURF.COND.,20,749.0,26,754.0,1.37,3131,9999-12-31,2013-05-08
6507/7-11 S,INTERM.,13 3/8,1987.0,17 1/2,1995.0,1.92,3131,9999-12-31,2013-05-08
6507/7-11 S,INTERM.,9 5/8,3357.0,12 1/4,3365.0,1.96,3131,9999-12-31,2013-05-08
6507/7-11 S,OPEN HOLE,NULL,3749.0,8 1/2,3749.0,0.00,3131,9999-12-31,2013-05-08
6507/7-12,CONDUCTOR,30,415.0,36,516.0,0.00,3812,9999-12-31,2013-05-08
6507/7-12,SURF.COND.,13 3/8,1308.0,17 1/2,1308.0,1.71,3812,9999-12-31,2013-05-08
6507/7-12,INTERM.,9 5/8,2500.0,12 1/4,2500.0,1.92,3812,9999-12-31,2013-05-08
6507/7-12,OPEN HOLE,NULL,3976.0,8 1/2,3976.0,0.00,3812,9999-12-31,2013-05-08
6507/7-13,CONDUCTOR,30,465.0,36,466.0,0.00,4213,9999-12-31,2013-05-08
6507/7-13,SURF.COND.,13 3/8,1065.0,17 1/2,1066.0,1.57,4213,9999-12-31,2013-05-08
6507/7-13,INTERM.,9 5/8,2120.0,12 1/4,2122.0,1.89,4213,9999-12-31,2013-05-08
6507/7-13,OPEN HOLE,NULL,2623.0,8 1/2,2623.0,0.00,4213,9999-12-31,2013-05-08
6507/7-13 A,CONDUCTOR,30,465.0,36,466.0,0.00,4275,9999-12-31,2013-05-08
6507/7-13 A,SURF.COND.,13 3/8,1063.0,17 1/2,1065.0,1.57,4275,9999-12-31,2013-05-08
6507/7-13 A,INTERM.,9 5/8,2120.0,12 1/4,2122.0,1.89,4275,9999-12-31,2013-05-08
6507/7-13 A,OPEN HOLE,NULL,2623.0,8 1/2,2623.0,0.00,4275,9999-12-31,2013-05-08
6507/7-14 S,CONDUCTOR,30,369.0,36,369.0,0.00,6367,9999-12-31,2013-05-08
6507/7-14 S,PILOT HOLE,NULL,448.0,9 7/8,1301.0,0.00,6367,9999-12-31,2013-05-08
6507/7-14 S,SURF.COND.,20,444.0,NULL,0.0,0.00,6367,9999-12-31,2013-05-08
6507/7-14 S,SURF.COND.,20,370.0,26,1301.0,0.00,6367,9999-12-31,2013-05-08
6507/7-14 S,SURF.COND.,20,1295.0,26,1301.0,0.00,6367,9999-12-31,2013-05-08
6507/7-14 S,INTERM.,13 3/8,2194.0,17 1/2,2200.0,1.95,6367,9999-12-31,2013-05-08
6507/7-14 S,INTERM.,9 5/8,3938.0,12 1/4,3947.0,1.96,6367,9999-12-31,2013-05-08
6507/7-14 S,LINER,7,4534.0,8 1/2,4534.0,0.00,6367,9999-12-31,2013-05-08
6507/7-2,INTERM.,9 5/8,2599.7,12 1/4,2610.0,1.81,464,9999-12-31,2013-05-08
6507/7-2,OPEN HOLE,NULL,3262.0,8 1/2,3262.0,0.00,464,9999-12-31,2013-05-08
6507/7-2,CONDUCTOR,30,474.0,36,476.0,0.00,464,9999-12-31,2013-05-08
6507/7-2,SURF.COND.,20,1025.8,26,1030.0,1.52,464,9999-12-31,2013-05-08
6507/7-2,INTERM.,13 3/8,2100.0,17 1/2,2110.0,1.76,464,9999-12-31,2013-05-08
6507/7-2,INTERM.,9 5/8,2600.2,12 1/4,2610.0,1.81,464,9999-12-31,2013-05-08
6507/7-3,CONDUCTOR,30,469.0,36,469.0,0.00,482,9999-12-31,2013-05-08
6507/7-3,SURF.COND.,20,1024.0,26,1030.0,1.49,482,9999-12-31,2013-05-08
6507/7-3,INTERM.,13 3/8,2307.0,17 1/2,2360.0,1.75,482,9999-12-31,2013-05-08
6507/7-3,INTERM.,9 5/8,2832.0,12 1/4,2850.0,0.00,482,9999-12-31,2013-05-08
6507/7-3,INTERM.,13 3/8,2291.0,17 1/2,2307.0,1.75,482,9999-12-31,2013-05-08
6507/7-4,CONDUCTOR,30,469.5,36,951.0,0.00,853,9999-12-31,2013-05-08
6507/7-4,SURF.COND.,20,1021.0,26,1030.0,1.51,853,9999-12-31,2013-05-08
6507/7-4,INTERM.,13 3/8,2371.0,17 1/2,2388.0,1.79,853,9999-12-31,2013-05-08
6507/7-4,INTERM.,9 5/8,2832.0,12 1/4,2850.0,0.00,853,9999-12-31,2013-05-08
6507/7-5,CONDUCTOR,30,455.0,36,455.0,0.00,879,9999-12-31,2013-05-08
6507/7-5,NULL,9 5/8,2659.0,NULL,2660.0,0.00,879,9999-12-31,2013-05-08
6507/7-5,INTERM.,13 3/8,2228.0,17 1/2,2255.0,1.79,879,9999-12-31,2013-05-08
6507/7-5,INTERM.,20,1033.0,26,1040.0,1.52,879,9999-12-31,2013-05-08
6507/7-5 A,SURF.COND.,20,1033.0,26,1098.0,1.58,860,9999-12-31,2013-05-08
6507/7-5 A,INTERM.,13 3/8,2189.0,17 1/2,2201.0,1.69,860,9999-12-31,2013-05-08
6507/7-6,CONDUCTOR,30,473.0,36,474.0,0.00,922,9999-12-31,2013-05-08
6507/7-6,SURF.COND.,20,1024.0,26,1030.0,1.52,922,9999-12-31,2013-05-08
6507/7-6,INTERM.,13 3/8,2080.0,17 1/2,2087.0,1.66,922,9999-12-31,2013-05-08
6507/7-6,INTERM.,9 5/8,2510.0,12 1/4,2525.0,0.00,922,9999-12-31,2013-05-08
6507/7-7,CONDUCTOR,30,458.0,36,525.0,1.02,1056,9999-12-31,2013-05-08
6507/7-7,SURF.COND.,20,1022.0,26,1035.0,0.00,1056,9999-12-31,2013-05-08
6507/7-8,CONDUCTOR,30,468.0,36,1035.0,1.02,1071,9999-12-31,2013-05-08
6507/7-8,SURF.COND.,20,1027.2,26,1054.0,1.51,1071,9999-12-31,2013-05-08
6507/7-8,INTERM.,13 3/8,2398.5,17 1/2,2403.0,1.84,1071,9999-12-31,2013-05-08
6507/7-8,INTERM.,9 5/8,2833.5,12 1/4,2855.0,0.00,1071,9999-12-31,2013-05-08
6507/7-9,CONDUCTOR,13 3/8,474.0,17 1/2,659.0,0.00,1078,9999-12-31,2013-05-08
6507/8-1,CONDUCTOR,30,444.0,36,610.0,0.00,933,9999-12-31,2013-05-08
6507/8-1,INTERM.,13 3/8,1033.0,17 1/2,1050.0,1.64,933,9999-12-31,2013-05-08
6507/8-1,INTERM.,9 5/8,2217.0,12 1/4,2235.0,1.60,933,9999-12-31,2013-05-08
6507/8-1,LINER,7,2598.5,8 1/2,2600.0,0.00,933,9999-12-31,2013-05-08
6507/8-2,CONDUCTOR,30,448.0,36,455.0,0.00,1076,9999-12-31,2013-05-08
6507/8-2,SURF.COND.,20,507.0,26,964.0,1.26,1076,9999-12-31,2013-05-08
6507/8-2,INTERM.,13 3/8,1055.0,17 1/2,1070.0,1.55,1076,9999-12-31,2013-05-08
6507/8-2,INTERM.,9 5/8,1866.0,12 1/4,1881.0,1.72,1076,9999-12-31,2013-05-08
6507/8-2,OPEN HOLE,NULL,2690.0,8 1/2,2690.0,0.00,1076,9999-12-31,2013-05-08
6507/8-3,OPEN HOLE,NULL,2075.0,12 1/4,2075.0,0.00,1309,9999-12-31,2013-05-08
6507/8-3,CONDUCTOR,30,399.0,36,567.0,0.00,1309,9999-12-31,2013-05-08
6507/8-3,SURF.COND.,20,552.0,26,722.0,1.25,1309,9999-12-31,2013-05-08
6507/8-3,INTERM.,13 3/8,1086.0,17 1/2,1100.0,1.83,1309,9999-12-31,2013-05-08
6507/8-4,CONDUCTOR,30,437.0,36,441.0,0.00,1340,9999-12-31,2013-05-08
6507/8-4,INTERM.,20,564.7,26,574.0,1.32,1340,9999-12-31,2013-05-08
6507/8-4,INTERM.,13 3/8,1533.0,17 1/2,1555.0,1.66,1340,9999-12-31,2013-05-08
6507/8-4,INTERM.,9 5/8,2084.0,12 1/4,2100.0,1.77,1340,9999-12-31,2013-05-08
6507/8-4,LINER,7,2546.0,8 1/2,2560.0,0.00,1340,9999-12-31,2013-05-08
6507/8-5,CONDUCTOR,30,417.0,36,418.0,0.00,1749,9999-12-31,2013-05-08
6507/8-5,INTERM.,13 3/8,808.0,17 1/2,810.0,1.50,1749,9999-12-31,2013-05-08
6507/8-5,OPEN HOLE,NULL,2000.0,12 1/4,2000.0,0.00,1749,9999-12-31,2013-05-08
6507/8-6,CONDUCTOR,30,441.0,36,441.0,0.00,2183,9999-12-31,2013-05-08
6507/8-6,INTERM.,20,673.0,26,673.0,1.38,2183,9999-12-31,2013-05-08
6507/8-6,INTERM.,13 3/8,1605.0,17 1/2,1605.0,1.72,2183,9999-12-31,2013-05-08
6507/8-6,INTERM.,9 5/8,1902.0,12 1/4,1902.0,1.76,2183,9999-12-31,2013-05-08
6507/8-6,OPEN HOLE,NULL,2850.0,8 1/2,2850.0,0.00,2183,9999-12-31,2013-05-08
6507/8-7,CONDUCTOR,30,403.0,36,408.0,0.00,4854,9999-12-31,2013-05-08
6507/8-7,SURF.COND.,20,545.0,26,550.0,1.23,4854,9999-12-31,2013-05-08
6507/8-7,INTERM.,13 3/8,1500.0,17 1/2,1510.0,1.62,4854,9999-12-31,2013-05-08
6507/8-7,INTERM.,9 7/8,2736.0,12 1/4,2737.0,1.65,4854,9999-12-31,2013-05-08
6507/8-7,OPEN HOLE,NULL,2975.0,8 1/2,2975.0,0.00,4854,9999-12-31,2013-05-08
6507/8-8,PILOT HOLE,NULL,553.0,9 5/8,553.0,0.00,6538,9999-12-31,2013-05-08
6507/8-8,CONDUCTOR,30,413.0,36,414.5,0.00,6538,9999-12-31,2013-05-08
6507/8-8,SURF.COND.,20,547.0,26,553.0,1.28,6538,9999-12-31,2013-05-08
6507/8-8,INTERM.,16,1032.0,20,1062.0,0.00,6538,9999-12-31,2013-05-08
6507/8-8,INTERM.,13 3/8,1940.0,17,1946.0,1.65,6538,9999-12-31,2013-05-08
6507/8-8,INTERM.,9 5/8,2097.0,12 1/4,2100.0,1.60,6538,9999-12-31,2013-05-08
6507/8-8,OPEN HOLE,NULL,2554.0,8 1/2,2554.0,0.00,6538,9999-12-31,2013-05-08
6508/1-1 A,CONDUCTOR,30,462.5,36,467.0,0.00,3849,9999-12-31,2013-05-08
6508/1-1 A,SURF.COND.,13 3/8,1204.0,17 1/2,1209.0,1.71,3849,9999-12-31,2013-05-08
6508/1-1 A,INTERM.,9 5/8,2581.0,12 1/4,2587.0,0.00,3849,9999-12-31,2013-05-08
6508/1-1 A,OPEN HOLE,NULL,2861.0,8 1/2,2861.0,0.00,3849,9999-12-31,2013-05-08
6508/1-1 S,CONDUCTOR,30,462.5,36,467.0,0.00,3284,9999-12-31,2013-05-08
6508/1-1 S,SURF.COND.,13 3/8,1204.0,17 1/2,1209.0,1.71,3284,9999-12-31,2013-05-08
6508/1-1 S,INTERM.,9 5/8,1922.0,12 1/4,1929.0,1.65,3284,9999-12-31,2013-05-08
6508/1-1 S,LINER,7,2296.0,8 1/2,2297.0,1.60,3284,9999-12-31,2013-05-08
6508/1-1 S,OPEN HOLE,NULL,2750.0,6,2750.0,0.00,3284,9999-12-31,2013-05-08
6508/5-1,OPEN HOLE,NULL,2586.0,12 1/4,2586.0,0.00,1044,9999-12-31,2013-05-08
6508/5-1,CONDUCTOR,30,519.0,36,677.0,0.00,1044,9999-12-31,2013-05-08
6508/5-1,SURF.COND.,20,960.0,26,975.0,1.50,1044,9999-12-31,2013-05-08
6508/5-1,INTERM.,13 3/8,1589.0,17 1/2,1603.0,1.62,1044,9999-12-31,2013-05-08
6510/2-1,CONDUCTOR,30,421.0,36,422.0,0.00,3166,9999-12-31,2013-05-08
6510/2-1,INTERM.,20,1210.0,26,1212.0,1.67,3166,9999-12-31,2013-05-08
6510/2-1,INTERM.,9 5/8,3102.0,12 1/4,3102.0,1.95,3166,9999-12-31,2013-05-08
6603/12-1,CONDUCTOR,30,1512.0,36,1517.0,0.00,5985,9999-12-31,2013-05-08
6603/12-1,SURF.COND.,20,2347.0,26,2359.0,1.25,5985,9999-12-31,2013-05-08
6603/12-1,INTERM.,13 5/8,2602.0,17 1/2,2608.0,1.36,5985,9999-12-31,2013-05-08
6603/12-1,INTERM.,9 5/8,3497.0,12 1/4,3500.0,1.46,5985,9999-12-31,2013-05-08
6603/12-1,OPEN HOLE,NULL,3820.0,8 1/2,3820.0,0.00,5985,9999-12-31,2013-05-08
6603/5-1 S,CONDUCTOR,30,1582.0,36,1586.5,0.00,6348,9999-12-31,2013-05-08
6603/5-1 S,SURF.COND.,20,2312.0,26,2320.0,1.20,6348,9999-12-31,2013-05-08
6603/5-1 S,INTERM.,13 3/8,3156.0,17 1/2,3162.0,1.34,6348,9999-12-31,2013-05-08
6603/5-1 S,INTERM.,9 5/8,3568.0,12 1/4,3570.0,1.44,6348,9999-12-31,2013-05-08
6603/5-1 S,OPEN HOLE,NULL,5254.0,8 1/2,5254.0,0.00,6348,9999-12-31,2013-05-08
6604/10-1,CONDUCTOR,36,1465.0,42,1466.0,0.00,6356,9999-12-31,2013-05-08
6604/10-1,SURF.COND.,20,2320.0,26,2326.0,1.28,6356,9999-12-31,2013-05-08
6604/10-1,INTERM.,13 3/8,2848.0,17 1/2,2855.0,1.27,6356,9999-12-31,2013-05-08
6604/10-1,LINER,9 5/8,3468.0,12 1/4,3470.0,1.39,6356,9999-12-31,2013-05-08
6604/10-1,OPEN HOLE,NULL,3715.0,8 1/2,3715.0,0.00,6356,9999-12-31,2013-05-08
6604/2-1,CONDUCTOR,30,1394.0,36,1394.0,1.03,6568,9999-12-31,2013-05-08
6604/2-1,SURF.COND.,20,2274.0,26,2279.0,1.23,6568,9999-12-31,2013-05-08
6604/2-1,INTERM.,9 5/8,2934.0,12 1/4,2940.0,0.00,6568,9999-12-31,2013-05-08
6604/2-1,OPEN HOLE,NULL,3551.0,8 1/2,3551.0,0.00,6568,9999-12-31,2013-05-08
6604/2-1,PILOT HOLE,NULL,2279.0,9  7/8,2279.0,0.00,6568,9999-12-31,2013-05-08
6605/1-1,CONDUCTOR,30,1270.0,36,1270.0,0.00,5979,9999-12-31,2013-05-08
6605/1-1,SURF.COND.,20,2251.0,26,2260.0,1.30,5979,9999-12-31,2013-05-08
6605/1-1,INTERM.,13 3/8,3120.0,17 1/2,3133.0,1.48,5979,9999-12-31,2013-05-08
6605/1-1,OPEN HOLE,NULL,3947.0,12 1/4,3947.0,0.00,5979,9999-12-31,2013-05-08
6605/1-1,PILOT HOLE,NULL,2260.0,12 1/4,2260.0,0.00,5979,9999-12-31,2013-05-08
6605/8-1,CONDUCTOR,30,955.0,36,957.0,0.00,4984,9999-12-31,2013-05-08
6605/8-1,SURF.COND.,20,1999.0,26,2000.0,1.44,4984,9999-12-31,2013-05-08
6605/8-1,INTERM.,13 3/8,2887.0,17 1/2,2900.0,1.62,4984,9999-12-31,2013-05-08
6605/8-1,INTERM.,9 5/8,4099.0,12 1/4,4100.0,1.94,4984,9999-12-31,2013-05-08
6605/8-1,OPEN HOLE,NULL,4513.0,8 1/2,4513.0,1.76,4984,9999-12-31,2013-05-08
6605/8-2,CONDUCTOR,30,931.0,36,932.0,0.00,5812,9999-12-31,2013-05-08
6605/8-2,SURF.COND.,20,2004.0,26,2004.0,0.00,5812,9999-12-31,2013-05-08
6605/8-2,INTERM.,13 3/8,2839.0,17,2847.0,1.49,5812,9999-12-31,2013-05-08
6605/8-2,INTERM.,9 5/8,3713.0,12 1/4,3715.0,1.73,5812,9999-12-31,2013-05-08
6605/8-2,OPEN HOLE,NULL,4210.0,8 1/2,4210.0,1.83,5812,9999-12-31,2013-05-08
6607/12-1,CONDUCTOR,30,463.0,36,765.0,0.00,925,9999-12-31,2013-05-08
6607/12-1,SURF.COND.,20,750.0,26,1015.0,1.33,925,9999-12-31,2013-05-08
6607/12-1,INTERM.,13 3/8,1331.0,17 1/2,1353.0,1.68,925,9999-12-31,2013-05-08
6607/12-1,INTERM.,9 5/8,2694.0,12 1/4,2709.0,1.82,925,9999-12-31,2013-05-08
6607/2-1,CONDUCTOR,30,903.0,36,903.0,0.00,5471,9999-12-31,2013-05-08
6607/2-1,SURF.COND.,20,1411.0,26,1425.0,1.20,5471,9999-12-31,2013-05-08
6607/2-1,INTERM.,13 3/8,1939.0,17 1/2,1956.0,1.52,5471,9999-12-31,2013-05-08
6607/2-1,OPEN HOLE,NULL,3526.0,12 1/4,3526.0,0.00,5471,9999-12-31,2013-05-08
6607/5-1,OPEN HOLE,NULL,3817.0,8 1/2,3917.0,0.00,1064,9999-12-31,2013-05-08
6607/5-1,CONDUCTOR,30,440.7,36,915.0,0.00,1064,9999-12-31,2013-05-08
6607/5-1,SURF.COND.,20,907.0,26,918.0,1.46,1064,9999-12-31,2013-05-08
6607/5-1,INTERM.,13 3/8,2086.0,17 1/2,2296.0,1.85,1064,9999-12-31,2013-05-08
6607/5-1,INTERM.,9 5/8,2886.0,12 1/4,2897.0,2.06,1064,9999-12-31,2013-05-08
6607/5-2,CONDUCTOR,30,584.0,36,585.0,0.00,1789,9999-12-31,2013-05-08
6607/5-2,INTERM.,20,1223.0,26,1225.0,0.00,1789,9999-12-31,2013-05-08
6607/5-2,INTERM.,13 3/8,2200.0,17 1/2,2202.0,0.00,1789,9999-12-31,2013-05-08
6607/5-2,INTERM.,9 5/8,3690.0,12 1/4,3693.0,0.00,1789,9999-12-31,2013-05-08
6607/5-2,OPEN HOLE,NULL,4684.0,8 1/2,4684.0,0.00,1789,9999-12-31,2013-05-08
6608/10-1,OPEN HOLE,NULL,3437.0,8 1/2,3437.0,0.00,1391,9999-12-31,2013-05-08
6608/10-1,CONDUCTOR,30,463.0,36,463.0,0.00,1391,9999-12-31,2013-05-08
6608/10-1,INTERM.,20,808.0,26,820.0,1.35,1391,9999-12-31,2013-05-08
6608/10-1,INTERM.,13 3/8,1538.0,17 1/2,1549.0,1.87,1391,9999-12-31,2013-05-08
6608/10-1,INTERM.,9 5/8,2480.0,12 1/4,2502.0,1.86,1391,9999-12-31,2013-05-08
6608/10-10,CONDUCTOR,30,445.0,36,445.0,0.00,4699,9999-12-31,2013-05-08
6608/10-10,SURF.COND.,13 3/8,1377.0,17 1/2,1377.0,1.55,4699,9999-12-31,2013-05-08
6608/10-10,OPEN HOLE,NULL,2800.0,12 1/4,2800.0,0.00,4699,9999-12-31,2013-05-08
6608/10-11 S,INTERM.,13 3/8,1366.0,17 1/2,1371.0,0.00,5386,9999-12-31,2013-05-08
6608/10-11 S,INTERM.,9 5/8,2845.0,12 1/4,2851.0,1.50,5386,9999-12-31,2013-05-08
6608/10-11 S,LINER,7,3391.0,8 1/2,3392.0,0.00,5386,9999-12-31,2013-05-08
6608/10-11 S,OPEN HOLE,NULL,3725.0,6,3725.0,0.00,5386,9999-12-31,2013-05-08
6608/10-12,CONDUCTOR,30,408.0,36,412.0,0.00,5949,9999-12-31,2013-05-08
6608/10-12,SURF.COND.,13 3/8,1400.0,17 1/2,1415.0,1.57,5949,9999-12-31,2013-05-08
6608/10-12,INTERM.,9 5/8,2499.0,12 1/4,2500.0,1.96,5949,9999-12-31,2013-05-08
6608/10-12,OPEN HOLE,NULL,3180.0,8 1/2,3180.0,0.00,5949,9999-12-31,2013-05-08
6608/10-12 A,OPEN HOLE,NULL,3075.0,8 1/2,3075.0,0.00,6029,9999-12-31,2013-05-08
6608/10-13,CONDUCTOR,30,456.0,36,474.0,0.00,6235,9999-12-31,2013-05-08
6608/10-13,SURF.COND.,9 7/8,1136.0,12 1/4,1145.0,1.49,6235,9999-12-31,2013-05-08
6608/10-13,OPEN HOLE,NULL,1442.0,8 1/2,1442.0,0.00,6235,9999-12-31,2013-05-08
6608/10-14 S,CONDUCTOR,30,437.0,36,440.0,0.00,6306,9999-12-31,2013-05-08
6608/10-14 S,SURF.COND.,13 3/8,1332.0,17 1/2,1332.0,1.57,6306,9999-12-31,2013-05-08
6608/10-14 S,INTERM.,9 5/8,2393.0,12 1/4,2394.0,1.87,6306,9999-12-31,2013-05-08
6608/10-14 S,OPEN HOLE,NULL,2880.0,8 1/2,2880.0,0.00,6306,9999-12-31,2013-05-08
6608/10-2,CONDUCTOR,30,459.0,36,460.0,0.00,1782,9999-12-31,2013-05-08
6608/10-2,INTERM.,20,867.0,26,870.0,1.41,1782,9999-12-31,2013-05-08
6608/10-2,INTERM.,13 3/8,1520.0,17 1/2,1522.0,1.86,1782,9999-12-31,2013-05-08
6608/10-2,INTERM.,9 5/8,2561.0,12 1/4,2564.0,1.95,1782,9999-12-31,2013-05-08
6608/10-2,LINER,7,3330.0,8 1/2,3678.0,1.82,1782,9999-12-31,2013-05-08
6608/10-3,CONDUCTOR,30,466.0,36,466.0,0.00,1732,9999-12-31,2013-05-08
6608/10-3,INTERM.,20,863.0,26,863.0,1.40,1732,9999-12-31,2013-05-08
6608/10-3,INTERM.,13 3/8,1574.0,17 1/2,1574.0,1.85,1732,9999-12-31,2013-05-08
6608/10-3,INTERM.,9 5/8,2542.0,12 1/4,2542.0,1.97,1732,9999-12-31,2013-05-08
6608/10-3,LINER,7,2921.0,8 1/2,2921.0,0.00,1732,9999-12-31,2013-05-08
6608/10-4,LINER,7,2800.0,8 1/2,2800.0,0.00,2256,9999-12-31,2013-05-08
6608/10-4,CONDUCTOR,30,464.0,36,465.0,0.00,2256,9999-12-31,2013-05-08
6608/10-4,SURF.COND.,20,794.0,26,796.0,1.50,2256,9999-12-31,2013-05-08
6608/10-4,INTERM.,13 3/8,1401.0,17 1/2,1402.0,1.83,2256,9999-12-31,2013-05-08
6608/10-4,INTERM.,9 5/8,2540.0,12 1/4,2542.0,1.83,2256,9999-12-31,2013-05-08
6608/10-5,CONDUCTOR,36,424.0,30,425.0,0.00,2578,9999-12-31,2013-05-08
6608/10-5,INTERM.,13 3/8,1200.0,17 1/2,1202.0,1.63,2578,9999-12-31,2013-05-08
6608/10-5,INTERM.,9 5/8,3200.0,12 1/4,3200.0,0.00,2578,9999-12-31,2013-05-08
6608/10-6,CONDUCTOR,30,475.0,36,475.0,0.00,3260,9999-12-31,2013-05-08
6608/10-6,INTERM.,20,1398.0,26,1410.0,1.76,3260,9999-12-31,2013-05-08
6608/10-6,LINER,7,2115.0,8 1/2,2115.0,0.00,3260,9999-12-31,2013-05-08
