wlbName,wlbDocumentType,wlbDocumentName,wlbDocumentUrl,wlbDocumentFormat,wlbDocumentSize,wlbNpdidWellbore,wlbDocumentDateUpdated,dateSyncNPD
7/8-3,GEOCHEMICAL INFORMATION,28_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/28_1.pdf,pdf,1705,28,9999-12-31,2013-05-08
7/8-3,GEOCHEMICAL INFORMATION,28_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/28_2.pdf,pdf,3001,28,9999-12-31,2013-05-08
7/8-3,GEOCHEMICAL INFORMATION,28_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/28_3.pdf,pdf,765,28,9999-12-31,2013-05-08
7/8-3,GEOCHEMICAL INFORMATION,28_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/28_4.pdf,pdf,2178,28,9999-12-31,2013-05-08
7/8-3,GEOCHEMICAL INFORMATION,28_5,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/28_5.pdf,pdf,401,28,9999-12-31,2013-05-08
7/8-3,GEOCHEMICAL INFORMATION,28_6,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/28_6.pdf,pdf,1772,28,9999-12-31,2013-05-08
7/8-3,OLD NPD WDSS,28_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/28_01_WDSS_General_Information.pdf,pdf,183,28,9999-12-31,2013-05-08
7/8-3,OLD NPD WDSS,28_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/28_02_WDSS_completion_log.pdf,pdf,359,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_01_7_8_3_Final_Well_Report_and_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_01_7_8_3_Final_Well_Report_and_Completion_log.pdf,pdf,9769,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_02_7_8_3_Discovery_report_1984,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_02_7_8_3_Discovery_report_1984.pdf,pdf,7953,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_02_7_8_3_Drill_Stem_Test_Report_1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_02_7_8_3_Drill_Stem_Test_Report_1.pdf,pdf,1965,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_02_7_8_3_Drill_Stem_Test_Report_2,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_02_7_8_3_Drill_Stem_Test_Report_2.pdf,pdf,1423,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_02_7_8_3_DST_Technical_Report_Test1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_02_7_8_3_DST_Technical_Report_Test1.pdf,pdf,453,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_02_7_8_3_DST_Technical_Report_Test2,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_02_7_8_3_DST_Technical_Report_Test2.pdf,pdf,424,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_02_7_8_3_Well_Testing_Report_Jurassic_Sand,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_02_7_8_3_Well_Testing_Report_Jurassic_Sand.pdf,pdf,3640,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_03_7_8_3_Geco_Routine_Core_Analysis,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_03_7_8_3_Geco_Routine_Core_Analysis.pdf,pdf,252,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_03_7_8_3_Source_Rock_Evaluation_of_Sediments,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_03_7_8_3_Source_Rock_Evaluation_of_Sediments.pdf,pdf,2467,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_03_7_8_3_Upper_Jurassic_Reservoir,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_03_7_8_3_Upper_Jurassic_Reservoir.pdf,pdf,684,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_04_7_8_3_Reservoir_Fluid_Study_DST1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_04_7_8_3_Reservoir_Fluid_Study_DST1.pdf,pdf,549,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_04_7_8_3_Reservoir_Fluid_Study_DST2,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_04_7_8_3_Reservoir_Fluid_Study_DST2.pdf,pdf,721,28,9999-12-31,2013-05-08
7/8-3,REPORTED BY LICENSEE,28_05_7_8_3_Biostratigraphy_of_the_Interval_210m-4320m,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/28_05_7_8_3_Biostratigraphy_of_the_Interval_210m-4320m.pdf,pdf,2663,28,9999-12-31,2013-05-08
7/8-4,GEOCHEMICAL INFORMATION,448_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/448_1.pdf,pdf,1881,448,9999-12-31,2013-05-08
7/8-4,OLD NPD WDSS,448_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/448_01_WDSS_General_Information.pdf,pdf,287,448,9999-12-31,2013-05-08
7/8-4,OLD NPD WDSS,448_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/448_02_WDSS_completion_log.pdf,pdf,315,448,9999-12-31,2013-05-08
7/8-4,REPORTED BY LICENSEE,448_01_7_8_4_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/448_01_7_8_4_Completion_report.pdf,pdf,7743,448,9999-12-31,2013-05-08
7/9-1,COMPOSITE LOG,191,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/191.pdf,pdf,285,191,9999-12-31,2013-05-08
7/9-1,GEOCHEMICAL INFORMATION,191_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/191_1.pdf,pdf,342,191,9999-12-31,2013-05-08
7/9-1,GEOCHEMICAL INFORMATION,191_2_prelim_results_geochemical_studies_of_conoco_pelican_gulf_7_9_1_well,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/191_2_prelim_results_geochemical_studies_of_conoco_pelican_gulf_7_9_1_well.pdf,pdf,691,191,9999-12-31,2013-05-08
7/9-1,GEOCHEMICAL INFORMATION,191_3_Preliminary_Results_of_Petroleum_Geochemical_Studies,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/191_3_Preliminary_Results_of_Petroleum_Geochemical_Studies.pdf,pdf,364,191,9999-12-31,2013-05-08
7/9-1,NPD PAPER,191_01_NPD_Paper_No.31_Lithology__Norwegian_Danish_Basin__Well_7_9_1,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/191_01_NPD_Paper_No.31_Lithology__Norwegian_Danish_Basin__Well_7_9_1.pdf,pdf,33179,191,9999-12-31,2013-05-08
7/9-1,NPD PAPER,191_02_NPD_Paper_No.31_Correlation_chart_1__Well_7_9_1,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/191_02_NPD_Paper_No.31_Correlation_chart_1__Well_7_9_1.pdf,pdf,494,191,9999-12-31,2013-05-08
7/9-1,NPD PAPER,191_03_NPD_Paper_No.31_Correlation_chart_1_II__Well_7_9_1,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/191_03_NPD_Paper_No.31_Correlation_chart_1_II__Well_7_9_1.pdf,pdf,349,191,9999-12-31,2013-05-08
7/9-1,OLD NPD WDSS,191_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/191_01_WDSS_General_Information.pdf,pdf,157,191,9999-12-31,2013-05-08
7/9-1,REPORTED BY LICENSEE,191_1_Final_Report_Drilling_Operations,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/191_1_Final_Report_Drilling_Operations.pdf,pdf,707,191,9999-12-31,2013-05-08
7/9-1,REPORTED BY LICENSEE,191_2_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/191_2_Completion_Report.pdf,pdf,3814,191,9999-12-31,2013-05-08
7/9-1,REPORTED BY LICENSEE,191_3_Palynological_Analysis_of_the_Jurassic_8000-8400feet,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/191_3_Palynological_Analysis_of_the_Jurassic_8000-8400feet.pdf,pdf,148,191,9999-12-31,2013-05-08
7/9-1,REPORTED BY LICENSEE,191_4_Supplementary_Repor_ on_the_Palynology_Interval_8400-8600,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/191_4_Supplementary_Repor_ on_the_Palynology_Interval_8400-8600.pdf,pdf,296,191,9999-12-31,2013-05-08
7019/1-1,COMPOSITE LOG,4145,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/4145.pdf,pdf,394,4145,9999-12-31,2013-05-08
7019/1-1,GEOCHEMICAL INFORMATION,4145_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/4145_1.pdf,pdf,1552,4145,9999-12-31,2013-05-08
7117/9-1,COMPOSITE LOG,49,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/49.pdf,pdf,420,49,9999-12-31,2013-05-08
7117/9-1,GEOCHEMICAL INFORMATION,49_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/49_1.pdf,pdf,865,49,9999-12-31,2013-05-08
7117/9-1,OLD NPD WDSS,49_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/49_01_WDSS_General_Information.pdf,pdf,161,49,9999-12-31,2013-05-08
7117/9-1,OLD NPD WDSS,49_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/49_02_WDSS_completion_log.pdf,pdf,196,49,9999-12-31,2013-05-08
7117/9-2,COMPOSITE LOG,13,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/13.pdf,pdf,881,13,9999-12-31,2013-05-08
7117/9-2,GEOCHEMICAL INFORMATION,13_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/13_1.pdf,pdf,21,13,9999-12-31,2013-05-08
7117/9-2,GEOCHEMICAL INFORMATION,13_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/13_2.pdf,pdf,359,13,9999-12-31,2013-05-08
7117/9-2,GEOCHEMICAL INFORMATION,13_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/13_3.pdf,pdf,902,13,9999-12-31,2013-05-08
7117/9-2,OLD NPD WDSS,13_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/13_01_WDSS_General_Information.pdf,pdf,169,13,9999-12-31,2013-05-08
7117/9-2,OLD NPD WDSS,13_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/13_02_WDSS_completion_log.pdf,pdf,466,13,9999-12-31,2013-05-08
7119/12-1,COMPOSITE LOG,121,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/121.pdf,pdf,571,121,9999-12-31,2013-05-08
7119/12-1,GEOCHEMICAL INFORMATION,121_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/121_1.pdf,pdf,6076,121,9999-12-31,2013-05-08
7119/12-1,OLD NPD WDSS,121_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/121_01_WDSS_General_Information.pdf,pdf,124,121,9999-12-31,2013-05-08
7119/12-1,OLD NPD WDSS,121_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/121_02_WDSS_completion_log.pdf,pdf,187,121,9999-12-31,2013-05-08
7119/12-1,REPORTED BY LICENSEE,121_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/121_01_Completion_Report.pdf,pdf,15329,121,9999-12-31,2013-05-08
7119/12-1,REPORTED BY LICENSEE,121_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/121_02_Completion_log.pdf,pdf,1722,121,9999-12-31,2013-05-08
7119/12-2,COMPOSITE LOG,114,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/114.pdf,pdf,375,114,9999-12-31,2013-05-08
7119/12-2,GEOCHEMICAL INFORMATION,114_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/114_1.pdf,pdf,4465,114,9999-12-31,2013-05-08
7119/12-2,OLD NPD WDSS,114_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/114_01_WDSS_General_Information.pdf,pdf,105,114,9999-12-31,2013-05-08
7119/12-2,OLD NPD WDSS,114_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/114_02_WDSS_completion_log.pdf,pdf,177,114,9999-12-31,2013-05-08
7119/12-2,REPORTED BY LICENSEE,114_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/114_01_Completion_Report.pdf,pdf,16159,114,9999-12-31,2013-05-08
7119/12-2,REPORTED BY LICENSEE,114_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/114_02_Completion_log.pdf,pdf,1208,114,9999-12-31,2013-05-08
7119/12-3,COMPOSITE LOG,17,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/17.pdf,pdf,517,17,9999-12-31,2013-05-08
7119/12-3,GEOCHEMICAL INFORMATION,17_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/17_1.pdf,pdf,2692,17,9999-12-31,2013-05-08
7119/12-3,OLD NPD WDSS,17_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/17_01_WDSS_General_Information.pdf,pdf,172,17,9999-12-31,2013-05-08
7119/12-3,OLD NPD WDSS,17_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/17_02_WDSS_completion_log.pdf,pdf,307,17,9999-12-31,2013-05-08
7119/12-3,REPORTED BY LICENSEE,17_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/17_01_Completion_Report.pdf,pdf,15639,17,9999-12-31,2013-05-08
7119/12-3,REPORTED BY LICENSEE,17_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/17_02_Completion_log.pdf,pdf,1496,17,9999-12-31,2013-05-08
7119/12-4,GEOCHEMICAL INFORMATION,6468_01_7119_12_4_gch_transfer_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/6468_01_7119_12_4_gch_transfer_2.txt,txt,0,6468,2013-03-20,2013-05-08
7119/12-4,GEOCHEMICAL INFORMATION,6468_02_7119_12_4_gch_results_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/6468_02_7119_12_4_gch_results_2.txt,txt,28,6468,2013-03-20,2013-05-08
7119/7-1,COMPOSITE LOG,21,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/21.pdf,pdf,561,21,9999-12-31,2013-05-08
7119/7-1,GEOCHEMICAL INFORMATION,21_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/21_1.pdf,pdf,986,21,9999-12-31,2013-05-08
7119/7-1,OLD NPD WDSS,21_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/21_01_WDSS_General_Information.pdf,pdf,153,21,9999-12-31,2013-05-08
7119/7-1,OLD NPD WDSS,21_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/21_02_WDSS_completion_log.pdf,pdf,299,21,9999-12-31,2013-05-08
7119/9-1,COMPOSITE LOG,132,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/132.pdf,pdf,516,132,9999-12-31,2013-05-08
7119/9-1,GEOCHEMICAL INFORMATION,132_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/132_1.pdf,pdf,346,132,9999-12-31,2013-05-08
7119/9-1,OLD NPD WDSS,132_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/132_01_WDSS_General_Information.pdf,pdf,231,132,9999-12-31,2013-05-08
7119/9-1,OLD NPD WDSS,132_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/132_02_WDSS_completion_log.pdf,pdf,286,132,9999-12-31,2013-05-08
7120/10-1,COMPOSITE LOG,274,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/274.pdf,pdf,359,274,9999-12-31,2013-05-08
7120/10-1,GEOCHEMICAL INFORMATION,274_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/274_1.pdf,pdf,630,274,9999-12-31,2013-05-08
7120/10-1,OLD NPD WDSS,274_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/274_02_WDSS_completion_log.pdf,pdf,206,274,9999-12-31,2013-05-08
7120/10-1,REPORTED BY LICENSEE,274_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/274_01_Completion_Report.pdf,pdf,9646,274,9999-12-31,2013-05-08
7120/10-1,REPORTED BY LICENSEE,274_02_Geological_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/274_02_Geological_Completion_Report.pdf,pdf,17861,274,9999-12-31,2013-05-08
7120/10-1,REPORTED BY LICENSEE,274_03_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/274_03_Completion_log.pdf,pdf,1474,274,9999-12-31,2013-05-08
7120/10-2,COMPOSITE LOG,1561,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/1561.pdf,pdf,341,1561,9999-12-31,2013-05-08
7120/10-2,OLD NPD WDSS,1561_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1561_01_WDSS_General_Information.pdf,pdf,192,1561,9999-12-31,2013-05-08
7120/10-2,OLD NPD WDSS,1561_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1561_02_WDSS_completion_log.pdf,pdf,159,1561,9999-12-31,2013-05-08
7120/1-1,GEOCHEMICAL INFORMATION,484_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/484_1.pdf,pdf,723,484,9999-12-31,2013-05-08
7120/1-1,GEOCHEMICAL INFORMATION,484_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/484_2.pdf,pdf,1569,484,9999-12-31,2013-05-08
7120/1-1 R,GEOCHEMICAL INFORMATION,874_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/874_1.pdf,pdf,723,874,9999-12-31,2013-05-08
7120/1-1 R,GEOCHEMICAL INFORMATION,874_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/874_2.pdf,pdf,1569,874,9999-12-31,2013-05-08
7120/1-1 R2,COMPOSITE LOG,897,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/897.pdf,pdf,739,897,9999-12-31,2013-05-08
7120/1-1 R2,GEOCHEMICAL INFORMATION,897_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/897_1.pdf,pdf,723,897,9999-12-31,2013-05-08
7120/1-1 R2,GEOCHEMICAL INFORMATION,897_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/897_2.pdf,pdf,1569,897,9999-12-31,2013-05-08
7120/1-1 R2,OLD NPD WDSS,897_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/897_01_WDSS_General_Information.pdf,pdf,307,897,9999-12-31,2013-05-08
7120/1-1 R2,OLD NPD WDSS,897_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/897_02_WDSS_completion_log.pdf,pdf,294,897,9999-12-31,2013-05-08
7120/1-2,COMPOSITE LOG,1366,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/1366.pdf,pdf,468,1366,9999-12-31,2013-05-08
7120/1-2,GEOCHEMICAL INFORMATION,1366_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1366_1.pdf,pdf,3202,1366,9999-12-31,2013-05-08
7120/1-2,OLD NPD WDSS,1366_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1366_01_WDSS_General_Information.pdf,pdf,264,1366,9999-12-31,2013-05-08
7120/1-2,OLD NPD WDSS,1366_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1366_02_WDSS_completion_log.pdf,pdf,145,1366,9999-12-31,2013-05-08
7120/12-1,COMPOSITE LOG,123,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/123.pdf,pdf,636,123,9999-12-31,2013-05-08
7120/12-1,GEOCHEMICAL INFORMATION,123_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/123_1.pdf,pdf,7499,123,9999-12-31,2013-05-08
7120/12-1,OLD NPD WDSS,123_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/123_01_WDSS_General_Information.pdf,pdf,124,123,9999-12-31,2013-05-08
7120/12-1,OLD NPD WDSS,123_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/123_02_WDSS_completion_log.pdf,pdf,229,123,9999-12-31,2013-05-08
7120/12-1,REPORTED BY LICENSEE,123_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/123_01_Completion_Report.pdf,pdf,9770,123,9999-12-31,2013-05-08
7120/12-1,REPORTED BY LICENSEE,123_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/123_02_Completion_log.pdf,pdf,2456,123,9999-12-31,2013-05-08
7120/12-2,COMPOSITE LOG,122,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/122.pdf,pdf,921,122,9999-12-31,2013-05-08
7120/12-2,GEOCHEMICAL INFORMATION,122_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/122_1.pdf,pdf,6129,122,9999-12-31,2013-05-08
7120/12-2,OLD NPD WDSS,122_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/122_01_WDSS_General_Information.pdf,pdf,117,122,9999-12-31,2013-05-08
7120/12-2,OLD NPD WDSS,122_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/122_02_WDSS_completion_log.pdf,pdf,361,122,9999-12-31,2013-05-08
7120/12-2,REPORTED BY LICENSEE,122_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/122_01_Completion_Report.pdf,pdf,16216,122,9999-12-31,2013-05-08
7120/12-2,REPORTED BY LICENSEE,122_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/122_02_Completion_log.pdf,pdf,3326,122,9999-12-31,2013-05-08
7120/12-3,COMPOSITE LOG,8,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/8.pdf,pdf,401,8,9999-12-31,2013-05-08
7120/12-3,OLD NPD WDSS,8_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/8_01_WDSS_General_Information.pdf,pdf,164,8,9999-12-31,2013-05-08
7120/12-3,OLD NPD WDSS,8_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/8_02_WDSS_completion_log.pdf,pdf,260,8,9999-12-31,2013-05-08
7120/12-3,REPORTED BY LICENSEE,8_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/8_01_Completion_Report.pdf,pdf,5295,8,9999-12-31,2013-05-08
7120/12-3,REPORTED BY LICENSEE,8_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/8_02_Completion_log.pdf,pdf,1374,8,9999-12-31,2013-05-08
7120/12-4,COMPOSITE LOG,99,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/99.pdf,pdf,426,99,9999-12-31,2013-05-08
7120/12-4,GEOCHEMICAL INFORMATION,99_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/99_1.pdf,pdf,3917,99,9999-12-31,2013-05-08
7120/12-4,OLD NPD WDSS,99_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/99_01_WDSS_General_Information.pdf,pdf,158,99,9999-12-31,2013-05-08
7120/12-4,OLD NPD WDSS,99_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/99_02_WDSS_completion_log.pdf,pdf,243,99,9999-12-31,2013-05-08
7120/12-4,REPORTED BY LICENSEE,99_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/99_01_Completion_Report.pdf,pdf,6011,99,9999-12-31,2013-05-08
7120/12-4,REPORTED BY LICENSEE,99_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/99_02_Completion_log.pdf,pdf,1663,99,9999-12-31,2013-05-08
7120/2-1,COMPOSITE LOG,473,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/473.pdf,pdf,662,473,9999-12-31,2013-05-08
7120/2-1,GEOCHEMICAL INFORMATION,473_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/473_1.pdf,pdf,6970,473,9999-12-31,2013-05-08
7120/2-1,GEOCHEMICAL INFORMATION,473_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/473_2.pdf,pdf,8222,473,9999-12-31,2013-05-08
7120/2-1,OLD NPD WDSS,473_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/473_01_WDSS_General_Information.pdf,pdf,330,473,9999-12-31,2013-05-08
7120/2-1,OLD NPD WDSS,473_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/473_02_WDSS_completion_log.pdf,pdf,286,473,9999-12-31,2013-05-08
7120/2-2,COMPOSITE LOG,1690,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/1690.pdf,pdf,367,1690,9999-12-31,2013-05-08
7120/2-2,GEOCHEMICAL INFORMATION,1690_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1690_1.pdf,pdf,5177,1690,9999-12-31,2013-05-08
7120/2-2,GEOCHEMICAL INFORMATION,1690_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1690_2.pdf,pdf,5194,1690,9999-12-31,2013-05-08
7120/2-2,GEOCHEMICAL INFORMATION,1690_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1690_3.pdf,pdf,6863,1690,9999-12-31,2013-05-08
7120/2-2,OLD NPD WDSS,1690_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1690_01_WDSS_General_Information.pdf,pdf,642,1690,9999-12-31,2013-05-08
7120/2-2,OLD NPD WDSS,1690_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1690_02_WDSS_completion_log.pdf,pdf,164,1690,9999-12-31,2013-05-08
7120/5-1,COMPOSITE LOG,471,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/471.pdf,pdf,532,471,9999-12-31,2013-05-08
7120/5-1,GEOCHEMICAL INFORMATION,471_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/471_1.pdf,pdf,2682,471,9999-12-31,2013-05-08
7120/5-1,OLD NPD WDSS,471_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/471_01_WDSS_General_Information.pdf,pdf,282,471,9999-12-31,2013-05-08
7120/5-1,OLD NPD WDSS,471_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/471_02_WDSS_completion_log.pdf,pdf,223,471,9999-12-31,2013-05-08
7120/6-1,COMPOSITE LOG,456,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/456.pdf,pdf,470,456,9999-12-31,2013-05-08
