wlbName,wlbDocumentType,wlbDocumentName,wlbDocumentUrl,wlbDocumentFormat,wlbDocumentSize,wlbNpdidWellbore,wlbDocumentDateUpdated,dateSyncNPD
1/9-2,GEOCHEMICAL INFORMATION,244_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/244_3.pdf,pdf,861,244,9999-12-31,2013-05-08
1/9-2,OLD NPD WDSS,244_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/244_01_WDSS_General_Information.pdf,pdf,255,244,9999-12-31,2013-05-08
1/9-2,REPORTED BY LICENSEE,244_1_9_2_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/244_1_9_2_Completion_log.pdf,pdf,2433,244,9999-12-31,2013-05-08
1/9-2,REPORTED BY LICENSEE,244_1_9_2_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/244_1_9_2_Completion_report.pdf,pdf,50836,244,9999-12-31,2013-05-08
1/9-3,OLD NPD WDSS,245_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/245_01_WDSS_General_Information.pdf,pdf,424,245,9999-12-31,2013-05-08
1/9-3,OLD NPD WDSS,245_03_WDSS_lithlog,http://www.npd.no/engelsk/cwi/pbl/wdss_old/245_03_WDSS_lithlog.pdf,pdf,77,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_01_1_9_3_Completion_Report_and_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_01_1_9_3_Completion_Report_and_Completion_log.pdf,pdf,29249,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Biostratigrapy_of_the_interval_2278m-4570m,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Biostratigrapy_of_the_interval_2278m-4570m.pdf,pdf,4215,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Biostrat_of_180-2773m,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Biostrat_of_180-2773m.pdf,pdf,8036,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Biostrat_report_3834-4569m,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Biostrat_report_3834-4569m.pdf,pdf,4644,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Chemical_Analysis_of_Water_Gas_and_Oil,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Chemical_Analysis_of_Water_Gas_and_Oil.pdf,pdf,806,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Core_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Core_Report.pdf,pdf,3028,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Daily_Drilling_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Daily_Drilling_Report.pdf,pdf,10989,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Diplog_Results,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Diplog_Results.pdf,pdf,8339,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Drilling_Mud_Operation,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Drilling_Mud_Operation.pdf,pdf,2778,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Estimated_pore_pressure_and_fracture_gradient,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Estimated_pore_pressure_and_fracture_gradient.pdf,pdf,3338,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Formation_Pressure_Final_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Formation_Pressure_Final_Report.pdf,pdf,6961,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Geological_Prognosis,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Geological_Prognosis.pdf,pdf,2602,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Petrophysical_Evaluation,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Petrophysical_Evaluation.pdf,pdf,1195,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Petrophysical_Evaluation_Encl1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Petrophysical_Evaluation_Encl1.pdf,pdf,641,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Phase2_Drilling_programme,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Phase2_Drilling_programme.pdf,pdf,1115,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Phase2_Well_Prognosis_Sheet_Enc_1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Phase2_Well_Prognosis_Sheet_Enc_1.pdf,pdf,138,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Preliminary_Formation_Evaluation,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Preliminary_Formation_Evaluation.pdf,pdf,509,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Preliminary_Formation_Evaluation_Encl1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Preliminary_Formation_Evaluation_Encl1.pdf,pdf,641,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Pressure_Gradient_Calculations,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Pressure_Gradient_Calculations.pdf,pdf,3173,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_prod_testing,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_prod_testing.pdf,pdf,1584,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Report_on_a_geochem_eval,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Report_on_a_geochem_eval.pdf,pdf,7058,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Reservoir_Fluid_Study_DST4,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Reservoir_Fluid_Study_DST4.pdf,pdf,535,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_R_Biostrat_of_2778-4570m,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_R_Biostrat_of_2778-4570m.pdf,pdf,4215,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_R_Special_Core_Analysis_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_R_Special_Core_Analysis_Report.pdf,pdf,2546,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Sonic_Calibration,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Sonic_Calibration.pdf,pdf,1019,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Sonic_Calibration_Enc_01,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Sonic_Calibration_Enc_01.pdf,pdf,3335,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Sonic_Calibration_Enc_02,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Sonic_Calibration_Enc_02.pdf,pdf,2844,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Sonic_Calibration_Enc_03,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Sonic_Calibration_Enc_03.pdf,pdf,12246,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Sonic_Calibration_Enc_1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Sonic_Calibration_Enc_1.pdf,pdf,7,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Test_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Test_Report.pdf,pdf,4305,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_wellog_services,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_wellog_services.pdf,pdf,852,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Well_Prognosis_Sheet,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Well_Prognosis_Sheet.pdf,pdf,360,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Well_Testing_Report_Annexes,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Well_Testing_Report_Annexes.pdf,pdf,5863,245,9999-12-31,2013-05-08
1/9-3,REPORTED BY LICENSEE,245_1_9_3_Well_Testing_Report_Flopetrol,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/245_1_9_3_Well_Testing_Report_Flopetrol.pdf,pdf,3553,245,9999-12-31,2013-05-08
1/9-3 R,COMPOSITE LOG,246,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/246.pdf,pdf,944,246,2013-05-01,2013-05-08
1/9-3 R,GEOCHEMICAL INFORMATION,246_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/246_1.pdf,pdf,4177,246,9999-12-31,2013-05-08
1/9-3 R,GEOCHEMICAL INFORMATION,246_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/246_2.pdf,pdf,3697,246,9999-12-31,2013-05-08
1/9-4,GEOCHEMICAL INFORMATION,247_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/247_1.pdf,pdf,2178,247,9999-12-31,2013-05-08
1/9-4,GEOCHEMICAL INFORMATION,247_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/247_2.pdf,pdf,3151,247,9999-12-31,2013-05-08
1/9-4,GEOCHEMICAL INFORMATION,247_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/247_3.pdf,pdf,523,247,9999-12-31,2013-05-08
1/9-4,OLD NPD WDSS,247_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/247_01_WDSS_General_Information.pdf,pdf,212,247,9999-12-31,2013-05-08
1/9-4,OLD NPD WDSS,247_03_WDSS_lithlog,http://www.npd.no/engelsk/cwi/pbl/wdss_old/247_03_WDSS_lithlog.pdf,pdf,62,247,9999-12-31,2013-05-08
1/9-4,REPORTED BY LICENSEE,247_00_1_9_4_Completion_Log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/247_00_1_9_4_Completion_Log.pdf,pdf,2483,247,9999-12-31,2013-05-08
1/9-4,REPORTED BY LICENSEE,247_00_1_9_4_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/247_00_1_9_4_Completion_Report.pdf,pdf,34547,247,9999-12-31,2013-05-08
1/9-5,OLD NPD WDSS,248_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/248_01_WDSS_General_Information.pdf,pdf,200,248,9999-12-31,2013-05-08
1/9-5,OLD NPD WDSS,248_03_WDSS_lithlog,http://www.npd.no/engelsk/cwi/pbl/wdss_old/248_03_WDSS_lithlog.pdf,pdf,64,248,9999-12-31,2013-05-08
1/9-5,REPORTED BY LICENSEE,248_1_9_5_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/248_1_9_5_Completion_log.pdf,pdf,2371,248,9999-12-31,2013-05-08
1/9-5,REPORTED BY LICENSEE,248_1_9_5_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/248_1_9_5_Completion_report.pdf,pdf,61544,248,9999-12-31,2013-05-08
1/9-6 S,OLD NPD WDSS,44_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/44_01_WDSS_General_Information.pdf,pdf,201,44,9999-12-31,2013-05-08
1/9-6 S,OLD NPD WDSS,44_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/44_02_WDSS_completion_log.pdf,pdf,238,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Analyst_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Analyst_report.pdf,pdf,2634,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Analyst_report_Enc_1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Analyst_report_Enc_1.pdf,pdf,713,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Analyst_report_Enc_2,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Analyst_report_Enc_2.pdf,pdf,3982,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Analyst_report_Enc_3,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Analyst_report_Enc_3.pdf,pdf,70,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Analyst_report_Enc_4,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Analyst_report_Enc_4.pdf,pdf,47,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Analyst_report_Enc_5,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Analyst_report_Enc_5.pdf,pdf,59,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Analyst_report_Enc_6,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Analyst_report_Enc_6.pdf,pdf,53,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Completion_report.pdf,pdf,47498,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Conventional core analysis,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Conventional core analysis.pdf,pdf,2770,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Drilling_Programme,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Drilling_Programme.pdf,pdf,2962,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Drilling_Programme_Vedlegg_1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Drilling_Programme_Vedlegg_1.pdf,pdf,107,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Drilling_Programme_Vedlegg_2,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Drilling_Programme_Vedlegg_2.pdf,pdf,85,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Drilling_Programme_Vedlegg_3,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Drilling_Programme_Vedlegg_3.pdf,pdf,32,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Drilling_Programme_Vedlegg_4,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Drilling_Programme_Vedlegg_4.pdf,pdf,458,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Formation_Testing_Report_Test3A,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Formation_Testing_Report_Test3A.pdf,pdf,3849,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Formation_Testing_Report_Test4,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Formation_Testing_Report_Test4.pdf,pdf,1945,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Geokjemiske_Kjernelogger_Ekofisk _Torfms,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Geokjemiske_Kjernelogger_Ekofisk _Torfms.pdf,pdf,1219,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_High_Accuracy_Pressure_Temp_DST1_SSDR,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_High_Accuracy_Pressure_Temp_DST1_SSDR.pdf,pdf,2559,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_High_Accuracy_Pressure_Temp_DST1_TPT82138,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_High_Accuracy_Pressure_Temp_DST1_TPT82138.pdf,pdf,2789,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_High_Accuracy_Pressure_Temp_DST2A,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_High_Accuracy_Pressure_Temp_DST2A.pdf,pdf,2601,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Offshore_Gas_Testing,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Offshore_Gas_Testing.pdf,pdf,250,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Paleo and strat_final report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Paleo and strat_final report.pdf,pdf,5863,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Petrophysical_Analysis,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Petrophysical_Analysis.pdf,pdf,2699,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Pressure_Survey_Report_Sperry_DST2B_Bottom_Hole,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Pressure_Survey_Report_Sperry_DST2B_Bottom_Hole.pdf,pdf,1904,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Pressure_Survey_Report_Sperry_DST3A,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Pressure_Survey_Report_Sperry_DST3A.pdf,pdf,1385,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Pressure_Survey_Report_Sperry_DST4,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Pressure_Survey_Report_Sperry_DST4.pdf,pdf,883,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Pressure_Test_Data_Summary_Sperry_DST3A,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Pressure_Test_Data_Summary_Sperry_DST3A.pdf,pdf,407,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_PVT_Study_on_Recombined_sample_DST3A,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_PVT_Study_on_Recombined_sample_DST3A.pdf,pdf,614,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_PVT_Study_Report_DST2B,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_PVT_Study_Report_DST2B.pdf,pdf,1077,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_PVT_Study_Report_DST3A,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_PVT_Study_Report_DST3A.pdf,pdf,1111,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_PVT_Study_Report_DST4,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_PVT_Study_Report_DST4.pdf,pdf,1098,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Special_Core_Analysis,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Special_Core_Analysis.pdf,pdf,331,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Special_Core_Analysis_CoreLab,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Special_Core_Analysis_CoreLab.pdf,pdf,11683,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Special_Core_Analysis_Geco_Jan84,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Special_Core_Analysis_Geco_Jan84.pdf,pdf,4853,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_S_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_S_Completion_log.pdf,pdf,2594,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_TBP_distillation_of_condensate_DST3A,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_TBP_distillation_of_condensate_DST3A.pdf,pdf,333,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_TBP_distillation_of_condensate_DST4,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_TBP_distillation_of_condensate_DST4.pdf,pdf,389,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Water_Analysis_DST1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Water_Analysis_DST1.pdf,pdf,650,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Well_Testing_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Well_Testing_Report.pdf,pdf,6619,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Well_Testing_Report_DST1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Well_Testing_Report_DST1.pdf,pdf,3180,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Well_Testing_Report_DST2B,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Well_Testing_Report_DST2B.pdf,pdf,6060,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Well_Testing_Report_DST2_2A,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Well_Testing_Report_DST2_2A.pdf,pdf,3774,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Well_Testing_Report_DST3,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Well_Testing_Report_DST3.pdf,pdf,2331,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Well_Testing_Report_DST3A,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Well_Testing_Report_DST3A.pdf,pdf,6489,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Well_Testing_Report_DST4,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Well_Testing_Report_DST4.pdf,pdf,10471,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Well_Testing_Report_Vedlegg_1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Well_Testing_Report_Vedlegg_1.pdf,pdf,197,44,9999-12-31,2013-05-08
1/9-6 S,REPORTED BY LICENSEE,44_1_9_6_Well_Testing_Report_Vedlegg_2,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/44_1_9_6_Well_Testing_Report_Vedlegg_2.pdf,pdf,141,44,9999-12-31,2013-05-08
1/9-7,GEOCHEMICAL INFORMATION,4652_GCH_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/4652_GCH_1.pdf,pdf,558,4652,2012-10-10,2013-05-08
1/9-7,GEOCHEMICAL INFORMATION,4652_GCH_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/4652_GCH_2.pdf,pdf,1781,4652,2012-10-10,2013-05-08
10/5-1,COMPOSITE LOG,306,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/306.pdf,pdf,185,306,9999-12-31,2013-05-08
10/5-1,GEOCHEMICAL INFORMATION,306_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/306_1.pdf,pdf,1568,306,9999-12-31,2013-05-08
10/5-1,GEOCHEMICAL INFORMATION,306_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/306_2.pdf,pdf,1803,306,9999-12-31,2013-05-08
10/5-1,OLD NPD WDSS,306_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/306_01_WDSS_General_Information.pdf,pdf,275,306,9999-12-31,2013-05-08
10/5-1,REPORTED BY LICENSEE,306_01_Final_well_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/306_01_Final_well_report.pdf,pdf,5395,306,9999-12-31,2013-05-08
10/5-1,REPORTED BY LICENSEE,306_02_Composite_well_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/306_02_Composite_well_log.pdf,pdf,1622,306,9999-12-31,2013-05-08
10/5-1,REPORTED BY LICENSEE,306_03_Results_of_Potassium_Argon_Dating_1976,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/306_03_Results_of_Potassium_Argon_Dating_1976.pdf,pdf,2098,306,9999-12-31,2013-05-08
10/5-1,REPORTED BY LICENSEE,306_04_The_Biostratigraphy_of_the_Interval_186-1842m,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/306_04_The_Biostratigraphy_of_the_Interval_186-1842m.pdf,pdf,2950,306,9999-12-31,2013-05-08
10/7-1,COMPOSITE LOG,1972,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/1972.pdf,pdf,261,1972,9999-12-31,2013-05-08
10/7-1,GEOCHEMICAL INFORMATION,1972_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1972_1.pdf,pdf,2315,1972,9999-12-31,2013-05-08
10/7-1,GEOCHEMICAL INFORMATION,1972_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1972_2.pdf,pdf,4820,1972,9999-12-31,2013-05-08
10/7-1,OLD NPD WDSS,1972_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1972_01_WDSS_General_Information.pdf,pdf,363,1972,9999-12-31,2013-05-08
10/7-1,OLD NPD WDSS,1972_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1972_02_WDSS_completion_log.pdf,pdf,143,1972,9999-12-31,2013-05-08
10/8-1,COMPOSITE LOG,175,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/175.pdf,pdf,327,175,9999-12-31,2013-05-08
