prlName,prlLicenseeDateValidFrom,prlLicenseeDateValidTo,cmpLongName,prlLicenseeInterest,prlLicenseeSdfi,prlOperDateValidFrom,prlOperDateValidTo,prlNpdidLicence,cmpNpdidCompany,prlLicenseeDateUpdated,dateSyncNPD
054,2009-01-01,2009-11-02,ConocoPhillips Skandinavia AS,5.19102,NULL,9999-12-31,9999-12-31,21228,2410696,9999-12-31,2013-05-08
054,2009-01-01,2009-11-02,Total E&P Norge AS,3.69096,NULL,9999-12-31,9999-12-31,21228,2410708,9999-12-31,2013-05-08
054,2009-01-01,2009-11-02,Petoro AS,40.80000,NULL,9999-12-31,9999-12-31,21228,1626839,9999-12-31,2013-05-08
054,2009-01-01,2009-11-02,A/S Norske Shell,25.90000,NULL,9999-12-31,9999-12-31,21228,562,9999-12-31,2013-05-08
054,2007-10-02,2009-01-01,A/S Norske Shell,25.90000,NULL,9999-12-31,9999-12-31,21228,562,9999-12-31,2013-05-08
054,2007-10-02,2009-01-01,Petoro AS,40.80000,NULL,9999-12-31,9999-12-31,21228,1626839,9999-12-31,2013-05-08
054,2007-10-02,2009-01-01,Total E&P Norge AS,3.69096,NULL,9999-12-31,9999-12-31,21228,2410708,9999-12-31,2013-05-08
054,2007-10-02,2009-01-01,ConocoPhillips Skandinavia AS,5.19102,NULL,9999-12-31,9999-12-31,21228,2410696,9999-12-31,2013-05-08
054,2007-10-02,2009-01-01,StatoilHydro Petroleum AS,4.90000,NULL,9999-12-31,9999-12-31,21228,4511658,9999-12-31,2013-05-08
054,2007-10-02,2009-01-01,StatoilHydro ASA,19.51802,NULL,2007-10-01,2008-12-31,21228,4511854,9999-12-31,2013-05-08
054,2007-10-01,2007-10-02,A/S Norske Shell,25.90000,NULL,9999-12-31,9999-12-31,21228,562,9999-12-31,2013-05-08
054,2007-10-01,2007-10-02,Petoro AS,40.80000,NULL,9999-12-31,9999-12-31,21228,1626839,9999-12-31,2013-05-08
054,2007-10-01,2007-10-02,Total E&P Norge AS,5.20898,NULL,9999-12-31,9999-12-31,21228,2410708,9999-12-31,2013-05-08
054,2007-10-01,2007-10-02,ConocoPhillips Skandinavia AS,5.19102,NULL,9999-12-31,9999-12-31,21228,2410696,9999-12-31,2013-05-08
054,2007-10-01,2007-10-02,StatoilHydro Petroleum AS,4.90000,NULL,9999-12-31,9999-12-31,21228,4511658,9999-12-31,2013-05-08
054,2007-10-01,2007-10-02,StatoilHydro ASA,18.00000,NULL,2007-10-01,2008-12-31,21228,4511854,9999-12-31,2013-05-08
054,2007-01-02,2007-10-01,A/S Norske Shell,25.90000,NULL,9999-12-31,9999-12-31,21228,562,9999-12-31,2013-05-08
054,2007-01-02,2007-10-01,Statoil ASA (old),18.00000,NULL,2001-05-10,2007-10-01,21228,1622484,9999-12-31,2013-05-08
054,2007-01-02,2007-10-01,Petoro AS,40.80000,NULL,9999-12-31,9999-12-31,21228,1626839,9999-12-31,2013-05-08
054,2007-01-02,2007-10-01,Total E&P Norge AS,5.20898,NULL,9999-12-31,9999-12-31,21228,2410708,9999-12-31,2013-05-08
054,2007-01-02,2007-10-01,Norsk Hydro Petroleum AS,4.90000,NULL,9999-12-31,9999-12-31,21228,4524355,9999-12-31,2013-05-08
054,2007-01-02,2007-10-01,ConocoPhillips Skandinavia AS,5.19102,NULL,9999-12-31,9999-12-31,21228,2410696,9999-12-31,2013-05-08
054,2007-01-01,2007-01-02,A/S Norske Shell,25.90000,NULL,9999-12-31,9999-12-31,21228,562,9999-12-31,2013-05-08
054,2007-01-01,2007-01-02,Statoil ASA (old),18.00000,NULL,2001-05-10,2007-10-01,21228,1622484,9999-12-31,2013-05-08
054,2007-01-01,2007-01-02,Petoro AS,40.80000,NULL,9999-12-31,9999-12-31,21228,1626839,9999-12-31,2013-05-08
054,2007-01-01,2007-01-02,Norske ConocoPhillips AS,5.19102,NULL,9999-12-31,9999-12-31,21228,2399056,9999-12-31,2013-05-08
054,2007-01-01,2007-01-02,Total E&P Norge AS,5.20898,NULL,9999-12-31,9999-12-31,21228,2410708,9999-12-31,2013-05-08
054,2007-01-01,2007-01-02,Norsk Hydro Petroleum AS,4.90000,NULL,9999-12-31,9999-12-31,21228,4524355,9999-12-31,2013-05-08
054,2003-05-06,2007-01-01,Norsk Hydro Produksjon AS,4.90000,NULL,9999-12-31,9999-12-31,21228,430,9999-12-31,2013-05-08
054,2003-05-06,2007-01-01,A/S Norske Shell,25.90000,NULL,9999-12-31,9999-12-31,21228,562,9999-12-31,2013-05-08
054,2003-05-06,2007-01-01,Statoil ASA (old),18.00000,NULL,2001-05-10,2007-10-01,21228,1622484,9999-12-31,2013-05-08
054,2003-05-06,2007-01-01,Petoro AS,40.80000,NULL,9999-12-31,9999-12-31,21228,1626839,9999-12-31,2013-05-08
054,2003-05-06,2007-01-01,Norske ConocoPhillips AS,5.19102,NULL,9999-12-31,9999-12-31,21228,2399056,9999-12-31,2013-05-08
054,2003-05-06,2007-01-01,Total E&P Norge AS,5.20898,NULL,9999-12-31,9999-12-31,21228,2410708,9999-12-31,2013-05-08
054,2003-03-22,2003-05-06,Norsk Hydro Produksjon AS,4.90000,NULL,9999-12-31,9999-12-31,21228,430,9999-12-31,2013-05-08
054,2003-03-22,2003-05-06,A/S Norske Shell,25.90000,NULL,9999-12-31,9999-12-31,21228,562,9999-12-31,2013-05-08
054,2003-03-22,2003-05-06,TotalFinaElf Exploration Norge AS,5.20898,NULL,9999-12-31,9999-12-31,21228,1340884,9999-12-31,2013-05-08
054,2003-03-22,2003-05-06,Statoil ASA (old),18.00000,NULL,2001-05-10,2007-10-01,21228,1622484,9999-12-31,2013-05-08
054,2003-03-22,2003-05-06,Petoro AS,40.80000,NULL,9999-12-31,9999-12-31,21228,1626839,9999-12-31,2013-05-08
054,2003-03-22,2003-05-06,Norske ConocoPhillips AS,5.19102,NULL,9999-12-31,9999-12-31,21228,2399056,9999-12-31,2013-05-08
054,2001-12-18,2003-03-22,Norsk Hydro Produksjon AS,4.90000,NULL,9999-12-31,9999-12-31,21228,430,9999-12-31,2013-05-08
054,2001-12-18,2003-03-22,A/S Norske Shell,25.90000,NULL,9999-12-31,9999-12-31,21228,562,9999-12-31,2013-05-08
054,2001-12-18,2003-03-22,Norske Conoco A/S,5.19102,NULL,9999-12-31,9999-12-31,21228,221,9999-12-31,2013-05-08
054,2001-12-18,2003-03-22,TotalFinaElf Exploration Norge AS,5.20898,NULL,9999-12-31,9999-12-31,21228,1340884,9999-12-31,2013-05-08
054,2001-12-18,2003-03-22,Statoil ASA (old),18.00000,NULL,2001-05-10,2007-10-01,21228,1622484,9999-12-31,2013-05-08
054,2001-12-18,2003-03-22,Petoro AS,40.80000,NULL,9999-12-31,9999-12-31,21228,1626839,9999-12-31,2013-05-08
054,2001-06-17,2001-12-18,Norsk Hydro Produksjon AS,4.90000,NULL,9999-12-31,9999-12-31,21228,430,9999-12-31,2013-05-08
054,2001-06-17,2001-12-18,A/S Norske Shell,25.90000,NULL,9999-12-31,9999-12-31,21228,562,9999-12-31,2013-05-08
054,2001-06-17,2001-12-18,Total Norge AS,2.10448,NULL,9999-12-31,9999-12-31,21228,848,9999-12-31,2013-05-08
054,2001-06-17,2001-12-18,Norske Conoco A/S,5.19102,NULL,9999-12-31,9999-12-31,21228,221,9999-12-31,2013-05-08
054,2001-06-17,2001-12-18,TotalFinaElf Exploration Norge AS,3.10450,NULL,9999-12-31,9999-12-31,21228,1340884,9999-12-31,2013-05-08
054,2001-06-17,2001-12-18,Statoil ASA (old),18.00000,NULL,2001-05-10,2007-10-01,21228,1622484,9999-12-31,2013-05-08
054,2001-06-17,2001-12-18,Petoro AS,40.80000,NULL,9999-12-31,9999-12-31,21228,1626839,9999-12-31,2013-05-08
054,2001-05-10,2001-06-17,Norsk Hydro Produksjon AS,4.90000,NULL,9999-12-31,9999-12-31,21228,430,9999-12-31,2013-05-08
054,2001-05-10,2001-06-17,A/S Norske Shell,25.90000,NULL,9999-12-31,9999-12-31,21228,562,9999-12-31,2013-05-08
054,2001-05-10,2001-06-17,Total Norge AS,2.10448,NULL,9999-12-31,9999-12-31,21228,848,9999-12-31,2013-05-08
054,2001-05-10,2001-06-17,Norske Conoco A/S,5.19102,NULL,9999-12-31,9999-12-31,21228,221,9999-12-31,2013-05-08
054,2001-05-10,2001-06-17,TotalFinaElf Exploration Norge AS,3.10450,NULL,9999-12-31,9999-12-31,21228,1340884,9999-12-31,2013-05-08
054,2001-05-10,2001-06-17,SDØE,40.80000,NULL,9999-12-31,9999-12-31,21228,1623450,9999-12-31,2013-05-08
054,2001-05-10,2001-06-17,Statoil ASA (old),18.00000,NULL,2001-05-10,2007-10-01,21228,1622484,9999-12-31,2013-05-08
054,2000-07-24,2001-05-10,Norsk Hydro Produksjon AS,4.90000,NULL,9999-12-31,9999-12-31,21228,430,9999-12-31,2013-05-08
054,2000-07-24,2001-05-10,A/S Norske Shell,25.90000,NULL,9999-12-31,9999-12-31,21228,562,9999-12-31,2013-05-08
054,2000-07-24,2001-05-10,Den norske stats oljeselskap a.s,58.80000,10.80000,1996-06-19,2001-05-10,21228,749,9999-12-31,2013-05-08
054,2000-07-24,2001-05-10,Total Norge AS,2.10448,NULL,9999-12-31,9999-12-31,21228,848,9999-12-31,2013-05-08
054,2000-07-24,2001-05-10,Norske Conoco A/S,5.19102,NULL,9999-12-31,9999-12-31,21228,221,9999-12-31,2013-05-08
054,2000-07-24,2001-05-10,TotalFinaElf Exploration Norge AS,3.10450,NULL,9999-12-31,9999-12-31,21228,1340884,9999-12-31,2013-05-08
054,1993-04-01,2000-07-24,Norsk Hydro Produksjon AS,4.90000,NULL,9999-12-31,9999-12-31,21228,430,9999-12-31,2013-05-08
054,1993-04-01,2000-07-24,A/S Norske Shell,25.90000,NULL,1979-04-06,1996-06-19,21228,562,9999-12-31,2013-05-08
054,1993-04-01,2000-07-24,Den norske stats oljeselskap a.s,58.80000,10.80000,1996-06-19,2001-05-10,21228,749,9999-12-31,2013-05-08
054,1993-04-01,2000-07-24,Total Norge AS,2.10448,NULL,9999-12-31,9999-12-31,21228,848,9999-12-31,2013-05-08
054,1993-04-01,2000-07-24,Elf Petroleum Norge AS,3.10450,NULL,9999-12-31,9999-12-31,21228,298,9999-12-31,2013-05-08
054,1993-04-01,2000-07-24,Norske Conoco A/S,5.19102,NULL,9999-12-31,9999-12-31,21228,221,9999-12-31,2013-05-08
054,1988-01-01,1993-04-01,Norsk Hydro Produksjon AS,4.90000,NULL,9999-12-31,9999-12-31,21228,430,9999-12-31,2013-05-08
054,1988-01-01,1993-04-01,A/S Norske Shell,25.90000,NULL,1979-04-06,1996-06-19,21228,562,9999-12-31,2013-05-08
054,1988-01-01,1993-04-01,Den norske stats oljeselskap a.s,58.80000,10.80000,9999-12-31,9999-12-31,21228,749,9999-12-31,2013-05-08
054,1988-01-01,1993-04-01,Total Norge AS,1.00000,NULL,9999-12-31,9999-12-31,21228,848,9999-12-31,2013-05-08
054,1988-01-01,1993-04-01,Elf Petroleum Norge AS,3.10500,NULL,9999-12-31,9999-12-31,21228,298,9999-12-31,2013-05-08
054,1988-01-01,1993-04-01,Norske Conoco A/S,6.29500,NULL,9999-12-31,9999-12-31,21228,221,9999-12-31,2013-05-08
054,1987-01-01,1988-01-01,Conoco Norway Inc.,5.00000,NULL,9999-12-31,9999-12-31,21228,210,9999-12-31,2013-05-08
054,1987-01-01,1988-01-01,Norsk Hydro Produksjon AS,5.00000,NULL,9999-12-31,9999-12-31,21228,430,9999-12-31,2013-05-08
054,1987-01-01,1988-01-01,A/S Norske Shell,35.00000,NULL,1979-04-06,1996-06-19,21228,562,9999-12-31,2013-05-08
054,1987-01-01,1988-01-01,Den norske stats oljeselskap a.s,47.00000,NULL,9999-12-31,9999-12-31,21228,749,9999-12-31,2013-05-08
054,1987-01-01,1988-01-01,Mobil Development Norway AS,5.00000,NULL,9999-12-31,9999-12-31,21228,474,9999-12-31,2013-05-08
054,1987-01-01,1988-01-01,Total Norge AS,1.00000,NULL,9999-12-31,9999-12-31,21228,848,9999-12-31,2013-05-08
054,1987-01-01,1988-01-01,Elf Aquitaine Norge A/S,2.00000,NULL,9999-12-31,9999-12-31,21228,331,9999-12-31,2013-05-08
054,1986-06-01,1987-01-01,Conoco Norway Inc.,5.00000,NULL,9999-12-31,9999-12-31,21228,210,9999-12-31,2013-05-08
054,1986-06-01,1987-01-01,Norsk Hydro Produksjon AS,5.00000,NULL,9999-12-31,9999-12-31,21228,430,9999-12-31,2013-05-08
054,1986-06-01,1987-01-01,A/S Norske Shell,35.00000,NULL,1979-04-06,1996-06-19,21228,562,9999-12-31,2013-05-08
054,1986-06-01,1987-01-01,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21228,749,9999-12-31,2013-05-08
054,1986-06-01,1987-01-01,Mobil Development Norway AS,5.00000,NULL,9999-12-31,9999-12-31,21228,474,9999-12-31,2013-05-08
054,1985-01-01,1986-06-01,Conoco Norway Inc.,5.00000,NULL,9999-12-31,9999-12-31,21228,210,9999-12-31,2013-05-08
054,1985-01-01,1986-06-01,Norsk Hydro Produksjon AS,5.00000,NULL,9999-12-31,9999-12-31,21228,430,9999-12-31,2013-05-08
054,1985-01-01,1986-06-01,A/S Norske Shell,35.00000,NULL,1979-04-06,1996-06-19,21228,562,9999-12-31,2013-05-08
054,1985-01-01,1986-06-01,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21228,749,9999-12-31,2013-05-08
054,1985-01-01,1986-06-01,Superior Oil Norge A/S,5.00000,NULL,9999-12-31,9999-12-31,21228,771,9999-12-31,2013-05-08
054,1979-04-06,1985-01-01,Superior Oil Norge A/S,5.00000,NULL,9999-12-31,9999-12-31,21228,771,9999-12-31,2013-05-08
054,1979-04-06,1985-01-01,Den norske stats oljeselskap a.s,50.00000,NULL,9999-12-31,9999-12-31,21228,749,9999-12-31,2013-05-08
054,1979-04-06,1985-01-01,A/S Norske Shell,35.00000,NULL,1979-04-06,1996-06-19,21228,562,9999-12-31,2013-05-08
054,1979-04-06,1985-01-01,Norsk Hydro Produksjon AS,5.00000,NULL,9999-12-31,9999-12-31,21228,430,9999-12-31,2013-05-08
054,1979-04-06,1985-01-01,Conoco Norway Inc.,5.00000,NULL,9999-12-31,9999-12-31,21228,210,9999-12-31,2013-05-08
055,2013-02-13,9999-12-31,Tullow Oil Norge AS,2.69200,NULL,9999-12-31,9999-12-31,21236,23173852,9999-12-31,2013-05-08
055,2013-02-13,9999-12-31,Core Energy AS,13.20000,NULL,9999-12-31,9999-12-31,21236,20460080,9999-12-31,2013-05-08
055,2013-02-13,9999-12-31,Faroe Petroleum Norge AS,13.40000,NULL,9999-12-31,9999-12-31,21236,4062883,9999-12-31,2013-05-08
055,2013-02-13,9999-12-31,Statoil Petroleum AS,32.60000,NULL,2009-11-02,9999-12-31,21236,17237817,9999-12-31,2013-05-08
055,2013-02-13,9999-12-31,VNG Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,17237193,9999-12-31,2013-05-08
055,2013-02-13,9999-12-31,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2011-07-01,2013-02-13,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,2013-02-20,2013-05-08
055,2011-07-01,2013-02-13,VNG Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,17237193,2013-02-20,2013-05-08
055,2011-07-01,2013-02-13,Statoil Petroleum AS,32.60000,NULL,2009-11-02,9999-12-31,21236,17237817,2013-02-20,2013-05-08
055,2011-07-01,2013-02-13,Spring Energy Norway AS,2.69200,NULL,9999-12-31,9999-12-31,21236,5072514,2013-02-20,2013-05-08
055,2011-07-01,2013-02-13,Faroe Petroleum Norge AS,13.40000,NULL,9999-12-31,9999-12-31,21236,4062883,2013-02-20,2013-05-08
055,2011-07-01,2013-02-13,Core Energy AS,13.20000,NULL,9999-12-31,9999-12-31,21236,20460080,2013-02-20,2013-05-08
055,2011-01-01,2011-07-01,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2011-01-01,2011-07-01,Altinex Oil Norway AS,13.20000,NULL,9999-12-31,9999-12-31,21236,4446230,9999-12-31,2013-05-08
055,2011-01-01,2011-07-01,VNG Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,17237193,9999-12-31,2013-05-08
055,2011-01-01,2011-07-01,Statoil Petroleum AS,32.60000,NULL,2009-11-02,9999-12-31,21236,17237817,9999-12-31,2013-05-08
055,2011-01-01,2011-07-01,Spring Energy Norway AS,2.69200,NULL,9999-12-31,9999-12-31,21236,5072514,9999-12-31,2013-05-08
055,2011-01-01,2011-07-01,Faroe Petroleum Norge AS,13.40000,NULL,9999-12-31,9999-12-31,21236,4062883,9999-12-31,2013-05-08
055,2010-01-01,2011-01-01,Petoro AS,13.40000,NULL,9999-12-31,9999-12-31,21236,1626839,9999-12-31,2013-05-08
055,2010-01-01,2011-01-01,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2010-01-01,2011-01-01,Altinex Oil Norway AS,13.20000,NULL,9999-12-31,9999-12-31,21236,4446230,9999-12-31,2013-05-08
055,2010-01-01,2011-01-01,VNG Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,17237193,9999-12-31,2013-05-08
055,2010-01-01,2011-01-01,Statoil Petroleum AS,32.60000,NULL,2009-11-02,9999-12-31,21236,17237817,9999-12-31,2013-05-08
055,2010-01-01,2011-01-01,Spring Energy Norway AS,2.69200,NULL,9999-12-31,9999-12-31,21236,5072514,9999-12-31,2013-05-08
055,2009-11-02,2010-01-01,Petoro AS,13.40000,NULL,9999-12-31,9999-12-31,21236,1626839,9999-12-31,2013-05-08
055,2009-11-02,2010-01-01,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2009-11-02,2010-01-01,Altinex Oil Norway AS,13.20000,NULL,9999-12-31,9999-12-31,21236,4446230,9999-12-31,2013-05-08
055,2009-11-02,2010-01-01,Wintershall Norge ASA,2.69200,NULL,9999-12-31,9999-12-31,21236,5442509,9999-12-31,2013-05-08
055,2009-11-02,2010-01-01,VNG Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,17237193,9999-12-31,2013-05-08
055,2009-11-02,2010-01-01,Statoil Petroleum AS,32.60000,NULL,2009-11-02,9999-12-31,21236,17237817,9999-12-31,2013-05-08
055,2009-10-01,2009-11-02,Petoro AS,13.40000,NULL,9999-12-31,9999-12-31,21236,1626839,9999-12-31,2013-05-08
055,2009-10-01,2009-11-02,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2009-10-01,2009-11-02,Altinex Oil Norway AS,13.20000,NULL,9999-12-31,9999-12-31,21236,4446230,9999-12-31,2013-05-08
055,2009-10-01,2009-11-02,StatoilHydro Petroleum AS,32.60000,NULL,2007-10-01,2009-11-01,21236,4511658,9999-12-31,2013-05-08
055,2009-10-01,2009-11-02,Wintershall Norge ASA,2.69200,NULL,9999-12-31,9999-12-31,21236,5442509,9999-12-31,2013-05-08
055,2009-10-01,2009-11-02,VNG Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,17237193,9999-12-31,2013-05-08
055,2009-05-26,2009-10-01,Petoro AS,13.40000,NULL,9999-12-31,9999-12-31,21236,1626839,9999-12-31,2013-05-08
055,2009-05-26,2009-10-01,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2009-05-26,2009-10-01,Altinex Oil Norway AS,13.20000,NULL,9999-12-31,9999-12-31,21236,4446230,9999-12-31,2013-05-08
055,2009-05-26,2009-10-01,StatoilHydro Petroleum AS,32.60000,NULL,2007-10-01,2009-11-01,21236,4511658,9999-12-31,2013-05-08
055,2009-05-26,2009-10-01,Wintershall Norge ASA,2.69200,NULL,9999-12-31,9999-12-31,21236,5442509,9999-12-31,2013-05-08
055,2009-05-26,2009-10-01,VNG Norge (Operations) AS,3.20000,NULL,9999-12-31,9999-12-31,21236,5497155,9999-12-31,2013-05-08
055,2009-01-17,2009-05-26,Petoro AS,13.40000,NULL,9999-12-31,9999-12-31,21236,1626839,9999-12-31,2013-05-08
055,2009-01-17,2009-05-26,Endeavour Energy Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,3113213,9999-12-31,2013-05-08
055,2009-01-17,2009-05-26,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2009-01-17,2009-05-26,Altinex Oil Norway AS,13.20000,NULL,9999-12-31,9999-12-31,21236,4446230,9999-12-31,2013-05-08
055,2009-01-17,2009-05-26,StatoilHydro Petroleum AS,32.60000,NULL,2007-10-01,2009-11-01,21236,4511658,9999-12-31,2013-05-08
055,2009-01-17,2009-05-26,Wintershall Norge ASA,2.69200,NULL,9999-12-31,9999-12-31,21236,5442509,9999-12-31,2013-05-08
055,2009-01-01,2009-01-17,Petoro AS,13.40000,NULL,9999-12-31,9999-12-31,21236,1626839,9999-12-31,2013-05-08
055,2009-01-01,2009-01-17,Endeavour Energy Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,3113213,9999-12-31,2013-05-08
055,2009-01-01,2009-01-17,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2009-01-01,2009-01-17,Revus Energy ASA,2.69200,NULL,9999-12-31,9999-12-31,21236,3431773,9999-12-31,2013-05-08
055,2009-01-01,2009-01-17,Altinex Oil Norway AS,13.20000,NULL,9999-12-31,9999-12-31,21236,4446230,9999-12-31,2013-05-08
055,2009-01-01,2009-01-17,StatoilHydro Petroleum AS,32.60000,NULL,2007-10-01,2009-11-01,21236,4511658,9999-12-31,2013-05-08
055,2007-10-01,2009-01-01,Petoro AS,13.40000,NULL,9999-12-31,9999-12-31,21236,1626839,9999-12-31,2013-05-08
055,2007-10-01,2009-01-01,Endeavour Energy Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,3113213,9999-12-31,2013-05-08
055,2007-10-01,2009-01-01,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2007-10-01,2009-01-01,Revus Energy ASA,2.69200,NULL,9999-12-31,9999-12-31,21236,3431773,9999-12-31,2013-05-08
055,2007-10-01,2009-01-01,Altinex Oil Norway AS,13.20000,NULL,9999-12-31,9999-12-31,21236,4446230,9999-12-31,2013-05-08
055,2007-10-01,2009-01-01,StatoilHydro ASA,12.60000,NULL,9999-12-31,9999-12-31,21236,4511854,9999-12-31,2013-05-08
055,2007-10-01,2009-01-01,StatoilHydro Petroleum AS,20.00000,NULL,2007-10-01,2009-11-01,21236,4511658,9999-12-31,2013-05-08
055,2007-01-01,2007-10-01,Statoil ASA (old),12.60000,NULL,9999-12-31,9999-12-31,21236,1622484,9999-12-31,2013-05-08
055,2007-01-01,2007-10-01,Petoro AS,13.40000,NULL,9999-12-31,9999-12-31,21236,1626839,9999-12-31,2013-05-08
055,2007-01-01,2007-10-01,Endeavour Energy Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,3113213,9999-12-31,2013-05-08
055,2007-01-01,2007-10-01,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2007-01-01,2007-10-01,Revus Energy ASA,2.69200,NULL,9999-12-31,9999-12-31,21236,3431773,9999-12-31,2013-05-08
055,2007-01-01,2007-10-01,Altinex Oil Norway AS,13.20000,NULL,9999-12-31,9999-12-31,21236,4446230,9999-12-31,2013-05-08
055,2007-01-01,2007-10-01,Norsk Hydro Petroleum AS,20.00000,NULL,2007-01-01,2007-10-01,21236,4524355,9999-12-31,2013-05-08
055,2006-11-28,2007-01-01,Norsk Hydro Produksjon AS,20.00000,NULL,1979-04-06,2007-01-01,21236,430,9999-12-31,2013-05-08
055,2006-11-28,2007-01-01,Statoil ASA (old),12.60000,NULL,9999-12-31,9999-12-31,21236,1622484,9999-12-31,2013-05-08
055,2006-11-28,2007-01-01,Petoro AS,13.40000,NULL,9999-12-31,9999-12-31,21236,1626839,9999-12-31,2013-05-08
055,2006-11-28,2007-01-01,Endeavour Energy Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,3113213,9999-12-31,2013-05-08
055,2006-11-28,2007-01-01,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2006-11-28,2007-01-01,Revus Energy ASA,2.69200,NULL,9999-12-31,9999-12-31,21236,3431773,9999-12-31,2013-05-08
055,2006-11-28,2007-01-01,Altinex Oil Norway AS,13.20000,NULL,9999-12-31,9999-12-31,21236,4446230,9999-12-31,2013-05-08
055,2006-03-23,2006-11-28,Norsk Hydro Produksjon AS,20.00000,NULL,1979-04-06,2007-01-01,21236,430,9999-12-31,2013-05-08
055,2006-03-23,2006-11-28,Statoil ASA (old),12.60000,NULL,9999-12-31,9999-12-31,21236,1622484,9999-12-31,2013-05-08
055,2006-03-23,2006-11-28,Petoro AS,13.40000,NULL,9999-12-31,9999-12-31,21236,1626839,9999-12-31,2013-05-08
055,2006-03-23,2006-11-28,Endeavour Energy Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,3113213,9999-12-31,2013-05-08
055,2006-03-23,2006-11-28,Talisman Energy Norge AS,34.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2006-03-23,2006-11-28,Revus Energy ASA,2.69200,NULL,9999-12-31,9999-12-31,21236,3431773,9999-12-31,2013-05-08
055,2006-03-23,2006-11-28,Altinex Oil AS,13.20000,NULL,9999-12-31,9999-12-31,21236,2835200,9999-12-31,2013-05-08
055,2006-03-22,2006-03-23,Norsk Hydro Produksjon AS,20.00000,NULL,1979-04-06,2007-01-01,21236,430,9999-12-31,2013-05-08
055,2006-03-22,2006-03-23,Statoil ASA (old),12.60000,NULL,9999-12-31,9999-12-31,21236,1622484,9999-12-31,2013-05-08
055,2006-03-22,2006-03-23,Petoro AS,13.40000,NULL,9999-12-31,9999-12-31,21236,1626839,9999-12-31,2013-05-08
055,2006-03-22,2006-03-23,Endeavour Energy Norge AS,3.20000,NULL,9999-12-31,9999-12-31,21236,3113213,9999-12-31,2013-05-08
055,2006-03-22,2006-03-23,Talisman Energy Norge AS,14.90800,NULL,9999-12-31,9999-12-31,21236,2425093,9999-12-31,2013-05-08
055,2006-03-22,2006-03-23,Revus Energy ASA,2.69200,NULL,9999-12-31,9999-12-31,21236,3431773,9999-12-31,2013-05-08
055,2006-03-22,2006-03-23,Altinex Oil AS,13.20000,NULL,9999-12-31,9999-12-31,21236,2835200,9999-12-31,2013-05-08
055,2006-03-22,2006-03-23,Talisman Resources Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21236,3987574,9999-12-31,2013-05-08
