prlName,prlLicenseeDateValidFrom,prlLicenseeDateValidTo,cmpLongName,prlLicenseeInterest,prlLicenseeSdfi,prlOperDateValidFrom,prlOperDateValidTo,prlNpdidLicence,cmpNpdidCompany,prlLicenseeDateUpdated,dateSyncNPD
407,2009-01-06,2010-04-21,BG Norge AS,40.00000,NULL,2007-02-16,9999-12-31,4237300,2747354,9999-12-31,2013-05-08
407,2008-06-20,2009-01-06,BG Norge AS,40.00000,NULL,2007-02-16,9999-12-31,4237300,2747354,9999-12-31,2013-05-08
407,2008-06-20,2009-01-06,Premier Oil Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237300,3482067,9999-12-31,2013-05-08
407,2008-06-20,2009-01-06,Serica Energy Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237300,4719815,9999-12-31,2013-05-08
407,2008-06-20,2009-01-06,Skeie Energy AS (Old),20.00000,NULL,9999-12-31,9999-12-31,4237300,4511646,2013-03-19,2013-05-08
407,2008-01-01,2008-06-20,BG Norge AS,40.00000,NULL,2007-02-16,9999-12-31,4237300,2747354,9999-12-31,2013-05-08
407,2008-01-01,2008-06-20,Premier Oil Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237300,3482067,9999-12-31,2013-05-08
407,2008-01-01,2008-06-20,Noble Energy Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237300,4393186,9999-12-31,2013-05-08
407,2008-01-01,2008-06-20,Serica Energy Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237300,4719815,9999-12-31,2013-05-08
407,2007-02-20,2008-01-01,BG Norge AS,40.00000,NULL,2007-02-16,9999-12-31,4237300,2747354,9999-12-31,2013-05-08
407,2007-02-20,2008-01-01,Serica Energy (UK) Ltd,20.00000,NULL,9999-12-31,9999-12-31,4237300,4062969,9999-12-31,2013-05-08
407,2007-02-20,2008-01-01,Premier Oil Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237300,3482067,9999-12-31,2013-05-08
407,2007-02-20,2008-01-01,Noble Energy Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237300,4393186,9999-12-31,2013-05-08
407,2007-02-16,2007-02-20,Premier Oil Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237300,3482067,9999-12-31,2013-05-08
407,2007-02-16,2007-02-20,Noble Energy Limited,20.00000,NULL,9999-12-31,9999-12-31,4237300,3262354,9999-12-31,2013-05-08
407,2007-02-16,2007-02-20,Serica Energy (UK) Ltd,20.00000,NULL,9999-12-31,9999-12-31,4237300,4062969,9999-12-31,2013-05-08
407,2007-02-16,2007-02-20,BG Norge AS,40.00000,NULL,2007-02-16,9999-12-31,4237300,2747354,9999-12-31,2013-05-08
408,2009-12-22,2010-12-31,Det norske oljeselskap ASA,100.00000,NULL,2009-12-22,2010-12-31,4237444,17342870,9999-12-31,2013-05-08
408,2009-02-16,2009-12-22,Det norske oljeselskap ASA (old),100.00000,NULL,2007-11-16,2009-12-21,4237444,4539989,9999-12-31,2013-05-08
408,2007-11-16,2009-02-16,Det norske oljeselskap ASA (old),70.00000,NULL,2007-11-16,2009-12-21,4237444,4539989,9999-12-31,2013-05-08
408,2007-11-16,2009-02-16,Altinex Oil Norway AS,30.00000,NULL,9999-12-31,9999-12-31,4237444,4446230,9999-12-31,2013-05-08
408,2007-02-17,2007-11-16,Altinex Oil Norway AS,30.00000,NULL,9999-12-31,9999-12-31,4237444,4446230,9999-12-31,2013-05-08
408,2007-02-17,2007-11-16,Pertra ASA,70.00000,NULL,2007-02-16,2007-11-16,4237444,3964368,9999-12-31,2013-05-08
408,2007-02-16,2007-02-17,Pertra ASA,70.00000,NULL,2007-02-16,2007-11-16,4237444,3964368,9999-12-31,2013-05-08
408,2007-02-16,2007-02-17,Altinex Oil AS,30.00000,NULL,9999-12-31,9999-12-31,4237444,2835200,9999-12-31,2013-05-08
409,2009-12-31,9999-12-31,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237470,4444493,9999-12-31,2013-05-08
409,2009-12-31,9999-12-31,Statoil Petroleum AS,10.00000,NULL,9999-12-31,9999-12-31,4237470,17237817,9999-12-31,2013-05-08
409,2009-12-31,9999-12-31,Lundin Norway AS,70.00000,NULL,2007-02-16,9999-12-31,4237470,2767314,9999-12-31,2013-05-08
409,2009-11-02,2009-12-31,Statoil Petroleum AS,10.00000,NULL,9999-12-31,9999-12-31,4237470,17237817,9999-12-31,2013-05-08
409,2009-11-02,2009-12-31,Lundin Norway AS,90.00000,NULL,2007-02-16,9999-12-31,4237470,2767314,9999-12-31,2013-05-08
409,2009-01-01,2009-11-02,StatoilHydro Petroleum AS,10.00000,NULL,9999-12-31,9999-12-31,4237470,4511658,9999-12-31,2013-05-08
409,2009-01-01,2009-11-02,Lundin Norway AS,90.00000,NULL,2007-02-16,9999-12-31,4237470,2767314,9999-12-31,2013-05-08
409,2007-02-16,2009-01-01,Lundin Norway AS,100.00000,NULL,2007-02-16,9999-12-31,4237470,2767314,9999-12-31,2013-05-08
410,2009-11-02,9999-12-31,Statoil Petroleum AS,30.00000,NULL,9999-12-31,9999-12-31,4237458,17237817,9999-12-31,2013-05-08
410,2009-11-02,9999-12-31,Lundin Norway AS,70.00000,NULL,2007-02-16,9999-12-31,4237458,2767314,9999-12-31,2013-05-08
410,2009-01-01,2009-11-02,StatoilHydro Petroleum AS,30.00000,NULL,9999-12-31,9999-12-31,4237458,4511658,9999-12-31,2013-05-08
410,2009-01-01,2009-11-02,Lundin Norway AS,70.00000,NULL,2007-02-16,9999-12-31,4237458,2767314,9999-12-31,2013-05-08
410,2007-02-16,2009-01-01,Lundin Norway AS,100.00000,NULL,2007-02-16,9999-12-31,4237458,2767314,9999-12-31,2013-05-08
411,2008-01-01,2012-05-16,Spring Energy Norway AS,30.00000,NULL,9999-12-31,9999-12-31,4237252,5072514,2012-07-04,2013-05-08
411,2008-01-01,2012-05-16,Norwegian Energy Company ASA,70.00000,NULL,2007-07-11,2012-05-16,4237252,4530695,2012-07-05,2013-05-08
411,2007-07-11,2008-01-01,Norwegian Energy Company ASA,100.00000,NULL,2007-07-11,2012-05-16,4237252,4530695,2012-07-05,2013-05-08
411,2007-02-16,2007-07-11,Norwegian Energy Company AS,100.00000,NULL,2007-02-16,2007-07-11,4237252,3482246,9999-12-31,2013-05-08
412,2009-10-01,2011-02-17,VNG Norge AS,30.00000,NULL,9999-12-31,9999-12-31,4237612,17237193,9999-12-31,2013-05-08
412,2009-10-01,2011-02-17,Norwegian Energy Company ASA,40.00000,NULL,2007-07-11,2011-02-17,4237612,4530695,9999-12-31,2013-05-08
412,2009-10-01,2011-02-17,Lundin Norway AS,30.00000,NULL,9999-12-31,9999-12-31,4237612,2767314,9999-12-31,2013-05-08
412,2009-05-26,2009-10-01,VNG Norge (Operations) AS,30.00000,NULL,9999-12-31,9999-12-31,4237612,5497155,9999-12-31,2013-05-08
412,2009-05-26,2009-10-01,Norwegian Energy Company ASA,40.00000,NULL,2007-07-11,2011-02-17,4237612,4530695,9999-12-31,2013-05-08
412,2009-05-26,2009-10-01,Lundin Norway AS,30.00000,NULL,9999-12-31,9999-12-31,4237612,2767314,9999-12-31,2013-05-08
412,2007-07-11,2009-05-26,Norwegian Energy Company ASA,40.00000,NULL,2007-07-11,2011-02-17,4237612,4530695,9999-12-31,2013-05-08
412,2007-07-11,2009-05-26,Lundin Norway AS,30.00000,NULL,9999-12-31,9999-12-31,4237612,2767314,9999-12-31,2013-05-08
412,2007-07-11,2009-05-26,Endeavour Energy Norge AS,30.00000,NULL,9999-12-31,9999-12-31,4237612,3113213,9999-12-31,2013-05-08
412,2007-02-16,2007-07-11,Norwegian Energy Company AS,40.00000,NULL,2007-02-16,2007-07-11,4237612,3482246,9999-12-31,2013-05-08
412,2007-02-16,2007-07-11,Lundin Norway AS,30.00000,NULL,9999-12-31,9999-12-31,4237612,2767314,9999-12-31,2013-05-08
412,2007-02-16,2007-07-11,Endeavour Energy Norge AS,30.00000,NULL,9999-12-31,9999-12-31,4237612,3113213,9999-12-31,2013-05-08
413,2009-10-01,2010-08-16,VNG Norge AS,30.00000,NULL,9999-12-31,9999-12-31,4237482,17237193,9999-12-31,2013-05-08
413,2009-10-01,2010-08-16,Lundin Norway AS,45.00000,NULL,2007-02-16,2010-08-16,4237482,2767314,9999-12-31,2013-05-08
413,2009-10-01,2010-08-16,Bridge Energy AS,25.00000,NULL,9999-12-31,9999-12-31,4237482,4062933,9999-12-31,2013-05-08
413,2009-05-26,2009-10-01,VNG Norge (Operations) AS,30.00000,NULL,9999-12-31,9999-12-31,4237482,5497155,9999-12-31,2013-05-08
413,2009-05-26,2009-10-01,Lundin Norway AS,45.00000,NULL,2007-02-16,2010-08-16,4237482,2767314,9999-12-31,2013-05-08
413,2009-05-26,2009-10-01,Bridge Energy AS,25.00000,NULL,9999-12-31,9999-12-31,4237482,4062933,9999-12-31,2013-05-08
413,2007-02-16,2009-05-26,Lundin Norway AS,45.00000,NULL,2007-02-16,2010-08-16,4237482,2767314,9999-12-31,2013-05-08
413,2007-02-16,2009-05-26,Endeavour Energy Norge AS,30.00000,NULL,9999-12-31,9999-12-31,4237482,3113213,9999-12-31,2013-05-08
413,2007-02-16,2009-05-26,Bridge Energy AS,25.00000,NULL,9999-12-31,9999-12-31,4237482,4062933,9999-12-31,2013-05-08
414,2012-12-31,9999-12-31,Noreco Norway AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,22223020,9999-12-31,2013-05-08
414,2012-12-31,9999-12-31,Det norske oljeselskap ASA,40.00000,NULL,2009-12-22,9999-12-31,4237582,17342870,9999-12-31,2013-05-08
414,2012-12-31,9999-12-31,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,4444493,9999-12-31,2013-05-08
414,2012-12-31,9999-12-31,Faroe Petroleum Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,4062883,9999-12-31,2013-05-08
414,2009-12-22,2012-12-31,Faroe Petroleum Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,4062883,2013-01-04,2013-05-08
414,2009-12-22,2012-12-31,Norwegian Energy Company ASA,20.00000,NULL,9999-12-31,9999-12-31,4237582,4530695,2013-01-04,2013-05-08
414,2009-12-22,2012-12-31,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,4444493,2013-01-04,2013-05-08
414,2009-12-22,2012-12-31,Det norske oljeselskap ASA,40.00000,NULL,2009-12-22,9999-12-31,4237582,17342870,2013-01-04,2013-05-08
414,2009-03-23,2009-12-22,Faroe Petroleum Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,4062883,9999-12-31,2013-05-08
414,2009-03-23,2009-12-22,Det norske oljeselskap ASA (old),40.00000,NULL,2007-11-16,2009-12-21,4237582,4539989,9999-12-31,2013-05-08
414,2009-03-23,2009-12-22,Norwegian Energy Company ASA,20.00000,NULL,9999-12-31,9999-12-31,4237582,4530695,9999-12-31,2013-05-08
414,2009-03-23,2009-12-22,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,4444493,9999-12-31,2013-05-08
414,2009-01-21,2009-03-23,Faroe Petroleum Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,4062883,9999-12-31,2013-05-08
414,2009-01-21,2009-03-23,Det norske oljeselskap ASA (old),40.00000,NULL,2007-11-16,2009-12-21,4237582,4539989,9999-12-31,2013-05-08
414,2009-01-21,2009-03-23,Norwegian Energy Company ASA,20.00000,NULL,9999-12-31,9999-12-31,4237582,4530695,9999-12-31,2013-05-08
414,2009-01-21,2009-03-23,Bayerngas Produksjon Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,5461974,9999-12-31,2013-05-08
414,2007-11-17,2009-01-21,PA Resources Norway AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,3986418,9999-12-31,2013-05-08
414,2007-11-17,2009-01-21,Faroe Petroleum Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,4062883,9999-12-31,2013-05-08
414,2007-11-17,2009-01-21,Det norske oljeselskap ASA (old),40.00000,NULL,2007-11-16,2009-12-21,4237582,4539989,9999-12-31,2013-05-08
414,2007-11-17,2009-01-21,Norwegian Energy Company ASA,20.00000,NULL,9999-12-31,9999-12-31,4237582,4530695,9999-12-31,2013-05-08
414,2007-11-16,2007-11-17,PA Resources Norway AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,3986418,9999-12-31,2013-05-08
414,2007-11-16,2007-11-17,Faroe Petroleum Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,4062883,9999-12-31,2013-05-08
414,2007-11-16,2007-11-17,Norwegian Energy Company AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,3482246,9999-12-31,2013-05-08
414,2007-11-16,2007-11-17,Det norske oljeselskap ASA (old),40.00000,NULL,2007-11-16,2009-12-21,4237582,4539989,9999-12-31,2013-05-08
414,2007-02-16,2007-11-16,Pertra ASA,40.00000,NULL,2007-02-16,2007-11-16,4237582,3964368,9999-12-31,2013-05-08
414,2007-02-16,2007-11-16,Norwegian Energy Company AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,3482246,9999-12-31,2013-05-08
414,2007-02-16,2007-11-16,Faroe Petroleum Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,4062883,9999-12-31,2013-05-08
414,2007-02-16,2007-11-16,PA Resources Norway AS,20.00000,NULL,9999-12-31,9999-12-31,4237582,3986418,9999-12-31,2013-05-08
414 B,2012-12-31,9999-12-31,Noreco Norway AS,20.00000,NULL,9999-12-31,9999-12-31,21569107,22223020,9999-12-31,2013-05-08
414 B,2012-12-31,9999-12-31,Det norske oljeselskap ASA,40.00000,NULL,2012-02-03,9999-12-31,21569107,17342870,9999-12-31,2013-05-08
414 B,2012-12-31,9999-12-31,Faroe Petroleum Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21569107,4062883,9999-12-31,2013-05-08
414 B,2012-12-31,9999-12-31,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21569107,4444493,9999-12-31,2013-05-08
414 B,2012-02-03,2012-12-31,Det norske oljeselskap ASA,40.00000,NULL,2012-02-03,9999-12-31,21569107,17342870,2013-01-04,2013-05-08
414 B,2012-02-03,2012-12-31,Faroe Petroleum Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21569107,4062883,2013-01-04,2013-05-08
414 B,2012-02-03,2012-12-31,Norwegian Energy Company ASA,20.00000,NULL,9999-12-31,9999-12-31,21569107,4530695,2013-01-04,2013-05-08
414 B,2012-02-03,2012-12-31,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21569107,4444493,2013-01-04,2013-05-08
415,2007-10-01,2009-02-16,StatoilHydro Petroleum AS,100.00000,NULL,2007-10-01,2009-02-16,4237498,4511658,9999-12-31,2013-05-08
415,2007-02-16,2007-10-01,Norsk Hydro Petroleum AS,100.00000,NULL,2007-02-16,2007-10-01,4237498,4524355,9999-12-31,2013-05-08
416,2012-02-11,2012-02-16,E.ON E&P Norge AS,50.00000,NULL,2012-02-11,2012-02-16,4237675,21631209,9999-12-31,2013-05-08
416,2012-02-11,2012-02-16,Det norske oljeselskap ASA,15.00000,NULL,9999-12-31,9999-12-31,4237675,17342870,9999-12-31,2013-05-08
416,2012-02-11,2012-02-16,Rocksource ASA,35.00000,NULL,9999-12-31,9999-12-31,4237675,4062921,9999-12-31,2013-05-08
416,2010-10-01,2012-02-11,Det norske oljeselskap ASA,15.00000,NULL,9999-12-31,9999-12-31,4237675,17342870,9999-12-31,2013-05-08
416,2010-10-01,2012-02-11,Rocksource ASA,35.00000,NULL,9999-12-31,9999-12-31,4237675,4062921,9999-12-31,2013-05-08
416,2010-10-01,2012-02-11,E.ON Ruhrgas Norge AS,50.00000,NULL,2007-02-16,2012-02-10,4237675,2840522,9999-12-31,2013-05-08
416,2009-12-22,2010-10-01,Det norske oljeselskap AS,15.00000,NULL,9999-12-31,9999-12-31,4237675,17342915,9999-12-31,2013-05-08
416,2009-12-22,2010-10-01,Rocksource ASA,35.00000,NULL,9999-12-31,9999-12-31,4237675,4062921,9999-12-31,2013-05-08
416,2009-12-22,2010-10-01,E.ON Ruhrgas Norge AS,50.00000,NULL,2007-02-16,2012-02-10,4237675,2840522,9999-12-31,2013-05-08
416,2007-02-16,2009-12-22,Rocksource ASA,35.00000,NULL,9999-12-31,9999-12-31,4237675,4062921,9999-12-31,2013-05-08
416,2007-02-16,2009-12-22,E.ON Ruhrgas Norge AS,50.00000,NULL,2007-02-16,2012-02-10,4237675,2840522,9999-12-31,2013-05-08
416,2007-02-16,2009-12-22,Aker Exploration AS,15.00000,NULL,9999-12-31,9999-12-31,4237675,4460425,9999-12-31,2013-05-08
417,2009-01-17,2010-02-16,Wintershall Norge ASA,40.00000,NULL,2009-01-17,2010-02-16,4237645,5442509,9999-12-31,2013-05-08
417,2009-01-17,2010-02-16,Norwegian Energy Company ASA,20.00000,NULL,9999-12-31,9999-12-31,4237645,4530695,9999-12-31,2013-05-08
417,2009-01-17,2010-02-16,Premier Oil Norge AS,40.00000,NULL,9999-12-31,9999-12-31,4237645,3482067,9999-12-31,2013-05-08
417,2007-07-11,2009-01-17,Norwegian Energy Company ASA,20.00000,NULL,9999-12-31,9999-12-31,4237645,4530695,9999-12-31,2013-05-08
417,2007-07-11,2009-01-17,Revus Energy ASA,40.00000,NULL,2007-02-16,2009-01-16,4237645,3431773,9999-12-31,2013-05-08
417,2007-07-11,2009-01-17,Premier Oil Norge AS,40.00000,NULL,9999-12-31,9999-12-31,4237645,3482067,9999-12-31,2013-05-08
417,2007-02-16,2007-07-11,Revus Energy ASA,40.00000,NULL,2007-02-16,2009-01-16,4237645,3431773,9999-12-31,2013-05-08
417,2007-02-16,2007-07-11,Premier Oil Norge AS,40.00000,NULL,9999-12-31,9999-12-31,4237645,3482067,9999-12-31,2013-05-08
417,2007-02-16,2007-07-11,Norwegian Energy Company AS,20.00000,NULL,9999-12-31,9999-12-31,4237645,3482246,9999-12-31,2013-05-08
418,2013-04-20,9999-12-31,Capricorn Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,23297570,9999-12-31,2013-05-08
418,2013-04-20,9999-12-31,Wintershall Norge AS,35.00000,NULL,2012-03-24,9999-12-31,4238348,21666830,9999-12-31,2013-05-08
418,2013-04-20,9999-12-31,RWE Dea Norge AS,10.00000,NULL,9999-12-31,9999-12-31,4238348,97557,9999-12-31,2013-05-08
418,2013-04-20,9999-12-31,Edison International Norway Branch,15.00000,NULL,9999-12-31,9999-12-31,4238348,17237180,9999-12-31,2013-05-08
418,2013-04-20,9999-12-31,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,4444493,9999-12-31,2013-05-08
418,2012-03-24,2013-04-20,Wintershall Norge AS,35.00000,NULL,2012-03-24,9999-12-31,4238348,21666830,2013-04-30,2013-05-08
418,2012-03-24,2013-04-20,RWE Dea Norge AS,10.00000,NULL,9999-12-31,9999-12-31,4238348,97557,2013-04-30,2013-05-08
418,2012-03-24,2013-04-20,Agora Oil & Gas AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,18386322,2013-04-30,2013-05-08
418,2012-03-24,2013-04-20,Edison International Norway Branch,15.00000,NULL,9999-12-31,9999-12-31,4238348,17237180,2013-04-30,2013-05-08
418,2012-03-24,2013-04-20,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,4444493,2013-04-30,2013-05-08
418,2012-01-01,2012-03-24,RWE Dea Norge AS,10.00000,NULL,9999-12-31,9999-12-31,4238348,97557,9999-12-31,2013-05-08
418,2012-01-01,2012-03-24,Agora Oil & Gas AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,18386322,9999-12-31,2013-05-08
418,2012-01-01,2012-03-24,Edison International Norway Branch,15.00000,NULL,9999-12-31,9999-12-31,4238348,17237180,9999-12-31,2013-05-08
418,2012-01-01,2012-03-24,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,4444493,9999-12-31,2013-05-08
418,2012-01-01,2012-03-24,Wintershall Norge ASA,35.00000,NULL,2010-08-24,2012-03-23,4238348,5442509,9999-12-31,2013-05-08
418,2010-09-30,2012-01-01,Agora Oil & Gas AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,18386322,2012-08-08,2013-05-08
418,2010-09-30,2012-01-01,Edison International Norway Branch,15.00000,NULL,9999-12-31,9999-12-31,4238348,17237180,2012-08-08,2013-05-08
418,2010-09-30,2012-01-01,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,4444493,2012-08-08,2013-05-08
418,2010-09-30,2012-01-01,Wintershall Norge ASA,45.00000,NULL,2010-08-24,2012-03-23,4238348,5442509,2012-08-08,2013-05-08
418,2010-08-31,2010-09-30,Edison International Norway Branch,15.00000,NULL,9999-12-31,9999-12-31,4238348,17237180,9999-12-31,2013-05-08
418,2010-08-31,2010-09-30,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,4444493,9999-12-31,2013-05-08
418,2010-08-31,2010-09-30,Wintershall Norge ASA,65.00000,NULL,2010-08-24,2012-03-23,4238348,5442509,9999-12-31,2013-05-08
418,2010-03-05,2010-08-31,Nexen Exploration Norge AS,30.00000,NULL,2007-02-16,2010-08-23,4238348,4062831,9999-12-31,2013-05-08
418,2010-03-05,2010-08-31,Wintershall Norge ASA,35.00000,NULL,2010-08-24,2012-03-23,4238348,5442509,9999-12-31,2013-05-08
418,2010-03-05,2010-08-31,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,4444493,9999-12-31,2013-05-08
418,2010-03-05,2010-08-31,Edison International Norway Branch,15.00000,NULL,9999-12-31,9999-12-31,4238348,17237180,9999-12-31,2013-05-08
418,2009-10-28,2010-03-05,Premier Oil Norge AS,15.00000,NULL,9999-12-31,9999-12-31,4238348,3482067,9999-12-31,2013-05-08
418,2009-10-28,2010-03-05,Nexen Exploration Norge AS,30.00000,NULL,2007-02-16,2010-08-23,4238348,4062831,9999-12-31,2013-05-08
418,2009-10-28,2010-03-05,Wintershall Norge ASA,20.00000,NULL,9999-12-31,9999-12-31,4238348,5442509,9999-12-31,2013-05-08
418,2009-10-28,2010-03-05,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,4444493,9999-12-31,2013-05-08
418,2009-10-28,2010-03-05,Edison International Norway Branch,15.00000,NULL,9999-12-31,9999-12-31,4238348,17237180,9999-12-31,2013-05-08
418,2009-03-23,2009-10-28,Premier Oil Norge AS,15.00000,NULL,9999-12-31,9999-12-31,4238348,3482067,9999-12-31,2013-05-08
418,2009-03-23,2009-10-28,Edison International Spa,15.00000,NULL,9999-12-31,9999-12-31,4238348,4062871,9999-12-31,2013-05-08
418,2009-03-23,2009-10-28,Nexen Exploration Norge AS,30.00000,NULL,2007-02-16,2010-08-23,4238348,4062831,9999-12-31,2013-05-08
418,2009-03-23,2009-10-28,Wintershall Norge ASA,20.00000,NULL,9999-12-31,9999-12-31,4238348,5442509,9999-12-31,2013-05-08
418,2009-03-23,2009-10-28,Bayerngas Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,4444493,9999-12-31,2013-05-08
418,2009-01-21,2009-03-23,Premier Oil Norge AS,15.00000,NULL,9999-12-31,9999-12-31,4238348,3482067,9999-12-31,2013-05-08
418,2009-01-21,2009-03-23,Edison International Spa,15.00000,NULL,9999-12-31,9999-12-31,4238348,4062871,9999-12-31,2013-05-08
418,2009-01-21,2009-03-23,Nexen Exploration Norge AS,30.00000,NULL,2007-02-16,2010-08-23,4238348,4062831,9999-12-31,2013-05-08
418,2009-01-21,2009-03-23,Wintershall Norge ASA,20.00000,NULL,9999-12-31,9999-12-31,4238348,5442509,9999-12-31,2013-05-08
418,2009-01-21,2009-03-23,Bayerngas Produksjon Norge AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,5461974,9999-12-31,2013-05-08
418,2009-01-17,2009-01-21,PA Resources Norway AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,3986418,9999-12-31,2013-05-08
418,2009-01-17,2009-01-21,Premier Oil Norge AS,15.00000,NULL,9999-12-31,9999-12-31,4238348,3482067,9999-12-31,2013-05-08
418,2009-01-17,2009-01-21,Edison International Spa,15.00000,NULL,9999-12-31,9999-12-31,4238348,4062871,9999-12-31,2013-05-08
418,2009-01-17,2009-01-21,Nexen Exploration Norge AS,30.00000,NULL,2007-02-16,2010-08-23,4238348,4062831,9999-12-31,2013-05-08
418,2009-01-17,2009-01-21,Wintershall Norge ASA,20.00000,NULL,9999-12-31,9999-12-31,4238348,5442509,9999-12-31,2013-05-08
418,2007-02-16,2009-01-17,Nexen Exploration Norge AS,30.00000,NULL,2007-02-16,2010-08-23,4238348,4062831,9999-12-31,2013-05-08
418,2007-02-16,2009-01-17,Revus Energy ASA,20.00000,NULL,9999-12-31,9999-12-31,4238348,3431773,9999-12-31,2013-05-08
418,2007-02-16,2009-01-17,Edison International Spa,15.00000,NULL,9999-12-31,9999-12-31,4238348,4062871,9999-12-31,2013-05-08
418,2007-02-16,2009-01-17,Premier Oil Norge AS,15.00000,NULL,9999-12-31,9999-12-31,4238348,3482067,9999-12-31,2013-05-08
418,2007-02-16,2009-01-17,PA Resources Norway AS,20.00000,NULL,9999-12-31,9999-12-31,4238348,3986418,9999-12-31,2013-05-08
419,2009-12-22,2011-02-17,OMV (Norge) AS,30.00000,NULL,9999-12-31,9999-12-31,4238530,4460594,9999-12-31,2013-05-08
419,2009-12-22,2011-02-17,PGNiG Norway AS,25.00000,NULL,9999-12-31,9999-12-31,4238530,4505831,9999-12-31,2013-05-08
419,2009-12-22,2011-02-17,Nexen Exploration Norge AS,45.00000,NULL,2007-02-16,2011-02-17,4238530,4062831,9999-12-31,2013-05-08
419,2009-11-04,2009-12-22,PGNiG Norway AS,25.00000,NULL,9999-12-31,9999-12-31,4238530,4505831,9999-12-31,2013-05-08
419,2009-11-04,2009-12-22,Nexen Exploration Norge AS,75.00000,NULL,2007-02-16,2011-02-17,4238530,4062831,9999-12-31,2013-05-08
419,2009-10-28,2009-11-04,Edison International Norway Branch,20.00000,NULL,9999-12-31,9999-12-31,4238530,17237180,9999-12-31,2013-05-08
419,2009-10-28,2009-11-04,PGNiG Norway AS,25.00000,NULL,9999-12-31,9999-12-31,4238530,4505831,9999-12-31,2013-05-08
419,2009-10-28,2009-11-04,Wintershall Norge ASA,25.00000,NULL,9999-12-31,9999-12-31,4238530,5442509,9999-12-31,2013-05-08
419,2009-10-28,2009-11-04,Nexen Exploration Norge AS,30.00000,NULL,2007-02-16,2011-02-17,4238530,4062831,9999-12-31,2013-05-08
419,2009-05-15,2009-10-28,PGNiG Norway AS,25.00000,NULL,9999-12-31,9999-12-31,4238530,4505831,9999-12-31,2013-05-08
419,2009-05-15,2009-10-28,Wintershall Norge ASA,25.00000,NULL,9999-12-31,9999-12-31,4238530,5442509,9999-12-31,2013-05-08
419,2009-05-15,2009-10-28,Nexen Exploration Norge AS,30.00000,NULL,2007-02-16,2011-02-17,4238530,4062831,9999-12-31,2013-05-08
419,2009-05-15,2009-10-28,Edison International Spa,20.00000,NULL,9999-12-31,9999-12-31,4238530,4062871,9999-12-31,2013-05-08
419,2009-01-17,2009-05-15,Wintershall Norge ASA,25.00000,NULL,9999-12-31,9999-12-31,4238530,5442509,9999-12-31,2013-05-08
419,2009-01-17,2009-05-15,Nexen Exploration Norge AS,55.00000,NULL,2007-02-16,2011-02-17,4238530,4062831,9999-12-31,2013-05-08
419,2009-01-17,2009-05-15,Edison International Spa,20.00000,NULL,9999-12-31,9999-12-31,4238530,4062871,9999-12-31,2013-05-08
