fldName,fldOwnerName,fldOwnerKind,fldOwnerFrom,fldOwnerTo,fldLicenseeFrom,fldLicenseeTo,cmpLongName,fldCompanyShare,fldSdfiShare,fldNpdidField,cmpNpdidCompany,fldLicenseeDateUpdated,dateSyncNPD
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1999-01-01,2000-07-24,Phillips Petroleum Company Norway,35.11200,NULL,43541,694,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1999-01-01,2000-07-24,Fina Production Licenses AS,28.50000,NULL,43541,386,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1999-01-01,2000-07-24,Norsk Agip  AS,12.38800,NULL,43541,45,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1999-01-01,2000-07-24,Elf Petroleum Norge AS,8.02600,NULL,43541,298,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1999-01-01,2000-07-24,Norsk Hydro Produksjon AS,6.36500,NULL,43541,430,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1999-01-01,2000-07-24,Den norske stats oljeselskap a.s,5.95000,5.00000,43541,749,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1999-01-01,2000-07-24,Total Norge AS,3.37000,NULL,43541,848,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1999-01-01,2000-07-24,Saga Petroleum ASA,0.28900,NULL,43541,716,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1997-01-01,1999-01-01,Phillips Petroleum Company Norway,36.96000,NULL,43541,694,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1997-01-01,1999-01-01,Fina Production Licenses AS,30.00000,NULL,43541,386,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1997-01-01,1999-01-01,Norsk Agip  AS,13.04000,NULL,43541,45,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1997-01-01,1999-01-01,Elf Petroleum Norge AS,8.44900,NULL,43541,298,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1997-01-01,1999-01-01,Norsk Hydro Produksjon AS,6.70000,NULL,43541,430,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1997-01-01,1999-01-01,Total Norge AS,3.54700,NULL,43541,848,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1997-01-01,1999-01-01,Den norske stats oljeselskap a.s,1.00000,NULL,43541,749,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1997-01-01,1999-01-01,Saga Petroleum ASA,0.30400,NULL,43541,716,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1995-01-01,1997-01-01,Phillips Petroleum Company Norway,36.96000,NULL,43541,694,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1995-01-01,1997-01-01,Fina Production Licenses AS,30.00000,NULL,43541,386,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1995-01-01,1997-01-01,Norsk Agip  AS,13.04000,NULL,43541,45,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1995-01-01,1997-01-01,Elf Petroleum Norge AS,7.59400,NULL,43541,298,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1995-01-01,1997-01-01,Norsk Hydro Produksjon AS,6.70000,NULL,43541,430,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1995-01-01,1997-01-01,Total Norge AS,3.54700,NULL,43541,848,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1995-01-01,1997-01-01,Den norske stats oljeselskap a.s,1.00000,NULL,43541,749,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1995-01-01,1997-01-01,Elf Rex Norge AS,0.85500,NULL,43541,320,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1995-01-01,1997-01-01,Saga Petroleum ASA,0.30400,NULL,43541,716,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1992-08-14,1995-01-01,Phillips Petroleum Company Norway,36.96000,NULL,43541,694,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1992-08-14,1995-01-01,Fina Production Licenses AS,30.00000,NULL,43541,386,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1992-08-14,1995-01-01,Norsk Agip  AS,13.04000,NULL,43541,45,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1992-08-14,1995-01-01,Elf Petroleum Norge AS,7.59400,NULL,43541,298,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1992-08-14,1995-01-01,Norsk Hydro Produksjon AS,6.70000,NULL,43541,430,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1992-08-14,1995-01-01,Total Norge AS,3.54700,NULL,43541,848,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1992-08-14,1995-01-01,Den norske stats oljeselskap a.s,1.00000,NULL,43541,749,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1992-08-14,1995-01-01,Elf Rex Norge AS,0.85500,NULL,43541,320,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1992-08-14,1995-01-01,Norminol AS,0.30400,NULL,43541,529,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1990-11-22,1992-08-14,Phillips Petroleum Company Norway,36.96000,NULL,43541,694,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1990-11-22,1992-08-14,Fina Production Licenses AS,30.00000,NULL,43541,386,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1990-11-22,1992-08-14,Norsk Agip  AS,13.04000,NULL,43541,45,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1990-11-22,1992-08-14,Elf Aquitaine Norge A/S,7.59400,NULL,43541,331,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1990-11-22,1992-08-14,Norsk Hydro Produksjon AS,6.70000,NULL,43541,430,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1990-11-22,1992-08-14,Total Norge AS,3.54700,NULL,43541,848,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1990-11-22,1992-08-14,Den norske stats oljeselskap a.s,1.00000,NULL,43541,749,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1990-11-22,1992-08-14,Elf Rep Norge A/S,0.45600,NULL,43541,309,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1990-11-22,1992-08-14,Elf Rex Norge AS,0.39900,NULL,43541,320,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1990-11-22,1992-08-14,Norminol AS,0.30400,NULL,43541,529,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1988-04-01,1990-11-22,Phillips Petroleum Company Norway,36.96000,NULL,43541,694,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1988-04-01,1990-11-22,Fina Production Licenses AS,30.00000,NULL,43541,386,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1988-04-01,1990-11-22,Norsk Agip  AS,13.04000,NULL,43541,45,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1988-04-01,1990-11-22,Elf Aquitaine Norge A/S,7.59400,NULL,43541,331,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1988-04-01,1990-11-22,Norsk Hydro Produksjon AS,6.70000,NULL,43541,430,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1988-04-01,1990-11-22,Total Norge AS,3.54700,NULL,43541,848,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1988-04-01,1990-11-22,Den norske stats oljeselskap a.s,1.00000,NULL,43541,749,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1988-04-01,1990-11-22,Eurafrep Norge A/S,0.45600,NULL,43541,364,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1988-04-01,1990-11-22,Coparex Norge A/S,0.39900,NULL,43541,243,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1988-04-01,1990-11-22,Cofranord A/S,0.30400,NULL,43541,199,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1977-07-01,1988-04-01,Phillips Petroleum Company Norway,36.96000,NULL,43541,694,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1977-07-01,1988-04-01,Fina Production Licenses AS,30.00000,NULL,43541,386,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1977-07-01,1988-04-01,Norsk Agip  AS,13.04000,NULL,43541,45,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1977-07-01,1988-04-01,Elf Aquitaine Norge A/S,8.09400,NULL,43541,331,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1977-07-01,1988-04-01,Norsk Hydro Produksjon AS,6.70000,NULL,43541,430,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1977-07-01,1988-04-01,Total Norge AS,4.04700,NULL,43541,848,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1977-07-01,1988-04-01,Eurafrep Norge A/S,0.45600,NULL,43541,364,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1977-07-01,1988-04-01,Coparex Norge A/S,0.39900,NULL,43541,243,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1977-07-01,1988-04-01,Cofranord A/S,0.30400,NULL,43541,199,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1975-04-25,1977-07-01,Phillips Petroleum Company Norway,36.96000,NULL,43541,694,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1975-04-25,1977-07-01,Fina Production Licenses AS,30.00000,NULL,43541,386,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1975-04-25,1977-07-01,Norsk Agip  AS,13.04000,NULL,43541,45,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1975-04-25,1977-07-01,Norsk Hydro Produksjon AS,6.70000,NULL,43541,430,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1975-04-25,1977-07-01,Elf Norge A/S,5.39600,NULL,43541,287,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1975-04-25,1977-07-01,Total Norge AS,4.04700,NULL,43541,848,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1975-04-25,1977-07-01,Aquitaine Norge A/S,2.69800,NULL,43541,111,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1975-04-25,1977-07-01,Eurafrep Norge A/S,0.45600,NULL,43541,364,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1975-04-25,1977-07-01,Coparex Norge A/S,0.39900,NULL,43541,243,9999-12-31,2013-05-08
EDDA,018,PRODUCTION LICENSE,1975-04-25,9999-12-31,1975-04-25,1977-07-01,Cofranord A/S,0.30400,NULL,43541,199,9999-12-31,2013-05-08
EDVARD GRIEG,338,PRODUCTION LICENSE,2012-06-11,9999-12-31,2012-06-11,9999-12-31,Lundin Norway AS,50.00000,NULL,21675433,2767314,9999-12-31,2013-05-08
EDVARD GRIEG,338,PRODUCTION LICENSE,2012-06-11,9999-12-31,2012-06-11,9999-12-31,Wintershall Norge AS,30.00000,NULL,21675433,21666830,9999-12-31,2013-05-08
EDVARD GRIEG,338,PRODUCTION LICENSE,2012-06-11,9999-12-31,2012-06-11,9999-12-31,OMV (Norge) AS,20.00000,NULL,21675433,4460594,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2009-11-02,9999-12-31,Total E&P Norge AS,39.89600,NULL,43506,2410708,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2009-11-02,9999-12-31,ConocoPhillips Skandinavia AS,35.11200,NULL,43506,2410696,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2009-11-02,9999-12-31,Eni Norge AS,12.38800,NULL,43506,2388594,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2009-11-02,9999-12-31,Statoil Petroleum AS,7.60400,NULL,43506,17237817,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2009-11-02,9999-12-31,Petoro AS,5.00000,NULL,43506,1626839,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2009-01-01,2009-11-02,Total E&P Norge AS,39.89600,NULL,43506,2410708,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2009-01-01,2009-11-02,ConocoPhillips Skandinavia AS,35.11200,NULL,43506,2410696,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2009-01-01,2009-11-02,Eni Norge AS,12.38800,NULL,43506,2388594,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2009-01-01,2009-11-02,StatoilHydro Petroleum AS,7.60400,NULL,43506,4511658,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2009-01-01,2009-11-02,Petoro AS,5.00000,NULL,43506,1626839,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2007-10-01,2009-01-01,Total E&P Norge AS,39.89600,NULL,43506,2410708,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2007-10-01,2009-01-01,ConocoPhillips Skandinavia AS,35.11200,NULL,43506,2410696,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2007-10-01,2009-01-01,Eni Norge AS,12.38800,NULL,43506,2388594,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2007-10-01,2009-01-01,StatoilHydro Petroleum AS,6.65400,NULL,43506,4511658,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2007-10-01,2009-01-01,Petoro AS,5.00000,NULL,43506,1626839,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2007-10-01,2009-01-01,StatoilHydro ASA,0.95000,NULL,43506,4511854,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2007-01-01,2007-10-01,Total E&P Norge AS,39.89600,NULL,43506,2410708,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2007-01-01,2007-10-01,ConocoPhillips Skandinavia AS,35.11200,NULL,43506,2410696,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2007-01-01,2007-10-01,Eni Norge AS,12.38800,NULL,43506,2388594,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2007-01-01,2007-10-01,Norsk Hydro Petroleum AS,6.65400,NULL,43506,4524355,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2007-01-01,2007-10-01,Petoro AS,5.00000,NULL,43506,1626839,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2007-01-01,2007-10-01,Statoil ASA (old),0.95000,NULL,43506,1622484,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-12-15,2007-01-01,Total E&P Norge AS,39.89600,NULL,43506,2410708,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-12-15,2007-01-01,ConocoPhillips Skandinavia AS,35.11200,NULL,43506,2410696,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-12-15,2007-01-01,Eni Norge AS,12.38800,NULL,43506,2388594,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-12-15,2007-01-01,Norsk Hydro Produksjon AS,6.65400,NULL,43506,430,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-12-15,2007-01-01,Petoro AS,5.00000,NULL,43506,1626839,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-12-15,2007-01-01,Statoil ASA (old),0.95000,NULL,43506,1622484,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-05-06,2003-12-15,Total E&P Norge AS,39.89600,NULL,43506,2410708,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-05-06,2003-12-15,ConocoPhillips Skandinavia AS,35.11200,NULL,43506,2410696,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-05-06,2003-12-15,Norsk Agip  AS,12.38800,NULL,43506,45,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-05-06,2003-12-15,Norsk Hydro Produksjon AS,6.65400,NULL,43506,430,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-05-06,2003-12-15,Petoro AS,5.00000,NULL,43506,1626839,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-05-06,2003-12-15,Statoil ASA (old),0.95000,NULL,43506,1622484,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-03-05,2003-05-06,TotalFinaElf Exploration Norge AS,39.89600,NULL,43506,1340884,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-03-05,2003-05-06,Phillips Petroleum Norsk AS,35.11200,NULL,43506,705,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-03-05,2003-05-06,Norsk Agip  AS,12.38800,NULL,43506,45,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-03-05,2003-05-06,Norsk Hydro Produksjon AS,6.65400,NULL,43506,430,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-03-05,2003-05-06,Petoro AS,5.00000,NULL,43506,1626839,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2003-03-05,2003-05-06,Statoil ASA (old),0.95000,NULL,43506,1622484,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2002-10-23,2003-03-05,TotalFinaElf Exploration Norge AS,39.89600,NULL,43506,1340884,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2002-10-23,2003-03-05,ConocoPhillips Norge,35.11200,NULL,43506,2144081,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2002-10-23,2003-03-05,Norsk Agip  AS,12.38800,NULL,43506,45,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2002-10-23,2003-03-05,Norsk Hydro Produksjon AS,6.65400,NULL,43506,430,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2002-10-23,2003-03-05,Petoro AS,5.00000,NULL,43506,1626839,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2002-10-23,2003-03-05,Statoil ASA (old),0.95000,NULL,43506,1622484,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-12-18,2002-10-23,TotalFinaElf Exploration Norge AS,39.89600,NULL,43506,1340884,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-12-18,2002-10-23,Phillips Petroleum Company Norway,35.11200,NULL,43506,694,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-12-18,2002-10-23,Norsk Agip  AS,12.38800,NULL,43506,45,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-12-18,2002-10-23,Norsk Hydro Produksjon AS,6.65400,NULL,43506,430,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-12-18,2002-10-23,Petoro AS,5.00000,NULL,43506,1626839,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-12-18,2002-10-23,Statoil ASA (old),0.95000,NULL,43506,1622484,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-06-17,2001-12-18,Phillips Petroleum Company Norway,35.11200,NULL,43506,694,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-06-17,2001-12-18,Total Norge AS,31.87000,NULL,43506,848,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-06-17,2001-12-18,Norsk Agip  AS,12.38800,NULL,43506,45,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-06-17,2001-12-18,TotalFinaElf Exploration Norge AS,8.02600,NULL,43506,1340884,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-06-17,2001-12-18,Norsk Hydro Produksjon AS,6.65400,NULL,43506,430,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-06-17,2001-12-18,Petoro AS,5.00000,NULL,43506,1626839,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-06-17,2001-12-18,Statoil ASA (old),0.95000,NULL,43506,1622484,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-05-10,2001-06-17,Phillips Petroleum Company Norway,35.11200,NULL,43506,694,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-05-10,2001-06-17,Total Norge AS,31.87000,NULL,43506,848,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-05-10,2001-06-17,Norsk Agip  AS,12.38800,NULL,43506,45,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-05-10,2001-06-17,TotalFinaElf Exploration Norge AS,8.02600,NULL,43506,1340884,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-05-10,2001-06-17,Norsk Hydro Produksjon AS,6.65400,NULL,43506,430,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-05-10,2001-06-17,SDØE,5.00000,NULL,43506,1623450,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-05-10,2001-06-17,Statoil ASA (old),0.95000,NULL,43506,1622484,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-01-11,2001-05-10,Phillips Petroleum Company Norway,35.11200,NULL,43506,694,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-01-11,2001-05-10,Total Norge AS,31.87000,NULL,43506,848,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-01-11,2001-05-10,Norsk Agip  AS,12.38800,NULL,43506,45,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-01-11,2001-05-10,TotalFinaElf Exploration Norge AS,8.02600,NULL,43506,1340884,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-01-11,2001-05-10,Norsk Hydro Produksjon AS,6.65400,NULL,43506,430,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2001-01-11,2001-05-10,Den norske stats oljeselskap a.s,5.95000,5.00000,43506,749,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2000-12-20,2001-01-11,Phillips Petroleum Company Norway,35.11200,NULL,43506,694,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2000-12-20,2001-01-11,Total Norge AS,31.87000,NULL,43506,848,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2000-12-20,2001-01-11,Norsk Agip  AS,12.38800,NULL,43506,45,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2000-12-20,2001-01-11,TotalFinaElf Exploration Norge AS,8.02600,NULL,43506,1340884,9999-12-31,2013-05-08
EKOFISK,018,PRODUCTION LICENSE,1972-03-01,9999-12-31,2000-12-20,2001-01-11,Norsk Hydro Produksjon AS,6.36500,NULL,43506,430,9999-12-31,2013-05-08
