ptlName,cmpLongName,ptlLicenseeInterest,prlNpdidLicence,cmpNpdidCompany,ptlLicenseeDateUpdated,dateSyncNPD
255,Petoro AS,30.00000,1032979,1626839,9999-12-31,2013-05-08
255,Total E&P Norge AS,20.00000,1032979,2410708,9999-12-31,2013-05-08
255,Statoil Petroleum AS,20.00000,1032979,17237817,9999-12-31,2013-05-08
255,A/S Norske Shell,30.00000,1032979,562,9999-12-31,2013-05-08
257,ExxonMobil Exploration & Production Norway AS,15.00000,1033013,2835212,9999-12-31,2013-05-08
257,Statoil Petroleum AS,79.00000,1033013,17237817,9999-12-31,2013-05-08
257,Total E&P Norge AS,6.00000,1033013,2410708,9999-12-31,2013-05-08
261,Statoil Petroleum AS,20.00000,1033077,17237817,9999-12-31,2013-05-08
261,RWE Dea Norge AS,30.00000,1033077,97557,9999-12-31,2013-05-08
261,BP Norge AS,50.00000,1033077,2052695,9999-12-31,2013-05-08
262,Statoil Petroleum AS,30.00000,1033093,17237817,9999-12-31,2013-05-08
262,PGNiG Norway AS,15.00000,1033093,4505831,9999-12-31,2013-05-08
262,E.ON E&P Norge AS,25.00000,1033093,21631209,9999-12-31,2013-05-08
262,BP Norge AS,30.00000,1033093,2052695,9999-12-31,2013-05-08
263,Bayerngas Norge AS,30.00000,1033111,4444493,9999-12-31,2013-05-08
263,Statoil Petroleum AS,70.00000,1033111,17237817,9999-12-31,2013-05-08
263 B,Bayerngas Norge AS,30.00000,3812093,4444493,9999-12-31,2013-05-08
263 B,Statoil Petroleum AS,70.00000,3812093,17237817,9999-12-31,2013-05-08
263 C,Statoil Petroleum AS,45.75000,4966437,17237817,9999-12-31,2013-05-08
263 C,Eni Norge AS,9.80000,4966437,2388594,9999-12-31,2013-05-08
263 C,Petoro AS,19.95000,4966437,1626839,9999-12-31,2013-05-08
263 C,Total E&P Norge AS,24.50000,4966437,2410708,9999-12-31,2013-05-08
265,Lundin Norway AS,10.00000,1624237,2767314,9999-12-31,2013-05-08
265,Det norske oljeselskap ASA,20.00000,1624237,17342870,9999-12-31,2013-05-08
265,Petoro AS,30.00000,1624237,1626839,9999-12-31,2013-05-08
265,Statoil Petroleum AS,40.00000,1624237,17237817,9999-12-31,2013-05-08
269,Statoil Petroleum AS,100.00000,1624410,17237817,9999-12-31,2013-05-08
270,VNG Norge AS,85.00000,1624436,17237193,9999-12-31,2013-05-08
270,Atlantic Petroleum Norge AS,15.00000,1624436,22513163,2013-01-18,2013-05-08
272,Det norske oljeselskap ASA,25.00000,2060232,17342870,9999-12-31,2013-05-08
272,Statoil Petroleum AS,50.00000,2060232,17237817,9999-12-31,2013-05-08
272,Svenska Petroleum Exploration AS,25.00000,2060232,738,9999-12-31,2013-05-08
274,Bayerngas Norge AS,30.00000,2060266,4444493,9999-12-31,2013-05-08
274,Noreco Norway AS,15.00000,2060266,22223020,9999-12-31,2013-05-08
274,DONG E&P Norge AS,55.00000,2060266,4070011,9999-12-31,2013-05-08
274 CS,Noreco Norway AS,15.00000,4909658,22223020,9999-12-31,2013-05-08
274 CS,Bayerngas Norge AS,30.00000,4909658,4444493,9999-12-31,2013-05-08
274 CS,DONG E&P Norge AS,55.00000,4909658,4070011,9999-12-31,2013-05-08
275,Total E&P Norge AS,39.89600,2060278,2410708,9999-12-31,2013-05-08
275,ConocoPhillips Skandinavia AS,35.11200,2060278,2410696,9999-12-31,2013-05-08
275,Petoro AS,5.00000,2060278,1626839,9999-12-31,2013-05-08
275,Statoil Petroleum AS,7.60400,2060278,17237817,9999-12-31,2013-05-08
275,Eni Norge AS,12.38800,2060278,2388594,9999-12-31,2013-05-08
277,Petoro AS,30.00000,2060336,1626839,9999-12-31,2013-05-08
277,Statoil Petroleum AS,70.00000,2060336,17237817,9999-12-31,2013-05-08
289,DONG E&P Norge AS,50.00000,2407454,4070011,9999-12-31,2013-05-08
289,Bayerngas Norge AS,50.00000,2407454,4444493,9999-12-31,2013-05-08
292,Lundin Norway AS,40.00000,2407572,2767314,9999-12-31,2013-05-08
292,BG Norge AS,60.00000,2407572,2747354,9999-12-31,2013-05-08
292 B,Lundin Norway AS,40.00000,5107501,2767314,9999-12-31,2013-05-08
292 B,BG Norge AS,60.00000,5107501,2747354,9999-12-31,2013-05-08
293,Eni Norge AS,45.00000,2407711,2388594,9999-12-31,2013-05-08
293,Statoil Petroleum AS,40.00000,2407711,17237817,9999-12-31,2013-05-08
293,Idemitsu Petroleum Norge AS,15.00000,2407711,441,9999-12-31,2013-05-08
293 B,Idemitsu Petroleum Norge AS,15.00000,21695786,441,9999-12-31,2013-05-08
293 B,Statoil Petroleum AS,40.00000,21695786,17237817,9999-12-31,2013-05-08
293 B,Eni Norge AS,45.00000,21695786,2388594,9999-12-31,2013-05-08
299,North Energy ASA,20.00000,2490320,18082156,9999-12-31,2013-05-08
299,DONG E&P Norge AS,20.00000,2490320,4070011,9999-12-31,2013-05-08
299,Talisman Energy Norge AS,31.50000,2490320,2425093,9999-12-31,2013-05-08
299,Capricorn Norge AS,28.50000,2490320,23297570,2013-05-01,2013-05-08
300,DONG E&P Norge AS,45.00000,2490354,4070011,9999-12-31,2013-05-08
300,BP Norge AS,55.00000,2490354,2052695,9999-12-31,2013-05-08
301,Lundin Norway AS,40.00000,2490380,2767314,9999-12-31,2013-05-08
301,Skeie Energy AS,60.00000,2490380,23286115,2013-04-10,2013-05-08
301 D,Skeie Energy AS (Old),60.00000,20088622,4511646,2013-03-19,2013-05-08
301 D,Lundin Norway AS,40.00000,20088622,2767314,9999-12-31,2013-05-08
303 B,Statoil Petroleum AS,59.60000,20499620,17237817,2013-03-12,2013-05-08
303 B,Total E&P Norge AS,10.00000,20499620,2410708,2013-03-12,2013-05-08
303 B,ExxonMobil Exploration & Production Norway AS,30.40000,20499620,2835212,2013-03-12,2013-05-08
309 B,Petoro AS,33.60000,20108378,1626839,9999-12-31,2013-05-08
309 B,ConocoPhillips Skandinavia AS,2.58282,20108378,2410696,9999-12-31,2013-05-08
309 B,Statoil Petroleum AS,63.81718,20108378,17237817,9999-12-31,2013-05-08
309 C,ConocoPhillips Skandinavia AS,2.58282,21104663,2410696,9999-12-31,2013-05-08
309 C,Petoro AS,33.60000,21104663,1626839,9999-12-31,2013-05-08
309 C,Statoil Petroleum AS,63.81718,21104663,17237817,9999-12-31,2013-05-08
312,Eni Norge AS,17.00000,2491196,2388594,9999-12-31,2013-05-08
312,ExxonMobil Exploration & Production Norway AS,24.00000,2491196,2835212,9999-12-31,2013-05-08
312,Statoil Petroleum AS,59.00000,2491196,17237817,9999-12-31,2013-05-08
312 B,Eni Norge AS,17.00000,17654614,2388594,9999-12-31,2013-05-08
312 B,ExxonMobil Exploration & Production Norway AS,24.00000,17654614,2835212,9999-12-31,2013-05-08
312 B,Statoil Petroleum AS,59.00000,17654614,17237817,9999-12-31,2013-05-08
316,Norske AEDC A/S,10.00000,2786469,34,9999-12-31,2013-05-08
316,Lotos Exploration and Production Norge AS,20.00000,2786469,5064434,9999-12-31,2013-05-08
316,Wintershall Norge AS,10.00000,2786469,21666830,9999-12-31,2013-05-08
316,Talisman Energy Norge AS,60.00000,2786469,2425093,9999-12-31,2013-05-08
316 B,Talisman Energy Norge AS,60.00000,4237334,2425093,9999-12-31,2013-05-08
316 B,Wintershall Norge AS,10.00000,4237334,21666830,9999-12-31,2013-05-08
316 B,Lotos Exploration and Production Norge AS,20.00000,4237334,5064434,9999-12-31,2013-05-08
316 B,Norske AEDC A/S,10.00000,4237334,34,9999-12-31,2013-05-08
318,Petoro AS,20.00000,2786586,1626839,9999-12-31,2013-05-08
318,Idemitsu Petroleum Norge AS,20.00000,2786586,441,9999-12-31,2013-05-08
318,Statoil Petroleum AS,60.00000,2786586,17237817,9999-12-31,2013-05-08
318 B,Petoro AS,20.00000,4238138,1626839,9999-12-31,2013-05-08
318 B,Statoil Petroleum AS,60.00000,4238138,17237817,9999-12-31,2013-05-08
318 B,Idemitsu Petroleum Norge AS,20.00000,4238138,441,9999-12-31,2013-05-08
318 C,Petoro AS,60.00000,5463114,1626839,9999-12-31,2013-05-08
318 C,Idemitsu Petroleum Norge AS,20.00000,5463114,441,9999-12-31,2013-05-08
318 C,Statoil Petroleum AS,20.00000,5463114,17237817,9999-12-31,2013-05-08
327,A/S Norske Shell,10.00000,2786915,562,9999-12-31,2013-05-08
327,Petoro AS,20.00000,2786915,1626839,9999-12-31,2013-05-08
327,Statoil Petroleum AS,70.00000,2786915,17237817,9999-12-31,2013-05-08
327 B,A/S Norske Shell,10.00000,4720054,562,9999-12-31,2013-05-08
327 B,Petoro AS,20.00000,4720054,1626839,9999-12-31,2013-05-08
327 B,Statoil Petroleum AS,70.00000,4720054,17237817,9999-12-31,2013-05-08
330,Lundin Norway AS,30.00000,2787040,2767314,9999-12-31,2013-05-08
330,Marathon Oil Norge AS,30.00000,2787040,20485291,9999-12-31,2013-05-08
330,RWE Dea Norge AS,40.00000,2787040,97557,9999-12-31,2013-05-08
332,Det norske oljeselskap ASA,40.00000,2986240,17342870,9999-12-31,2013-05-08
332,Talisman Energy Norge AS,40.00000,2986240,2425093,9999-12-31,2013-05-08
332,Bayerngas Norge AS,10.00000,2986240,4444493,9999-12-31,2013-05-08
332,Norske AEDC A/S,10.00000,2986240,34,9999-12-31,2013-05-08
333,Total E&P Norge AS,22.20000,2986266,2410708,9999-12-31,2013-05-08
333,Statoil Petroleum AS,77.80000,2986266,17237817,9999-12-31,2013-05-08
338,Lundin Norway AS,50.00000,2986578,2767314,9999-12-31,2013-05-08
338,Wintershall Norge AS,30.00000,2986578,21666830,9999-12-31,2013-05-08
338,OMV (Norge) AS,20.00000,2986578,4460594,9999-12-31,2013-05-08
340,Lundin Norway AS,15.00000,2986630,2767314,9999-12-31,2013-05-08
340,ConocoPhillips Skandinavia AS,20.00000,2986630,2410696,9999-12-31,2013-05-08
340,Marathon Oil Norge AS,65.00000,2986630,20485291,9999-12-31,2013-05-08
340 BS,Lundin Norway AS,15.00000,17320421,2767314,9999-12-31,2013-05-08
340 BS,ConocoPhillips Skandinavia AS,20.00000,17320421,2410696,9999-12-31,2013-05-08
340 BS,Marathon Oil Norge AS,65.00000,17320421,20485291,9999-12-31,2013-05-08
348,Faroe Petroleum Norge AS,7.50000,2987047,4062883,9999-12-31,2013-05-08
348,VNG Norge AS,2.50000,2987047,17237193,9999-12-31,2013-05-08
348,Core Energy AS,17.50000,2987047,20460080,9999-12-31,2013-05-08
348,E.ON E&P Norge AS,17.50000,2987047,21631209,9999-12-31,2013-05-08
348,GDF SUEZ E&P Norge AS,20.00000,2987047,5267845,9999-12-31,2013-05-08
348,Statoil Petroleum AS,35.00000,2987047,17237817,9999-12-31,2013-05-08
348 B,Faroe Petroleum Norge AS,7.50000,20109261,4062883,9999-12-31,2013-05-08
348 B,VNG Norge AS,2.50000,20109261,17237193,9999-12-31,2013-05-08
348 B,Core Energy AS,17.50000,20109261,20460080,9999-12-31,2013-05-08
348 B,E.ON E&P Norge AS,17.50000,20109261,21631209,9999-12-31,2013-05-08
348 B,GDF SUEZ E&P Norge AS,20.00000,20109261,5267845,9999-12-31,2013-05-08
348 B,Statoil Petroleum AS,35.00000,20109261,17237817,9999-12-31,2013-05-08
359,Statoil Petroleum AS,30.00000,3810373,17237817,9999-12-31,2013-05-08
359,Premier Oil Norge AS,30.00000,3810373,3482067,9999-12-31,2013-05-08
359,Lundin Norway AS,40.00000,3810373,2767314,9999-12-31,2013-05-08
360,Wintershall Norge AS,15.00000,3810387,21666830,9999-12-31,2013-05-08
360,Noreco Norway AS,15.00000,3810387,22223020,9999-12-31,2013-05-08
360,DONG E&P Norge AS,20.00000,3810387,4070011,9999-12-31,2013-05-08
360,Statoil Petroleum AS,50.00000,3810387,17237817,9999-12-31,2013-05-08
360 B,Noreco Norway AS,15.00000,20107847,22223020,9999-12-31,2013-05-08
360 B,Wintershall Norge AS,15.00000,20107847,21666830,9999-12-31,2013-05-08
360 B,DONG E&P Norge AS,20.00000,20107847,4070011,9999-12-31,2013-05-08
360 B,Statoil Petroleum AS,50.00000,20107847,17237817,9999-12-31,2013-05-08
362,Dana Petroleum Norway AS,10.00000,3810565,4526555,9999-12-31,2013-05-08
362,Centrica Resources (Norge) AS,50.00000,3810565,4238233,9999-12-31,2013-05-08
362,Svenska Petroleum Exploration AS,25.00000,3810565,738,9999-12-31,2013-05-08
362,Det norske oljeselskap ASA,15.00000,3810565,17342870,9999-12-31,2013-05-08
364,Premier Oil Norge AS,50.00000,3810636,3482067,9999-12-31,2013-05-08
364,Det norske oljeselskap ASA,50.00000,3810636,17342870,9999-12-31,2013-05-08
370,Wintershall Norge AS,40.00000,3810959,21666830,9999-12-31,2013-05-08
370,Capricorn Norge AS,30.00000,3810959,23297570,2013-05-01,2013-05-08
370,Concedo ASA,20.00000,3810959,4460794,9999-12-31,2013-05-08
370,North Energy ASA,10.00000,3810959,18082156,9999-12-31,2013-05-08
370 B,North Energy ASA,10.00000,20108642,18082156,9999-12-31,2013-05-08
370 B,Concedo ASA,20.00000,20108642,4460794,9999-12-31,2013-05-08
370 B,Capricorn Norge AS,30.00000,20108642,23297570,2013-05-01,2013-05-08
370 B,Wintershall Norge AS,40.00000,20108642,21666830,9999-12-31,2013-05-08
373 S,RWE Dea Norge AS,10.00000,3811116,97557,2013-05-07,2013-05-08
373 S,Wintershall Norge AS,20.00000,3811116,21666830,2013-05-07,2013-05-08
373 S,Idemitsu Petroleum Norge AS,25.00000,3811116,441,2013-05-07,2013-05-08
373 S,BG Norge AS,45.00000,3811116,2747354,2013-05-07,2013-05-08
374 S,Petoro AS,20.00000,3811171,1626839,9999-12-31,2013-05-08
374 S,Premier Oil Norge AS,15.00000,3811171,3482067,9999-12-31,2013-05-08
374 S,Wintershall Norge AS,20.00000,3811171,21666830,9999-12-31,2013-05-08
374 S,BG Norge AS,45.00000,3811171,2747354,9999-12-31,2013-05-08
375,Wintershall Norge AS,15.00000,3811214,21666830,9999-12-31,2013-05-08
375,Talisman Energy Norge AS,20.00000,3811214,2425093,9999-12-31,2013-05-08
375,Suncor Energy Norge AS,65.00000,3811214,20426420,9999-12-31,2013-05-08
375 B,Suncor Energy Norge AS,65.00000,20108600,20426420,9999-12-31,2013-05-08
375 B,Wintershall Norge AS,15.00000,20108600,21666830,9999-12-31,2013-05-08
375 B,Talisman Energy Norge AS,20.00000,20108600,2425093,9999-12-31,2013-05-08
375 C,Wintershall Norge AS,15.00000,21569065,21666830,9999-12-31,2013-05-08
375 C,Talisman Energy Norge AS,20.00000,21569065,2425093,9999-12-31,2013-05-08
375 C,Suncor Energy Norge AS,65.00000,21569065,20426420,9999-12-31,2013-05-08
378,Talisman Energy Norge AS,35.00000,3811312,2425093,9999-12-31,2013-05-08
378,Premier Oil Norge AS,20.00000,3811312,3482067,9999-12-31,2013-05-08
378,Wintershall Norge AS,45.00000,3811312,21666830,9999-12-31,2013-05-08
382,Norwegian Energy Company ASA,20.00000,3811444,4530695,9999-12-31,2013-05-08
382,BG Norge AS,80.00000,3811444,2747354,9999-12-31,2013-05-08
385,Noreco Norway AS,20.00000,3811602,22223020,9999-12-31,2013-05-08
385,Statoil Petroleum AS,45.00000,3811602,17237817,9999-12-31,2013-05-08
385,North Energy ASA,15.00000,3811602,18082156,9999-12-31,2013-05-08
385,DONG E&P Norge AS,20.00000,3811602,4070011,9999-12-31,2013-05-08
386,Statoil Petroleum AS,100.00000,3811659,17237817,9999-12-31,2013-05-08
393,Petoro AS,20.00000,3965277,1626839,9999-12-31,2013-05-08
393,BG Norge AS,20.00000,3965277,2747354,9999-12-31,2013-05-08
393,Eni Norge AS,30.00000,3965277,2388594,9999-12-31,2013-05-08
393,Statoil Petroleum AS,30.00000,3965277,17237817,9999-12-31,2013-05-08
393 B,Petoro AS,20.00000,18404594,1626839,9999-12-31,2013-05-08
393 B,Statoil Petroleum AS,50.00000,18404594,17237817,9999-12-31,2013-05-08
393 B,OMV (Norge) AS,30.00000,18404594,4460594,9999-12-31,2013-05-08
395,Petoro AS,20.00000,3965360,1626839,9999-12-31,2013-05-08
395,BG Norge AS,30.00000,3965360,2747354,9999-12-31,2013-05-08
395,Statoil Petroleum AS,50.00000,3965360,17237817,9999-12-31,2013-05-08
405,Faroe Petroleum Norge AS,15.00000,4237284,4062883,9999-12-31,2013-05-08
405,Suncor Energy Norge AS,30.00000,4237284,20426420,9999-12-31,2013-05-08
405,Tullow Oil Norge AS,15.00000,4237284,23173852,2013-02-21,2013-05-08
405,Centrica Resources (Norge) AS,40.00000,4237284,4238233,9999-12-31,2013-05-08
405 B,Tullow Oil Norge AS,15.00000,4918473,23173852,2013-02-20,2013-05-08
405 B,Faroe Petroleum Norge AS,15.00000,4918473,4062883,9999-12-31,2013-05-08
405 B,Suncor Energy Norge AS,30.00000,4918473,20426420,9999-12-31,2013-05-08
405 B,Centrica Resources (Norge) AS,40.00000,4918473,4238233,9999-12-31,2013-05-08
406,Tullow Oil (Bream) Norge AS,20.00000,4237318,23173840,2013-02-20,2013-05-08
406,Premier Oil Norge AS,80.00000,4237318,3482067,9999-12-31,2013-05-08
407,Tullow Oil (Bream) Norge AS,20.00000,4237300,23173840,2013-02-20,2013-05-08
407,Premier Oil Norge AS,40.00000,4237300,3482067,9999-12-31,2013-05-08
407,BG Norge AS,40.00000,4237300,2747354,9999-12-31,2013-05-08
409,Lundin Norway AS,70.00000,4237470,2767314,9999-12-31,2013-05-08
409,Bayerngas Norge AS,20.00000,4237470,4444493,9999-12-31,2013-05-08
409,Statoil Petroleum AS,10.00000,4237470,17237817,9999-12-31,2013-05-08
410,Statoil Petroleum AS,30.00000,4237458,17237817,9999-12-31,2013-05-08
410,Lundin Norway AS,70.00000,4237458,2767314,9999-12-31,2013-05-08
414,Bayerngas Norge AS,20.00000,4237582,4444493,9999-12-31,2013-05-08
414,Faroe Petroleum Norge AS,20.00000,4237582,4062883,9999-12-31,2013-05-08
414,Noreco Norway AS,20.00000,4237582,22223020,9999-12-31,2013-05-08
414,Det norske oljeselskap ASA,40.00000,4237582,17342870,9999-12-31,2013-05-08
414 B,Bayerngas Norge AS,20.00000,21569107,4444493,9999-12-31,2013-05-08
414 B,Noreco Norway AS,20.00000,21569107,22223020,9999-12-31,2013-05-08
414 B,Faroe Petroleum Norge AS,20.00000,21569107,4062883,9999-12-31,2013-05-08
414 B,Det norske oljeselskap ASA,40.00000,21569107,17342870,9999-12-31,2013-05-08
418,Capricorn Norge AS,20.00000,4238348,23297570,2013-05-01,2013-05-08
418,Bayerngas Norge AS,20.00000,4238348,4444493,9999-12-31,2013-05-08
418,Edison International Norway Branch,15.00000,4238348,17237180,9999-12-31,2013-05-08
418,Wintershall Norge AS,35.00000,4238348,21666830,9999-12-31,2013-05-08
418,RWE Dea Norge AS,10.00000,4238348,97557,9999-12-31,2013-05-08
420,Idemitsu Petroleum Norge AS,30.00000,4238409,441,9999-12-31,2013-05-08
420,Statoil Petroleum AS,40.00000,4238409,17237817,9999-12-31,2013-05-08
420,RWE Dea Norge AS,30.00000,4238409,97557,9999-12-31,2013-05-08
433,Faroe Petroleum Norge AS,15.00000,4238654,4062883,9999-12-31,2013-05-08
433,Suncor Energy Norge AS,30.00000,4238654,20426420,9999-12-31,2013-05-08
433,Centrica Resources (Norge) AS,40.00000,4238654,4238233,9999-12-31,2013-05-08
433,E.ON E&P Norge AS,15.00000,4238654,21631209,9999-12-31,2013-05-08
435,OMV (Norge) AS,20.00000,4238696,4460594,9999-12-31,2013-05-08
435,Maersk Oil Norway AS,20.00000,4238696,4719674,9999-12-31,2013-05-08
435,Edison International Norway Branch,20.00000,4238696,17237180,9999-12-31,2013-05-08
435,RWE Dea Norge AS,40.00000,4238696,97557,9999-12-31,2013-05-08
438,Petoro AS,20.00000,4238812,1626839,9999-12-31,2013-05-08
438,RWE Dea Norge AS,20.00000,4238812,97557,9999-12-31,2013-05-08
438,Tullow Oil Norge AS,17.50000,4238812,23173852,2013-02-20,2013-05-08
438,Lundin Norway AS,25.00000,4238812,2767314,9999-12-31,2013-05-08
438,Talisman Energy Norge AS,7.50000,4238812,2425093,9999-12-31,2013-05-08
438,Det norske oljeselskap ASA,10.00000,4238812,17342870,9999-12-31,2013-05-08
440 S,Noreco Norway AS,12.00000,4237161,22223020,9999-12-31,2013-05-08
440 S,Lundin Norway AS,18.00000,4237161,2767314,9999-12-31,2013-05-08
440 S,Faroe Petroleum Norge AS,40.00000,4237161,4062883,9999-12-31,2013-05-08
440 S,Dana Petroleum Norway AS,20.00000,4237161,4526555,9999-12-31,2013-05-08
440 S,Det norske oljeselskap ASA,10.00000,4237161,17342870,9999-12-31,2013-05-08
442,Det norske oljeselskap ASA,20.00000,4237510,17342870,9999-12-31,2013-05-08
442,Svenska Petroleum Exploration AS,40.00000,4237510,738,9999-12-31,2013-05-08
442,Centrica Resources (Norge) AS,40.00000,4237510,4238233,9999-12-31,2013-05-08
448,Petoro AS,30.00000,4238790,1626839,9999-12-31,2013-05-08
448,RWE Dea Norge AS,2.81000,4238790,97557,9999-12-31,2013-05-08
448,GDF SUEZ E&P Norge AS,12.00000,4238790,5267845,9999-12-31,2013-05-08
448,Total E&P Norge AS,18.40000,4238790,2410708,9999-12-31,2013-05-08
448,Statoil Petroleum AS,36.79000,4238790,17237817,9999-12-31,2013-05-08
450,Det norske oljeselskap ASA,60.00000,4909784,17342870,9999-12-31,2013-05-08
450,North Energy ASA,15.00000,4909784,18082156,9999-12-31,2013-05-08
450,Dana Petroleum Norway AS,25.00000,4909784,4526555,9999-12-31,2013-05-08
453 S,Noreco Norway AS,25.00000,4909893,22223020,9999-12-31,2013-05-08
453 S,Det norske oljeselskap ASA,25.00000,4909893,17342870,9999-12-31,2013-05-08
453 S,VNG Norge AS,15.00000,4909893,17237193,9999-12-31,2013-05-08
453 S,Lundin Norway AS,35.00000,4909893,2767314,9999-12-31,2013-05-08
455,Fortis Petroleum Norway AS,55.00000,4909816,18386334,9999-12-31,2013-05-08
455,Lotos Exploration and Production Norge AS,45.00000,4909816,5064434,9999-12-31,2013-05-08
457,E.ON E&P Norge AS,20.00000,4910110,21631209,9999-12-31,2013-05-08
457,Bridge Energy Norge AS,20.00000,4910110,18178215,9999-12-31,2013-05-08
457,VNG Norge AS,20.00000,4910110,17237193,9999-12-31,2013-05-08
457,Wintershall Norge AS,40.00000,4910110,21666830,9999-12-31,2013-05-08
473,Petoro AS,19.95000,4920841,1626839,9999-12-31,2013-05-08
473,ExxonMobil Exploration & Production Norway AS,9.80000,4920841,2835212,9999-12-31,2013-05-08
473,Eni Norge AS,29.40000,4920841,2388594,9999-12-31,2013-05-08
473,Statoil Petroleum AS,40.85000,4920841,17237817,9999-12-31,2013-05-08
475,Centrica Resources (Norge) AS,20.00000,4918410,4238233,9999-12-31,2013-05-08
475,Faroe Petroleum Norge AS,30.00000,4918410,4062883,9999-12-31,2013-05-08
475,Wintershall Norge AS,50.00000,4918410,21666830,9999-12-31,2013-05-08
475 BS,Centrica Resources (Norge) AS,20.00000,5107669,4238233,9999-12-31,2013-05-08
475 BS,Petoro AS,30.00000,5107669,1626839,9999-12-31,2013-05-08
475 BS,Wintershall Norge AS,50.00000,5107669,21666830,9999-12-31,2013-05-08
475 CS,Centrica Resources (Norge) AS,20.00000,20109375,4238233,9999-12-31,2013-05-08
475 CS,Petoro AS,30.00000,20109375,1626839,9999-12-31,2013-05-08
475 CS,Wintershall Norge AS,50.00000,20109375,21666830,9999-12-31,2013-05-08
477,Suncor Energy Norge AS,30.00000,4921022,20426420,9999-12-31,2013-05-08
477,Faroe Petroleum Norge AS,30.00000,4921022,4062883,9999-12-31,2013-05-08
477,Centrica Resources (Norge) AS,40.00000,4921022,4238233,9999-12-31,2013-05-08
477 B,Suncor Energy Norge AS,30.00000,17654703,20426420,9999-12-31,2013-05-08
477 B,Faroe Petroleum Norge AS,30.00000,17654703,4062883,9999-12-31,2013-05-08
477 B,Centrica Resources (Norge) AS,40.00000,17654703,4238233,9999-12-31,2013-05-08
479,Petoro AS,14.95000,4920979,1626839,9999-12-31,2013-05-08
479,Total E&P Norge AS,9.80000,4920979,2410708,9999-12-31,2013-05-08
479,ExxonMobil Exploration & Production Norway AS,14.70000,4920979,2835212,9999-12-31,2013-05-08
479,Eni Norge AS,19.60000,4920979,2388594,9999-12-31,2013-05-08
479,Statoil Petroleum AS,40.95000,4920979,17237817,9999-12-31,2013-05-08
484,E.ON E&P Norge AS,30.00000,4921632,21631209,9999-12-31,2013-05-08
484,Dana Petroleum Norway AS,30.00000,4921632,4526555,9999-12-31,2013-05-08
484,Noreco Norway AS,40.00000,4921632,22223020,9999-12-31,2013-05-08
489,Petoro AS,20.00000,4921522,1626839,9999-12-31,2013-05-08
489,Statoil Petroleum AS,40.00000,4921522,17237817,9999-12-31,2013-05-08
489,Eni Norge AS,40.00000,4921522,2388594,9999-12-31,2013-05-08
490,Noreco Norway AS,20.00000,4921353,22223020,9999-12-31,2013-05-08
490,Lundin Norway AS,50.00000,4921353,2767314,9999-12-31,2013-05-08
490,Tullow Oil Norge AS,30.00000,4921353,23173852,2013-02-20,2013-05-08
492,Det norske oljeselskap ASA,40.00000,4925088,17342870,2013-02-02,2013-05-08
492,Lundin Norway AS,40.00000,4925088,2767314,9999-12-31,2013-05-08
492,Noreco Norway AS,20.00000,4925088,22223020,2013-02-02,2013-05-08
494,Det norske oljeselskap ASA,30.00000,5105899,17342870,9999-12-31,2013-05-08
494,Bridge Energy Norge AS,30.00000,5105899,18178215,9999-12-31,2013-05-08
494,Dana Petroleum Norway AS,40.00000,5105899,4526555,9999-12-31,2013-05-08
494 B,Det norske oljeselskap ASA,30.00000,20088555,17342870,9999-12-31,2013-05-08
494 B,Bridge Energy Norge AS,30.00000,20088555,18178215,9999-12-31,2013-05-08
494 B,Dana Petroleum Norway AS,40.00000,20088555,4526555,9999-12-31,2013-05-08
494 C,Bridge Energy Norge AS,30.00000,21569178,18178215,9999-12-31,2013-05-08
494 C,Det norske oljeselskap ASA,30.00000,21569178,17342870,9999-12-31,2013-05-08
494 C,Dana Petroleum Norway AS,40.00000,21569178,4526555,9999-12-31,2013-05-08
495,Tullow Oil Norge AS,40.00000,5105968,23173852,2013-02-20,2013-05-08
495,Lundin Norway AS,60.00000,5105968,2767314,9999-12-31,2013-05-08
495 B,Tullow Oil Norge AS,40.00000,21560089,23173852,2013-02-20,2013-05-08
495 B,Lundin Norway AS,60.00000,21560089,2767314,9999-12-31,2013-05-08
497,Lotos Exploration and Production Norge AS,10.00000,5106073,5064434,9999-12-31,2013-05-08
497,Dana Petroleum Norway AS,25.00000,5106073,4526555,9999-12-31,2013-05-08
497,Bridge Energy Norge AS,15.00000,5106073,18178215,9999-12-31,2013-05-08
497,Det norske oljeselskap ASA,35.00000,5106073,17342870,9999-12-31,2013-05-08
497,Capricorn Norge AS,15.00000,5106073,23297570,2013-05-01,2013-05-08
497 B,Capricorn Norge AS,15.00000,17320202,23297570,2013-05-01,2013-05-08
497 B,Lotos Exploration and Production Norge AS,10.00000,17320202,5064434,9999-12-31,2013-05-08
497 B,Dana Petroleum Norway AS,25.00000,17320202,4526555,9999-12-31,2013-05-08
497 B,Bridge Energy Norge AS,15.00000,17320202,18178215,9999-12-31,2013-05-08
497 B,Det norske oljeselskap ASA,35.00000,17320202,17342870,9999-12-31,2013-05-08
498,Edison International Norway Branch,25.00000,5106134,17237180,9999-12-31,2013-05-08
498,North Energy ASA,25.00000,5106134,18082156,2013-02-07,2013-05-08
498,Skagen44 AS,25.00000,5106134,4510260,9999-12-31,2013-05-08
498,Lotos Exploration and Production Norge AS,25.00000,5106134,5064434,9999-12-31,2013-05-08
499 S,Statoil Petroleum AS,50.00000,5106238,17237817,9999-12-31,2013-05-08
