seaName,seaPlanFromDate,seaNpdidSurvey,seaStatus,seaGeographicalArea,seaSurveyTypeMain,seaSurveyTypePart,seaCompanyReported,seaPlanToDate,seaDateStarting,seaDateFinalized,seaCdpTotalKm,seaBoatTotalKm,sea3DKm2,seaSampling,seaShallowDrilling,seaGeotechnical,dateSyncNPD
NPD-SM-87,1987-01-01,3004,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1987-12-31,1987-01-01,1987-12-31,1368,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-TB01-87,1987-01-01,3006,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1987-12-31,1987-01-01,1987-12-31,694,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-TB-87,1987-01-01,3005,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1987-12-31,1987-01-01,1987-12-31,1789,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-VØRB-87,1987-01-01,3007,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1987-12-31,1987-01-01,1987-12-31,2757,NULL,NULL,NULL,NULL,NULL,2013-05-08
NS-87,1987-01-01,3009,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1987-12-31,1987-01-01,1987-12-31,2064,NULL,NULL,NULL,NULL,NULL,2013-05-08
NS-87-EX,1987-01-01,3010,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1987-12-31,1987-01-01,1987-12-31,486,NULL,NULL,NULL,NULL,NULL,2013-05-08
PG87,1987-01-01,3012,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Phillips Petroleum Company Norway,1987-12-31,1987-01-01,1987-12-31,3932,NULL,NULL,NULL,NULL,NULL,2013-05-08
PGVIBR87,1987-01-01,3013,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Phillips Petroleum Company Norway,1987-12-31,1987-01-01,1987-12-31,35,NULL,NULL,NULL,NULL,NULL,2013-05-08
PR87C,1987-01-01,3014,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Phillips Petroleum Company Norway,1987-12-31,1987-01-01,1987-12-31,319,NULL,NULL,NULL,NULL,NULL,2013-05-08
PW-EKO-87,1987-01-01,3015,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Phillips Petroleum Company Norway,1987-12-31,1987-01-01,1987-12-31,244,NULL,NULL,NULL,NULL,NULL,2013-05-08
R-87,1987-01-01,3016,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Ranger Oil (UK) Ltd,1987-12-31,1987-01-01,1987-12-31,49,NULL,NULL,NULL,NULL,NULL,2013-05-08
SBGS-87,1987-01-01,3017,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1987-12-31,1987-01-01,1987-12-31,2578,NULL,NULL,NULL,NULL,NULL,2013-05-08
SBGS-87-RE,1987-01-01,3018,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1987-12-31,1987-01-01,1987-12-31,2577,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8652-GE,1987-01-01,3019,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,50,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8710,1987-01-01,3020,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,826,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8714,1987-01-01,3021,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,1336,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8718,1987-01-01,3022,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,1842,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8726,1987-01-01,3023,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,1864,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8730,1987-01-01,3024,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,82,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8730-WE,1987-01-01,3025,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,65,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8733,1987-01-01,3026,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,712,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8735,1987-01-01,3027,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,418,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8736,1987-01-01,3028,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,236,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8737,1987-01-01,3029,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,1048,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8752,1987-01-01,3030,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,393,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8758,1987-01-01,3031,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Saga Petroleum ASA,1987-12-31,1987-01-01,1987-12-31,9030,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8701,1987-01-01,3032,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1987-12-31,1987-01-01,1987-12-31,147,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8702,1987-01-01,3033,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1987-12-31,1987-01-01,1987-12-31,631,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8703,1987-01-01,3034,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1987-12-31,1987-01-01,1987-12-31,75,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8704,1987-01-01,3035,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1987-12-31,1987-01-01,1987-12-31,232,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8705,1987-01-01,3036,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1987-12-31,1987-01-01,1987-12-31,391,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8706,1987-01-01,3037,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1987-12-31,1987-01-01,1987-12-31,1472,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8707,1987-01-01,3038,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1987-12-31,1987-01-01,1987-12-31,546,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8708,1987-01-01,3039,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1987-12-31,1987-01-01,1987-12-31,228,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8709,1987-01-01,3040,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1987-12-31,1987-01-01,1987-12-31,320,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8710,1987-01-01,3041,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1987-12-31,1987-01-01,1987-12-31,235,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8711,1987-01-01,3042,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1987-12-31,1987-01-01,1987-12-31,86,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8712,1987-01-01,3043,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1987-12-31,1987-01-01,1987-12-31,813,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8701,1987-01-01,3045,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,19819,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8702,1987-01-01,3046,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,46,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8703,1987-01-01,3047,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,455,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8704,1987-01-01,3048,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,562,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8705,1987-01-01,3049,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,1106,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8706,1987-01-01,3050,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,384,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8707,1987-01-01,3051,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,1465,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8708,1987-01-01,3052,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,2561,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8709,1987-01-01,3053,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,156,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8710,1987-01-01,3054,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,194,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8711,1987-01-01,3055,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,445,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8712,1987-01-01,3056,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,1172,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8713,1987-01-01,3057,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,82,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8715,1987-01-01,3058,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,125,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8716,1987-01-01,3059,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,761,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8717,1987-01-01,3060,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,1105,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8718,1987-01-01,3061,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,343,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8719,1987-01-01,3062,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,146,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8723,1987-01-01,3063,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,16,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8724,1987-01-01,3064,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,28,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8725,1987-01-01,3065,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1987-12-31,1987-01-01,1987-12-31,101,NULL,NULL,NULL,NULL,NULL,2013-05-08
TO8701,1987-01-01,3066,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Total Norge AS,1987-12-31,1987-01-01,1987-12-31,132,NULL,NULL,NULL,NULL,NULL,2013-05-08
TO8702,1987-01-01,3067,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Total Norge AS,1987-12-31,1987-01-01,1987-12-31,633,NULL,NULL,NULL,NULL,NULL,2013-05-08
TO8714,1987-01-01,3068,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Total Norge AS,1987-12-31,1987-01-01,1987-12-31,294,NULL,NULL,NULL,NULL,NULL,2013-05-08
TO8717,1987-01-01,3069,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Total Norge AS,1987-12-31,1987-01-01,1987-12-31,313,NULL,NULL,NULL,NULL,NULL,2013-05-08
XB-87,1987-01-01,3077,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Esso Exploration and Production Norway A/S,1987-12-31,1987-01-01,1987-12-31,210,NULL,NULL,NULL,NULL,NULL,2013-05-08
XU-87,1987-01-01,3078,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Esso Exploration and Production Norway A/S,1987-12-31,1987-01-01,1987-12-31,107,NULL,NULL,NULL,NULL,NULL,2013-05-08
AE-86,1986-01-01,2809,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Esso Exploration and Production Norway A/S,1986-12-31,1986-01-01,1986-12-31,679,NULL,NULL,NULL,NULL,NULL,2013-05-08
BE-86A,1986-01-01,2810,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Esso Exploration and Production Norway A/S,1986-12-31,1986-01-01,1986-12-31,906,NULL,NULL,NULL,NULL,NULL,2013-05-08
BE-86B,1986-01-01,2811,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Esso Exploration and Production Norway A/S,1986-12-31,1986-01-01,1986-12-31,1975,NULL,NULL,NULL,NULL,NULL,2013-05-08
BE-86C,1986-01-01,2812,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Esso Exploration and Production Norway A/S,1986-12-31,1986-01-01,1986-12-31,260,NULL,NULL,NULL,NULL,NULL,2013-05-08
BN16-86,1986-01-01,2813,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Britoil Norge A/S,1986-12-31,1986-01-01,1986-12-31,331,NULL,NULL,NULL,NULL,NULL,2013-05-08
BP-86,1986-01-01,2814,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,BP Norway Limited  U.A.,1986-12-31,1986-01-01,1986-12-31,119,NULL,NULL,NULL,NULL,NULL,2013-05-08
BP-86-1,1986-01-01,2815,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,BP Norway Limited  U.A.,1986-12-31,1986-01-01,1986-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
CN-86,1986-01-01,2816,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Conoco Norway Inc.,1986-12-31,1986-01-01,1986-12-31,7030,NULL,NULL,NULL,NULL,NULL,2013-05-08
DGM1-86,1986-01-01,2817,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,3117,NULL,NULL,NULL,NULL,NULL,2013-05-08
DK-86,1986-01-01,2818,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Mærsk Contractors,1986-12-31,1986-01-01,1986-12-31,88,NULL,NULL,NULL,NULL,NULL,2013-05-08
DK-86-1,1986-01-01,2819,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Mærsk Contractors,1986-12-31,1986-01-01,1986-12-31,127,NULL,NULL,NULL,NULL,NULL,2013-05-08
E86,1986-01-01,2820,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,5091,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL8601,1986-01-01,2824,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1986-12-31,1986-01-01,1986-12-31,120,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL-8601,1986-01-01,2821,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Elf Petroleum Norge AS,1986-12-31,1986-01-01,1986-12-31,5449,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL-8602,1986-01-01,2822,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1986-12-31,1986-01-01,1986-12-31,235,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL-8603,1986-01-01,2823,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1986-12-31,1986-01-01,1986-12-31,138,NULL,NULL,NULL,NULL,NULL,2013-05-08
ESP-86,1986-01-01,2825,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1986-12-31,1986-01-01,1986-12-31,856,NULL,NULL,NULL,NULL,NULL,2013-05-08
F-86,1986-01-01,2826,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Fina Production Licenses AS,1986-12-31,1986-01-01,1986-12-31,521,NULL,NULL,NULL,NULL,NULL,2013-05-08
FW-86,1986-01-01,2827,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,1382,NULL,NULL,NULL,NULL,NULL,2013-05-08
GE8601,1986-01-01,2828,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,GEOTEAM EXPLORATION AS,1986-12-31,1986-01-01,1986-12-31,1631,NULL,NULL,NULL,NULL,NULL,2013-05-08
GLR1-86,1986-01-01,2829,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1986-12-31,1986-01-01,1986-12-31,3091,NULL,NULL,NULL,NULL,NULL,2013-05-08
GLR2-86,1986-01-01,2830,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1986-12-31,1986-01-01,1986-12-31,2272,NULL,NULL,NULL,NULL,NULL,2013-05-08
GM1E-86,1986-01-01,2831,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1986-12-31,1986-01-01,1986-12-31,804,NULL,NULL,NULL,NULL,NULL,2013-05-08
GMTE-86,1986-01-01,2832,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1986-12-31,1986-01-01,1986-12-31,817,NULL,NULL,NULL,NULL,NULL,2013-05-08
GQ10-86,1986-01-01,2833,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1986-12-31,1986-01-01,1986-12-31,257,NULL,NULL,NULL,NULL,NULL,2013-05-08
GS-TR-86,1986-01-01,2834,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,GEOPHYSICAL SERVICES,1986-12-31,1986-01-01,1986-12-31,432,NULL,NULL,NULL,NULL,NULL,2013-05-08
IFP-86,1986-01-01,2835,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1986-12-31,1986-01-01,1986-12-31,625,NULL,NULL,NULL,NULL,NULL,2013-05-08
LRE-86,1986-01-01,2836,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,221,NULL,NULL,NULL,NULL,NULL,2013-05-08
MG86,1986-01-01,2837,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,155,NULL,NULL,NULL,NULL,NULL,2013-05-08
MNT-86,1986-01-01,2838,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,784,NULL,NULL,NULL,NULL,NULL,2013-05-08
N3-86,1986-01-01,2839,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,2013,NULL,NULL,NULL,NULL,NULL,2013-05-08
N4-86,1986-01-01,2840,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,2187,NULL,NULL,NULL,NULL,NULL,2013-05-08
NDB-86,1986-01-01,2841,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,3020,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8601,1986-01-01,2843,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1986-12-31,1986-01-01,1986-12-31,6529,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8601-2D,1986-01-01,2842,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1986-12-31,1986-01-01,1986-12-31,43,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8603,1986-01-01,2844,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1986-12-31,1986-01-01,1986-12-31,338,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8604,1986-01-01,2845,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1986-12-31,1986-01-01,1986-12-31,35673,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8606,1986-01-01,2847,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1986-12-31,1986-01-01,1986-12-31,4437,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8606-2D,1986-01-01,2846,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1986-12-31,1986-01-01,1986-12-31,449,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8609,1986-01-01,2848,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1986-12-31,1986-01-01,1986-12-31,171,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8610,1986-01-01,2849,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1986-12-31,1986-01-01,1986-12-31,395,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8611,1986-01-01,2850,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1986-12-31,1986-01-01,1986-12-31,228,NULL,NULL,NULL,NULL,NULL,2013-05-08
NOD6-86,1986-01-01,2851,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,1404,NULL,NULL,NULL,NULL,NULL,2013-05-08
NOD7-86,1986-01-01,2852,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,633,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-BJV1-86,1986-01-01,2853,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,1894,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-BJV2-86,1986-01-01,2854,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,3812,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-BJØ1-86,1986-01-01,2855,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,64,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-BJØ2-86,1986-01-01,2856,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,201,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-BJØ3-86,1986-01-01,2857,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,59,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-FIØ1-86,1986-01-01,2858,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,3628,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-FIØ2-86,1986-01-01,2859,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,2689,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-LOF1-86,1986-01-01,2860,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,136,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-LOF2-86,1986-01-01,2861,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,1853,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-NOK1-86,1986-01-01,2862,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,2891,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-NOK2-86,1986-01-01,2863,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,1604,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-NOK3-86,1986-01-01,2864,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,404,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-SENT-86,1986-01-01,2865,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,1791,NULL,NULL,NULL,NULL,NULL,2013-05-08
